UF;Cod_Infracao;Quantidade
ACRE;5002;102
ALAGOAS;5002;55
AMAZONAS;5002;186
AMAPA;5002;20
BAHIA;5002;1046
CEARA;5002;182
DISTRITO FEDERAL;5002;758
ESPIRITO SANTO;5002;1178
GOIAS;5002;4438
MARANHAO;5002;205
MATO GROSSO;5002;1788
MATO GROSSO DO SUL;5002;4239
MINAS GERAIS;5002;33601
PARA;5002;425
PARAIBA;5002;67
PARANA;5002;50453
PERNAMBUCO;5002;477
PIAUI;5002;111
RIO DE JANEIRO;5002;2542
RIO GRANDE DO NORTE;5002;95
RIO GRANDE DO SUL;5002;10017
RONDONIA;5002;324
RORAIMA;5002;21
SANTA CATARINA;5002;19607
SAO PAULO;5002;173528
SERGIPE;5002;126
TOCANTINS;5002;231
ACRE;5010;400
ALAGOAS;5010;1358
AMAZONAS;5010;162
AMAPA;5010;482
BAHIA;5010;2572
CEARA;5010;1195
DISTRITO FEDERAL;5010;2969
ESPIRITO SANTO;5010;1663
GOIAS;5010;656
MARANHAO;5010;794
MATO GROSSO;5010;1841
MATO GROSSO DO SUL;5010;1035
MINAS GERAIS;5010;11872
PARA;5010;3855
PARAIBA;5010;775
PARANA;5010;2896
PERNAMBUCO;5010;1774
PIAUI;5010;442
RIO DE JANEIRO;5010;1754
RIO GRANDE DO NORTE;5010;745
RIO GRANDE DO SUL;5010;2189
RONDONIA;5010;1574
RORAIMA;5010;75
SANTA CATARINA;5010;3074
SAO PAULO;5010;3367
SERGIPE;5010;538
TOCANTINS;5010;199
ACRE;5029;3
ALAGOAS;5029;8
AMAPA;5029;1
BAHIA;5029;12
CEARA;5029;9
DISTRITO FEDERAL;5029;206
ESPIRITO SANTO;5029;158
GOIAS;5029;20
MARANHAO;5029;1
MATO GROSSO;5029;4
MATO GROSSO DO SUL;5029;42
MINAS GERAIS;5029;354
PARA;5029;10
PARAIBA;5029;4
PARANA;5029;135
PERNAMBUCO;5029;25
RIO DE JANEIRO;5029;81
RIO GRANDE DO NORTE;5029;3
RIO GRANDE DO SUL;5029;234
RONDONIA;5029;9
RORAIMA;5029;4
SANTA CATARINA;5029;490
SAO PAULO;5029;739
SERGIPE;5029;5
TOCANTINS;5029;2
ACRE;5037;20
ALAGOAS;5037;54
AMAZONAS;5037;10
AMAPA;5037;30
BAHIA;5037;117
CEARA;5037;89
DISTRITO FEDERAL;5037;219
ESPIRITO SANTO;5037;78
GOIAS;5037;61
MARANHAO;5037;40
MATO GROSSO;5037;53
MATO GROSSO DO SUL;5037;68
MINAS GERAIS;5037;965
PARA;5037;76
PARAIBA;5037;32
PARANA;5037;186
PERNAMBUCO;5037;63
PIAUI;5037;23
RIO DE JANEIRO;5037;135
RIO GRANDE DO NORTE;5037;34
RIO GRANDE DO SUL;5037;366
RONDONIA;5037;36
RORAIMA;5037;2
SANTA CATARINA;5037;123
SAO PAULO;5037;408
SERGIPE;5037;26
TOCANTINS;5037;8
ACRE;5045;263
ALAGOAS;5045;69
AMAZONAS;5045;50
AMAPA;5045;155
BAHIA;5045;838
CEARA;5045;486
DISTRITO FEDERAL;5045;1877
ESPIRITO SANTO;5045;472
GOIAS;5045;275
MARANHAO;5045;89
MATO GROSSO;5045;168
MATO GROSSO DO SUL;5045;315
MINAS GERAIS;5045;3405
PARA;5045;422
PARAIBA;5045;162
PARANA;5045;936
PERNAMBUCO;5045;466
PIAUI;5045;52
RIO DE JANEIRO;5045;290
RIO GRANDE DO NORTE;5045;172
RIO GRANDE DO SUL;5045;1060
RONDONIA;5045;356
RORAIMA;5045;33
SANTA CATARINA;5045;1856
SAO PAULO;5045;1960
SERGIPE;5045;126
TOCANTINS;5045;48
ACRE;5053;12
ALAGOAS;5053;24
AMAZONAS;5053;14
AMAPA;5053;4
BAHIA;5053;117
CEARA;5053;127
DISTRITO FEDERAL;5053;19
ESPIRITO SANTO;5053;13
GOIAS;5053;41
MARANHAO;5053;9
MATO GROSSO;5053;17
MATO GROSSO DO SUL;5053;24
MINAS GERAIS;5053;397
PARA;5053;171
PARAIBA;5053;31
PARANA;5053;85
PERNAMBUCO;5053;85
PIAUI;5053;17
RIO DE JANEIRO;5053;56
RIO GRANDE DO NORTE;5053;26
RIO GRANDE DO SUL;5053;82
RONDONIA;5053;16
RORAIMA;5053;6
SANTA CATARINA;5053;122
SAO PAULO;5053;272
SERGIPE;5053;17
TOCANTINS;5053;9
ACRE;5061;10
ALAGOAS;5061;40
AMAZONAS;5061;3
AMAPA;5061;3
BAHIA;5061;111
CEARA;5061;43
DISTRITO FEDERAL;5061;114
ESPIRITO SANTO;5061;44
GOIAS;5061;17
MARANHAO;5061;13
MATO GROSSO;5061;23
MATO GROSSO DO SUL;5061;30
MINAS GERAIS;5061;150
PARA;5061;75
PARAIBA;5061;33
PARANA;5061;56
PERNAMBUCO;5061;29
PIAUI;5061;8
RIO DE JANEIRO;5061;28
RIO GRANDE DO NORTE;5061;11
RIO GRANDE DO SUL;5061;42
RONDONIA;5061;40
RORAIMA;5061;4
SANTA CATARINA;5061;111
SAO PAULO;5061;148
SERGIPE;5061;14
TOCANTINS;5061;10
ALAGOAS;5070;2
BAHIA;5070;3
CEARA;5070;1
DISTRITO FEDERAL;5070;2
MINAS GERAIS;5070;8
PARANA;5070;11
RIO DE JANEIRO;5070;1
RIO GRANDE DO SUL;5070;12
RONDONIA;5070;1
SANTA CATARINA;5070;13
SAO PAULO;5070;32
ACRE;5088;1
BAHIA;5088;2
CEARA;5088;7
DISTRITO FEDERAL;5088;3
ESPIRITO SANTO;5088;2
GOIAS;5088;3
MATO GROSSO;5088;2
MATO GROSSO DO SUL;5088;2
MINAS GERAIS;5088;13
PARA;5088;4
PARAIBA;5088;2
PARANA;5088;4
PERNAMBUCO;5088;3
PIAUI;5088;2
RIO DE JANEIRO;5088;5
RIO GRANDE DO NORTE;5088;2
RIO GRANDE DO SUL;5088;20
SANTA CATARINA;5088;6
SAO PAULO;5088;12
ACRE;5096;5
ALAGOAS;5096;1
AMAPA;5096;1
BAHIA;5096;25
CEARA;5096;43
DISTRITO FEDERAL;5096;11
ESPIRITO SANTO;5096;7
GOIAS;5096;3
MARANHAO;5096;5
MATO GROSSO;5096;5
MATO GROSSO DO SUL;5096;7
MINAS GERAIS;5096;23
PARA;5096;3
PARAIBA;5096;6
PARANA;5096;40
PERNAMBUCO;5096;9
PIAUI;5096;4
RIO DE JANEIRO;5096;5
RIO GRANDE DO NORTE;5096;5
RIO GRANDE DO SUL;5096;65
RONDONIA;5096;20
SANTA CATARINA;5096;67
SAO PAULO;5096;66
SERGIPE;5096;1
AMAZONAS;5100;1
BAHIA;5100;2
CEARA;5100;19
DISTRITO FEDERAL;5100;1
ESPIRITO SANTO;5100;1
MARANHAO;5100;1
MINAS GERAIS;5100;4
PARANA;5100;1
PERNAMBUCO;5100;2
RIO DE JANEIRO;5100;2
RIO GRANDE DO NORTE;5100;2
RIO GRANDE DO SUL;5100;1
SANTA CATARINA;5100;4
SAO PAULO;5100;5
SERGIPE;5100;1
ACRE;5118;156
ALAGOAS;5118;269
AMAZONAS;5118;76
AMAPA;5118;179
BAHIA;5118;476
CEARA;5118;750
DISTRITO FEDERAL;5118;150
ESPIRITO SANTO;5118;740
GOIAS;5118;115
MARANHAO;5118;93
MATO GROSSO;5118;107
MATO GROSSO DO SUL;5118;387
MINAS GERAIS;5118;1815
PARA;5118;735
PARAIBA;5118;169
PARANA;5118;1822
PERNAMBUCO;5118;568
PIAUI;5118;86
RIO DE JANEIRO;5118;388
RIO GRANDE DO NORTE;5118;80
RIO GRANDE DO SUL;5118;541
RONDONIA;5118;603
RORAIMA;5118;24
SANTA CATARINA;5118;1346
SAO PAULO;5118;1443
SERGIPE;5118;115
TOCANTINS;5118;28
ALAGOAS;5126;1
BAHIA;5126;2
CEARA;5126;7
DISTRITO FEDERAL;5126;2
ESPIRITO SANTO;5126;39
GOIAS;5126;3
MATO GROSSO;5126;1
MATO GROSSO DO SUL;5126;7
MINAS GERAIS;5126;57
PARA;5126;5
PARAIBA;5126;1
PARANA;5126;49
PERNAMBUCO;5126;4
RIO DE JANEIRO;5126;8
RIO GRANDE DO NORTE;5126;1
RIO GRANDE DO SUL;5126;50
RONDONIA;5126;3
SANTA CATARINA;5126;94
SAO PAULO;5126;243
SERGIPE;5126;1
ACRE;5134;2
ALAGOAS;5134;4
AMAZONAS;5134;4
AMAPA;5134;8
BAHIA;5134;24
CEARA;5134;43
DISTRITO FEDERAL;5134;8
ESPIRITO SANTO;5134;22
GOIAS;5134;7
MARANHAO;5134;4
MATO GROSSO;5134;6
MATO GROSSO DO SUL;5134;16
MINAS GERAIS;5134;127
PARA;5134;13
PARAIBA;5134;7
PARANA;5134;63
PERNAMBUCO;5134;20
PIAUI;5134;9
RIO DE JANEIRO;5134;24
RIO GRANDE DO NORTE;5134;12
RIO GRANDE DO SUL;5134;57
RONDONIA;5134;9
RORAIMA;5134;1
SANTA CATARINA;5134;48
SAO PAULO;5134;185
SERGIPE;5134;5
TOCANTINS;5134;3
ACRE;5142;39
ALAGOAS;5142;8
AMAZONAS;5142;11
AMAPA;5142;26
BAHIA;5142;125
CEARA;5142;236
DISTRITO FEDERAL;5142;25
ESPIRITO SANTO;5142;101
GOIAS;5142;38
MARANHAO;5142;13
MATO GROSSO;5142;10
MATO GROSSO DO SUL;5142;64
MINAS GERAIS;5142;405
PARA;5142;26
PARAIBA;5142;23
PARANA;5142;299
PERNAMBUCO;5142;71
PIAUI;5142;10
RIO DE JANEIRO;5142;47
RIO GRANDE DO NORTE;5142;22
RIO GRANDE DO SUL;5142;151
RONDONIA;5142;110
RORAIMA;5142;7
SANTA CATARINA;5142;354
SAO PAULO;5142;620
SERGIPE;5142;18
TOCANTINS;5142;2
ALAGOAS;5150;5
AMAZONAS;5150;4
BAHIA;5150;11
CEARA;5150;67
ESPIRITO SANTO;5150;1
GOIAS;5150;6
MARANHAO;5150;2
MATO GROSSO;5150;2
MINAS GERAIS;5150;48
PARA;5150;3
PARAIBA;5150;4
PARANA;5150;9
PERNAMBUCO;5150;15
PIAUI;5150;4
RIO DE JANEIRO;5150;7
RIO GRANDE DO NORTE;5150;9
RIO GRANDE DO SUL;5150;17
SANTA CATARINA;5150;23
SAO PAULO;5150;43
SERGIPE;5150;2
TOCANTINS;5150;1
ACRE;5169;10
ALAGOAS;5169;68
AMAZONAS;5169;51
AMAPA;5169;84
BAHIA;5169;119
CEARA;5169;64
DISTRITO FEDERAL;5169;1497
ESPIRITO SANTO;5169;151
GOIAS;5169;138
MARANHAO;5169;89
MATO GROSSO;5169;462
MATO GROSSO DO SUL;5169;223
MINAS GERAIS;5169;2464
PARA;5169;614
PARAIBA;5169;68
PARANA;5169;524
PERNAMBUCO;5169;174
PIAUI;5169;31
RIO DE JANEIRO;5169;58
RIO GRANDE DO NORTE;5169;100
RIO GRANDE DO SUL;5169;234
RONDONIA;5169;656
RORAIMA;5169;10
SANTA CATARINA;5169;299
SAO PAULO;5169;782
SERGIPE;5169;47
TOCANTINS;5169;34
ACRE;5177;7
ALAGOAS;5177;2
CEARA;5177;1
DISTRITO FEDERAL;5177;3
ESPIRITO SANTO;5177;1
GOIAS;5177;2
MARANHAO;5177;1
MATO GROSSO;5177;1
MATO GROSSO DO SUL;5177;4
MINAS GERAIS;5177;98
PARA;5177;6
PARAIBA;5177;1
PARANA;5177;26
PERNAMBUCO;5177;2
RIO DE JANEIRO;5177;1
RIO GRANDE DO NORTE;5177;1
RIO GRANDE DO SUL;5177;8
RONDONIA;5177;7
SANTA CATARINA;5177;7
SAO PAULO;5177;15
SERGIPE;5177;1
ACRE;5185;1214
ALAGOAS;5185;854
AMAZONAS;5185;5141
AMAPA;5185;585
BAHIA;5185;6423
CEARA;5185;2806
DISTRITO FEDERAL;5185;45648
ESPIRITO SANTO;5185;2252
GOIAS;5185;4009
MARANHAO;5185;944
MATO GROSSO;5185;4471
MATO GROSSO DO SUL;5185;3061
MINAS GERAIS;5185;14885
PARA;5185;3990
PARAIBA;5185;2078
PARANA;5185;12819
PERNAMBUCO;5185;2383
PIAUI;5185;2577
RIO DE JANEIRO;5185;6168
RIO GRANDE DO NORTE;5185;2344
RIO GRANDE DO SUL;5185;4685
RONDONIA;5185;1214
RORAIMA;5185;677
SANTA CATARINA;5185;13912
SAO PAULO;5185;62131
SERGIPE;5185;1384
TOCANTINS;5185;564
ACRE;5193;73
ALAGOAS;5193;147
AMAZONAS;5193;86
AMAPA;5193;65
BAHIA;5193;332
CEARA;5193;210
DISTRITO FEDERAL;5193;1284
ESPIRITO SANTO;5193;214
GOIAS;5193;136
MARANHAO;5193;148
MATO GROSSO;5193;676
MATO GROSSO DO SUL;5193;236
MINAS GERAIS;5193;1062
PARA;5193;572
PARAIBA;5193;94
PARANA;5193;1100
PERNAMBUCO;5193;217
PIAUI;5193;110
RIO DE JANEIRO;5193;400
RIO GRANDE DO NORTE;5193;126
RIO GRANDE DO SUL;5193;383
RONDONIA;5193;182
RORAIMA;5193;55
SANTA CATARINA;5193;676
SAO PAULO;5193;2642
SERGIPE;5193;76
TOCANTINS;5193;59
ACRE;5207;178
ALAGOAS;5207;281
AMAZONAS;5207;20
AMAPA;5207;14
BAHIA;5207;427
CEARA;5207;96
DISTRITO FEDERAL;5207;2795
ESPIRITO SANTO;5207;98
GOIAS;5207;154
MARANHAO;5207;24
MATO GROSSO;5207;79
MATO GROSSO DO SUL;5207;92
MINAS GERAIS;5207;720
PARA;5207;121
PARAIBA;5207;108
PARANA;5207;336
PERNAMBUCO;5207;234
PIAUI;5207;29
RIO DE JANEIRO;5207;125
RIO GRANDE DO NORTE;5207;120
RIO GRANDE DO SUL;5207;200
RONDONIA;5207;64
RORAIMA;5207;6
SANTA CATARINA;5207;693
SAO PAULO;5207;2321
SERGIPE;5207;55
TOCANTINS;5207;2
ACRE;5215;4
ALAGOAS;5215;24
AMAZONAS;5215;45
AMAPA;5215;5
BAHIA;5215;124
CEARA;5215;35
DISTRITO FEDERAL;5215;107
ESPIRITO SANTO;5215;24
GOIAS;5215;15
MARANHAO;5215;13
MATO GROSSO;5215;12
MATO GROSSO DO SUL;5215;15
MINAS GERAIS;5215;236
PARA;5215;146
PARAIBA;5215;41
PARANA;5215;91
PERNAMBUCO;5215;52
PIAUI;5215;9
RIO DE JANEIRO;5215;96
RIO GRANDE DO NORTE;5215;23
RIO GRANDE DO SUL;5215;23
RONDONIA;5215;24
RORAIMA;5215;3
SANTA CATARINA;5215;56
SAO PAULO;5215;468
SERGIPE;5215;23
TOCANTINS;5215;4
BAHIA;5223;6
CEARA;5223;1
DISTRITO FEDERAL;5223;10
GOIAS;5223;2
MINAS GERAIS;5223;2
PARA;5223;2
PARAIBA;5223;1
PARANA;5223;1
PERNAMBUCO;5223;7
PIAUI;5223;1
RIO GRANDE DO NORTE;5223;3
RIO GRANDE DO SUL;5223;2
SANTA CATARINA;5223;1
SAO PAULO;5223;6
SERGIPE;5223;4
ACRE;5231;1
ALAGOAS;5231;2
AMAZONAS;5231;4
AMAPA;5231;2
BAHIA;5231;9
CEARA;5231;6
DISTRITO FEDERAL;5231;118
ESPIRITO SANTO;5231;14
GOIAS;5231;10
MARANHAO;5231;1
MATO GROSSO;5231;3
MATO GROSSO DO SUL;5231;8
MINAS GERAIS;5231;36
PARA;5231;7
PARAIBA;5231;4
PARANA;5231;61
PERNAMBUCO;5231;14
PIAUI;5231;7
RIO DE JANEIRO;5231;20
RIO GRANDE DO NORTE;5231;2
RIO GRANDE DO SUL;5231;22
RONDONIA;5231;1
SANTA CATARINA;5231;67
SAO PAULO;5231;221
SERGIPE;5231;3
ALAGOAS;5240;7
AMAPA;5240;1
BAHIA;5240;1
DISTRITO FEDERAL;5240;12
ESPIRITO SANTO;5240;3
MARANHAO;5240;1
MATO GROSSO;5240;4
MATO GROSSO DO SUL;5240;3
MINAS GERAIS;5240;10
PARANA;5240;17
PERNAMBUCO;5240;4
PIAUI;5240;1
RIO DE JANEIRO;5240;3
RIO GRANDE DO SUL;5240;3
SANTA CATARINA;5240;3
SAO PAULO;5240;23
SERGIPE;5240;1
ALAGOAS;5258;2
AMAZONAS;5258;1
BAHIA;5258;6
CEARA;5258;1
DISTRITO FEDERAL;5258;27
ESPIRITO SANTO;5258;4
GOIAS;5258;6
