Cod_Infracao;UF;Quantidade
5045;MARANHAO;220
5045;MATO GROSSO;180
5045;MATO GROSSO DO SUL;238
5045;MINAS GERAIS;2447
5045;PARA;133
5045;PARAIBA;111
5045;PARANA;881
5045;PERNAMBUCO;1202
5045;PIAUI;54
5045;RIO DE JANEIRO;193
5045;RIO GRANDE DO NORTE;233
5045;RIO GRANDE DO SUL;619
5045;RONDONIA;235
5045;RORAIMA;40
5045;SANTA CATARINA;1658
5045;SAO PAULO;4501
5045;SERGIPE;58
5045;TOCANTINS;45
5053;ACRE;9
5053;ALAGOAS;16
5053;AMAZONAS;31
5053;AMAPA;3
5053;BAHIA;204
5053;CEARA;78
5053;DISTRITO FEDERAL;25
5053;ESPIRITO SANTO;10
5053;GOIAS;215
5053;MARANHAO;9
5053;MATO GROSSO;15
5053;MATO GROSSO DO SUL;26
5053;MINAS GERAIS;311
5053;PARA;36
5053;PARAIBA;61
5053;PARANA;55
5053;PERNAMBUCO;525
5053;PIAUI;10
5053;RIO DE JANEIRO;48
5053;RIO GRANDE DO NORTE;37
5053;RIO GRANDE DO SUL;82
5053;RONDONIA;13
5053;RORAIMA;1
5053;SANTA CATARINA;123
5053;SAO PAULO;265
5053;SERGIPE;4
5053;TOCANTINS;5
5061;ACRE;17
5061;ALAGOAS;31
5061;AMAZONAS;31
5061;AMAPA;6
5061;BAHIA;158
5061;CEARA;61
5061;DISTRITO FEDERAL;71
5061;ESPIRITO SANTO;37
5061;GOIAS;33
5061;MARANHAO;76
5061;MATO GROSSO;30
5061;MATO GROSSO DO SUL;26
5061;MINAS GERAIS;128
5061;PARA;37
5061;PARAIBA;61
5061;PARANA;100
5061;PERNAMBUCO;183
5061;PIAUI;19
5061;RIO DE JANEIRO;19
5061;RIO GRANDE DO NORTE;15
5061;RIO GRANDE DO SUL;60
5061;RONDONIA;57
5061;RORAIMA;3
5061;SANTA CATARINA;148
5061;SAO PAULO;512
5061;SERGIPE;7
5061;TOCANTINS;6
5070;ACRE;1
5070;BAHIA;2
5070;DISTRITO FEDERAL;1
5070;ESPIRITO SANTO;1
5070;MATO GROSSO DO SUL;2
5070;MINAS GERAIS;4
5070;PARAIBA;2
5070;PARANA;18
5070;PERNAMBUCO;4
5070;RIO DE JANEIRO;2
5070;RIO GRANDE DO SUL;32
5070;SANTA CATARINA;10
5070;SAO PAULO;47
5070;SERGIPE;1
5088;BAHIA;10
5088;CEARA;12
5088;DISTRITO FEDERAL;3
5088;ESPIRITO SANTO;1
5088;GOIAS;3
5088;MARANHAO;1
5088;MATO GROSSO;1
5088;MATO GROSSO DO SUL;4
5088;MINAS GERAIS;13
5088;PARAIBA;2
5088;PARANA;5
5088;PERNAMBUCO;8
5088;PIAUI;1
5088;RIO DE JANEIRO;3
5088;RIO GRANDE DO NORTE;1
5088;RIO GRANDE DO SUL;9
5088;SANTA CATARINA;11
5088;SAO PAULO;27
5088;SERGIPE;1
5088;TOCANTINS;1
5096;ACRE;2
5096;AMAZONAS;1
5096;AMAPA;3
5096;BAHIA;17
5096;CEARA;25
5096;DISTRITO FEDERAL;3
5096;ESPIRITO SANTO;3
5096;GOIAS;8
5096;MARANHAO;5
5096;MATO GROSSO;5
5096;MATO GROSSO DO SUL;4
5096;MINAS GERAIS;31
5096;PARA;4
5096;PARAIBA;4
5096;PARANA;27
5096;PERNAMBUCO;16
5096;PIAUI;2
5096;RIO DE JANEIRO;5
5096;RIO GRANDE DO NORTE;2
5096;RIO GRANDE DO SUL;22
5096;RONDONIA;10
5096;RORAIMA;1
5096;SANTA CATARINA;50
5096;SAO PAULO;93
5096;SERGIPE;2
5096;TOCANTINS;1
5100;AMAZONAS;1
5100;CEARA;6
5100;GOIAS;1
5100;MARANHAO;1
5100;MINAS GERAIS;1
5100;PARA;1
5100;PARANA;3
5100;PERNAMBUCO;3
5100;RIO GRANDE DO NORTE;1
5100;SANTA CATARINA;4
5118;ACRE;277
5118;ALAGOAS;251
5118;AMAZONAS;153
5118;AMAPA;215
5118;BAHIA;644
5118;CEARA;743
5118;DISTRITO FEDERAL;127
5118;ESPIRITO SANTO;678
5118;GOIAS;125
5118;MARANHAO;101
5118;MATO GROSSO;125
5118;MATO GROSSO DO SUL;457
5118;MINAS GERAIS;1849
5118;PARA;335
5118;PARAIBA;263
5118;PARANA;2138
5118;PERNAMBUCO;2648
5118;PIAUI;122
5118;RIO DE JANEIRO;301
5118;RIO GRANDE DO NORTE;135
5118;RIO GRANDE DO SUL;640
5118;RONDONIA;581
5118;RORAIMA;25
5118;SANTA CATARINA;1412
5118;SAO PAULO;3926
5118;SERGIPE;96
5118;TOCANTINS;13
5126;ACRE;2
5126;ALAGOAS;2
5126;AMAZONAS;2
5126;AMAPA;2
5126;BAHIA;1
5126;CEARA;3
5126;ESPIRITO SANTO;39
5126;GOIAS;3
5126;MARANHAO;1
5126;MATO GROSSO;1
5126;MATO GROSSO DO SUL;3
5126;MINAS GERAIS;66
5126;PARANA;66
5126;PERNAMBUCO;10
5126;PIAUI;1
5126;RIO DE JANEIRO;5
5126;RIO GRANDE DO SUL;53
5126;RONDONIA;6
5126;SANTA CATARINA;87
5126;SAO PAULO;394
5126;SERGIPE;2
5134;ACRE;6
5134;ALAGOAS;8
5134;AMAPA;14
5134;BAHIA;23
5134;CEARA;47
5134;DISTRITO FEDERAL;6
5134;ESPIRITO SANTO;18
5134;GOIAS;8
5134;MARANHAO;4
5134;MATO GROSSO;7
5134;MATO GROSSO DO SUL;19
5134;MINAS GERAIS;116
5134;PARA;11
5134;PARAIBA;11
5134;PARANA;80
5134;PERNAMBUCO;29
5134;PIAUI;3
5134;RIO DE JANEIRO;19
5134;RIO GRANDE DO NORTE;16
5134;RIO GRANDE DO SUL;78
5134;RONDONIA;4
5134;SANTA CATARINA;28
5134;SAO PAULO;241
5134;SERGIPE;3
5134;TOCANTINS;3
5142;ACRE;30
5142;ALAGOAS;6
5142;AMAZONAS;5
5142;AMAPA;26
5142;BAHIA;106
5142;CEARA;175
5142;DISTRITO FEDERAL;12
5142;ESPIRITO SANTO;75
5142;GOIAS;19
5142;MARANHAO;2
5142;MATO GROSSO;12
5142;MATO GROSSO DO SUL;73
5142;MINAS GERAIS;314
5142;PARA;19
5142;PARAIBA;10
5142;PARANA;296
5142;PERNAMBUCO;103
5142;PIAUI;8
5142;RIO DE JANEIRO;24
5142;RIO GRANDE DO NORTE;27
5142;RIO GRANDE DO SUL;82
5142;RONDONIA;46
5142;RORAIMA;4
5142;SANTA CATARINA;316
5142;SAO PAULO;762
5142;SERGIPE;2
5142;TOCANTINS;2
5150;AMAZONAS;5
5150;BAHIA;9
5150;CEARA;29
5150;DISTRITO FEDERAL;1
5150;ESPIRITO SANTO;1
5150;GOIAS;6
5150;MARANHAO;1
5150;MINAS GERAIS;20
5150;PARAIBA;6
5150;PARANA;7
5150;PERNAMBUCO;14
5150;RIO DE JANEIRO;7
5150;RIO GRANDE DO NORTE;4
5150;RIO GRANDE DO SUL;17
5150;SANTA CATARINA;14
5150;SAO PAULO;37
5169;ACRE;161
5169;ALAGOAS;85
5169;AMAZONAS;260
5169;AMAPA;75
5169;BAHIA;220
5169;CEARA;43
5169;DISTRITO FEDERAL;231
5169;ESPIRITO SANTO;123
5169;GOIAS;362
5169;MARANHAO;492
5169;MATO GROSSO;566
5169;MATO GROSSO DO SUL;210
5169;MINAS GERAIS;1915
5169;PARA;173
5169;PARAIBA;135
5169;PARANA;759
5169;PERNAMBUCO;747
5169;PIAUI;54
5169;RIO DE JANEIRO;83
5169;RIO GRANDE DO NORTE;117
5169;RIO GRANDE DO SUL;264
5169;RONDONIA;634
5169;RORAIMA;15
5169;SANTA CATARINA;355
5169;SAO PAULO;2101
5169;SERGIPE;52
5169;TOCANTINS;27
5177;ACRE;6
5177;AMAZONAS;3
5177;AMAPA;2
5177;BAHIA;5
5177;CEARA;1
5177;DISTRITO FEDERAL;3
5177;ESPIRITO SANTO;1
5177;GOIAS;2
5177;MATO GROSSO;1
5177;MATO GROSSO DO SUL;11
5177;MINAS GERAIS;57
5177;PARA;3
5177;PARANA;44
5177;PERNAMBUCO;4
5177;PIAUI;2
5177;RIO DE JANEIRO;1
5177;RIO GRANDE DO NORTE;1
5177;RIO GRANDE DO SUL;15
5177;RONDONIA;2
5177;SANTA CATARINA;17
5177;SAO PAULO;50
5185;ACRE;2987
5185;ALAGOAS;1778
5185;AMAZONAS;7810
5185;AMAPA;1196
5185;BAHIA;8479
5185;CEARA;2917
5185;DISTRITO FEDERAL;9967
5185;ESPIRITO SANTO;2075
5185;GOIAS;6486
5185;MARANHAO;4520
5185;MATO GROSSO;4574
5185;MATO GROSSO DO SUL;4457
5185;MINAS GERAIS;22130
5185;PARA;3196
5185;PARAIBA;3528
5185;PARANA;16768
5185;PERNAMBUCO;6939
5185;PIAUI;409
5185;RIO DE JANEIRO;5950
5185;RIO GRANDE DO NORTE;4160
5185;RIO GRANDE DO SUL;7298
5185;RONDONIA;1293
5185;RORAIMA;828
5185;SANTA CATARINA;18717
5185;SAO PAULO;100957
5185;SERGIPE;607
5185;TOCANTINS;221
5193;ACRE;68
5193;ALAGOAS;124
5193;AMAZONAS;183
5193;AMAPA;94
5193;BAHIA;476
5193;CEARA;141
5193;DISTRITO FEDERAL;320
5193;ESPIRITO SANTO;188
5193;GOIAS;410
5193;MARANHAO;261
5193;MATO GROSSO;1478
5193;MATO GROSSO DO SUL;274
5193;MINAS GERAIS;1126
5193;PARA;345
5193;PARAIBA;206
5193;PARANA;1370
5193;PERNAMBUCO;700
5193;PIAUI;51
5193;RIO DE JANEIRO;184
5193;RIO GRANDE DO NORTE;161
5193;RIO GRANDE DO SUL;474
5193;RONDONIA;131
5193;RORAIMA;43
5193;SANTA CATARINA;836
5193;SAO PAULO;3574
5193;SERGIPE;43
5193;TOCANTINS;26
5207;ACRE;305
5207;ALAGOAS;307
5207;AMAZONAS;128
5207;AMAPA;13
5207;BAHIA;844
5207;CEARA;315
5207;DISTRITO FEDERAL;623
5207;ESPIRITO SANTO;216
5207;GOIAS;419
5207;MARANHAO;468
5207;MATO GROSSO;114
5207;MATO GROSSO DO SUL;122
5207;MINAS GERAIS;919
5207;PARA;128
5207;PARAIBA;115
5207;PARANA;412
5207;PERNAMBUCO;1174
5207;PIAUI;60
5207;RIO DE JANEIRO;106
5207;RIO GRANDE DO NORTE;133
5207;RIO GRANDE DO SUL;300
5207;RONDONIA;147
5207;RORAIMA;32
5207;SANTA CATARINA;987
5207;SAO PAULO;4767
5207;SERGIPE;46
5207;TOCANTINS;15
5215;ACRE;12
5215;ALAGOAS;45
5215;AMAZONAS;54
5215;AMAPA;4
5215;BAHIA;155
5215;CEARA;19
5215;DISTRITO FEDERAL;19
5215;ESPIRITO SANTO;10
5215;GOIAS;73
5215;MARANHAO;64
5215;MATO GROSSO;23
5215;MATO GROSSO DO SUL;24
5215;MINAS GERAIS;311
5215;PARA;184
5215;PARAIBA;55
5215;PARANA;141
5215;PERNAMBUCO;163
5215;PIAUI;8
5215;RIO DE JANEIRO;29
5215;RIO GRANDE DO NORTE;20
5215;RIO GRANDE DO SUL;29
5215;RONDONIA;66
5215;RORAIMA;1
5215;SANTA CATARINA;67
5215;SAO PAULO;1190
5215;SERGIPE;3
5215;TOCANTINS;1
5223;ALAGOAS;4
5223;AMAZONAS;2
5223;BAHIA;5
5223;CEARA;2
5223;DISTRITO FEDERAL;2
5223;ESPIRITO SANTO;1
5223;GOIAS;4
5223;MARANHAO;1
5223;MINAS GERAIS;10
5223;PARA;2
5223;PERNAMBUCO;11
5223;RIO GRANDE DO NORTE;2
5223;RIO GRANDE DO SUL;2
5223;RONDONIA;4
5223;SANTA CATARINA;2
5223;SAO PAULO;11
5231;ACRE;7
5231;ALAGOAS;8
5231;AMAZONAS;2
5231;BAHIA;16
5231;CEARA;4
5231;DISTRITO FEDERAL;32
5231;ESPIRITO SANTO;18
5231;GOIAS;25
5231;MARANHAO;1
5231;MATO GROSSO;5
5231;MATO GROSSO DO SUL;8
5231;MINAS GERAIS;60
5231;PARA;4
5231;PARAIBA;1
5231;PARANA;74
5231;PERNAMBUCO;12
5231;PIAUI;2
5231;RIO DE JANEIRO;9
5231;RIO GRANDE DO NORTE;4
5231;RIO GRANDE DO SUL;41
5231;RONDONIA;3
5231;RORAIMA;1
5231;SANTA CATARINA;79
5231;SAO PAULO;245
5231;SERGIPE;4
5231;TOCANTINS;1
5240;ALAGOAS;1
5240;AMAZONAS;6
5240;BAHIA;9
5240;CEARA;2
5240;GOIAS;2
5240;MARANHAO;1
5240;MATO GROSSO;2
5240;MINAS GERAIS;1
5240;PARA;17
5240;PARAIBA;1
5240;PARANA;15
5240;PERNAMBUCO;5
5240;RIO DE JANEIRO;2
5240;RIO GRANDE DO SUL;3
5240;SANTA CATARINA;11
5240;SAO PAULO;39
5258;ALAGOAS;5
5258;BAHIA;7
5258;CEARA;1
5258;DISTRITO FEDERAL;3
5258;ESPIRITO SANTO;1
5258;GOIAS;10
5258;MATO GROSSO;2
5258;MATO GROSSO DO SUL;3
5258;MINAS GERAIS;43
5258;PARA;9
5258;PARAIBA;3
5258;PARANA;1
5258;PERNAMBUCO;17
5258;RIO GRANDE DO NORTE;1
5258;RIO GRANDE DO SUL;3
5258;RONDONIA;5
5258;SANTA CATARINA;19
5258;SAO PAULO;156
5258;SERGIPE;2
5266;ACRE;1
5266;ALAGOAS;3
5266;AMAZONAS;1
5266;BAHIA;70
5266;ESPIRITO SANTO;3
5266;GOIAS;2
5266;MARANHAO;4
5266;MINAS GERAIS;24
5266;PARA;10
5266;PARAIBA;1
5266;PARANA;11
5266;PERNAMBUCO;11
5266;RIO DE JANEIRO;2
5266;RIO GRANDE DO NORTE;1
5266;RIO GRANDE DO SUL;1
5266;RONDONIA;2
5266;SANTA CATARINA;5
5266;SAO PAULO;70
5266;SERGIPE;1
5274;ACRE;25
5274;ALAGOAS;46
5274;AMAZONAS;26
5274;AMAPA;8
5274;BAHIA;312
5274;CEARA;51
5274;DISTRITO FEDERAL;53
5274;ESPIRITO SANTO;57
5274;GOIAS;195
5274;MARANHAO;540
5274;MATO GROSSO;80
5274;MATO GROSSO DO SUL;47
5274;MINAS GERAIS;421
5274;PARA;84
5274;PARAIBA;74
5274;PARANA;451
5274;PERNAMBUCO;762
5274;PIAUI;39
5274;RIO DE JANEIRO;31
5274;RIO GRANDE DO NORTE;45
5274;RIO GRANDE DO SUL;129
5274;RONDONIA;186
5274;RORAIMA;2
5274;SANTA CATARINA;376
5274;SAO PAULO;1985
5274;SERGIPE;17
5274;TOCANTINS;17
5282;ACRE;2
5282;ALAGOAS;2
5282;AMAPA;2
5282;BAHIA;9
5282;CEARA;2
5282;DISTRITO FEDERAL;2
5282;ESPIRITO SANTO;8
5282;GOIAS;9
5282;MARANHAO;4
5282;MATO GROSSO;2
5282;MATO GROSSO DO SUL;8
5282;MINAS GERAIS;44
5282;PARAIBA;2
5282;PARANA;18
5282;PERNAMBUCO;8
5282;PIAUI;2
5282;RIO DE JANEIRO;2
5282;RIO GRANDE DO NORTE;6
5282;RIO GRANDE DO SUL;4
5282;RONDONIA;4
5282;SANTA CATARINA;30
5282;SAO PAULO;14
5282;SERGIPE;3
5290;ALAGOAS;1
5290;AMAPA;1
5290;BAHIA;1
5290;DISTRITO FEDERAL;1
5290;ESPIRITO SANTO;2
5290;GOIAS;2
5290;MINAS GERAIS;6
5290;PARAIBA;2
5290;PARANA;4
5290;PERNAMBUCO;2
5290;RIO GRANDE DO NORTE;1
5290;RIO GRANDE DO SUL;1
5290;RONDONIA;1
5290;SANTA CATARINA;18
5290;SAO PAULO;7
5304;BAHIA;3
5304;CEARA;1
5304;DISTRITO FEDERAL;1
5304;MATO GROSSO;1
5304;MATO GROSSO DO SUL;1
5304;MINAS GERAIS;16
5304;PARAIBA;2
5304;PARANA;9
5304;PIAUI;1
5304;RIO GRANDE DO NORTE;2
5304;RIO GRANDE DO SUL;1
5304;RONDONIA;5
5304;SANTA CATARINA;13
5304;SAO PAULO;13
5304;SERGIPE;2
5312;ALAGOAS;1
5312;AMAPA;1
5312;PARANA;1
5312;PERNAMBUCO;1
5312;RIO GRANDE DO NORTE;1
5312;SAO PAULO;1
5320;ALAGOAS;4
5320;BAHIA;2
5320;DISTRITO FEDERAL;1
5320;ESPIRITO SANTO;4
5320;GOIAS;1
5320;MARANHAO;1
5320;MATO GROSSO;2
5320;MATO GROSSO DO SUL;3
5320;MINAS GERAIS;12
5320;PARAIBA;1
5320;PARANA;16
5320;PERNAMBUCO;4
5320;PIAUI;1
5320;RIO DE JANEIRO;1
5320;RIO GRANDE DO NORTE;5
5320;RONDONIA;1
5320;SANTA CATARINA;21
5320;SAO PAULO;17
5320;SERGIPE;2
5339;BAHIA;1
5339;MARANHAO;1
5347;ACRE;1
5347;ALAGOAS;6
5347;AMAPA;1
5347;BAHIA;8
5347;CEARA;4
5347;DISTRITO FEDERAL;3
5347;ESPIRITO SANTO;2
5347;GOIAS;5
5347;MARANHAO;2
5347;MATO GROSSO;3
5347;MINAS GERAIS;19
5347;PARA;2
5347;PARAIBA;3
5347;PARANA;27
5347;PERNAMBUCO;5
5347;RIO DE JANEIRO;3
5347;RIO GRANDE DO SUL;25
5347;SANTA CATARINA;25
5347;SAO PAULO;17
5347;SERGIPE;1
5347;TOCANTINS;1
5355;BAHIA;1
5355;CEARA;1
5355;ESPIRITO SANTO;2
5355;GOIAS;2
5355;MARANHAO;1
5355;MATO GROSSO;2
5355;MATO GROSSO DO SUL;1
5355;MINAS GERAIS;1
5355;PERNAMBUCO;1
5355;RIO GRANDE DO SUL;1
5355;RONDONIA;2
5355;SANTA CATARINA;3
5355;SAO PAULO;4
5363;AMAZONAS;2
5363;BAHIA;3
5363;GOIAS;1
5363;MARANHAO;1
5363;MINAS GERAIS;2
5363;PARA;2
5363;PARANA;1
5363;PERNAMBUCO;1
5363;RIO GRANDE DO NORTE;1
5363;SAO PAULO;9
5371;ALAGOAS;2
5371;AMAZONAS;11
5371;BAHIA;33
5371;CEARA;2
5371;DISTRITO FEDERAL;30
5371;ESPIRITO SANTO;5
5371;GOIAS;9
5371;MARANHAO;15
5371;MATO GROSSO;5
5371;MATO GROSSO DO SUL;4
5371;MINAS GERAIS;56
5371;PARA;5
5371;PARAIBA;3
5371;PARANA;26
5371;PERNAMBUCO;13
5371;RIO DE JANEIRO;6
5371;RIO GRANDE DO NORTE;1
5371;RIO GRANDE DO SUL;18
5371;RONDONIA;1
5371;RORAIMA;3
5371;SANTA CATARINA;28
5371;SAO PAULO;164
5371;SERGIPE;4
5380;ACRE;45
5380;ALAGOAS;302
5380;AMAZONAS;132
5380;AMAPA;8
5380;BAHIA;687
5380;CEARA;887
5380;DISTRITO FEDERAL;258
5380;ESPIRITO SANTO;113
5380;GOIAS;719
5380;MARANHAO;227
5380;MATO GROSSO;80
5380;MATO GROSSO DO SUL;93
5380;MINAS GERAIS;648
5380;PARA;675
5380;PARAIBA;174
5380;PARANA;344
5380;PERNAMBUCO;393
5380;PIAUI;28
5380;RIO DE JANEIRO;57
5380;RIO GRANDE DO NORTE;219
5380;RIO GRANDE DO SUL;148
5380;RONDONIA;20
5380;RORAIMA;11
5380;SANTA CATARINA;356
5380;SAO PAULO;2130
5380;SERGIPE;60
5380;TOCANTINS;26
5398;ACRE;4
5398;ALAGOAS;7
5398;AMAZONAS;7
5398;AMAPA;1
5398;BAHIA;57
5398;CEARA;26
5398;DISTRITO FEDERAL;12
5398;ESPIRITO SANTO;14
5398;GOIAS;49
5398;MARANHAO;25
5398;MATO GROSSO;4
5398;MATO GROSSO DO SUL;6
5398;MINAS GERAIS;60
5398;PARA;16
5398;PARAIBA;15
5398;PARANA;32
5398;PERNAMBUCO;14
5398;PIAUI;1
5398;RIO DE JANEIRO;3
5398;RIO GRANDE DO NORTE;39
5398;RIO GRANDE DO SUL;30
5398;RONDONIA;6
5398;RORAIMA;3
5398;SANTA CATARINA;34
5398;SAO PAULO;155
5398;SERGIPE;4
5401;ACRE;33
5401;ALAGOAS;109
5401;AMAZONAS;80
5401;AMAPA;34
5401;BAHIA;196
5401;CEARA;323
5401;DISTRITO FEDERAL;28
5401;ESPIRITO SANTO;25
5401;GOIAS;44
5401;MARANHAO;83
5401;MATO GROSSO;6
5401;MATO GROSSO DO SUL;13
5401;MINAS GERAIS;172
5401;PARA;52
5401;PARAIBA;67
5401;PARANA;33
5401;PERNAMBUCO;63
5401;PIAUI;13
5401;RIO DE JANEIRO;8
5401;RIO GRANDE DO NORTE;128
5401;RIO GRANDE DO SUL;39
5401;RONDONIA;9
5401;RORAIMA;9
5401;SANTA CATARINA;34
5401;SAO PAULO;292
5401;SERGIPE;17
5401;TOCANTINS;7
5410;ACRE;11
5410;ALAGOAS;51
5410;AMAZONAS;290
5410;AMAPA;9
5410;BAHIA;1023
5410;CEARA;386
5410;DISTRITO FEDERAL;1268
5410;ESPIRITO SANTO;95
5410;GOIAS;240
5410;MARANHAO;180
5410;MATO GROSSO;32
5410;MATO GROSSO DO SUL;37
5410;MINAS GERAIS;328
5410;PARA;102
5410;PARAIBA;47
5410;PARANA;75
5410;PERNAMBUCO;78
5410;PIAUI;15
5410;RIO DE JANEIRO;36
5410;RIO GRANDE DO NORTE;371
5410;RIO GRANDE DO SUL;65
5410;RONDONIA;26
5410;RORAIMA;14
5410;SANTA CATARINA;158
5410;SAO PAULO;351
5410;SERGIPE;12
5410;TOCANTINS;4
5428;ACRE;9
5428;ALAGOAS;12
5428;AMAZONAS;5
5428;AMAPA;38
5428;BAHIA;179
5428;CEARA;33
5428;DISTRITO FEDERAL;254
5428;ESPIRITO SANTO;154
5428;GOIAS;91
5428;MARANHAO;15
5428;MATO GROSSO;22
5428;MATO GROSSO DO SUL;36
5428;MINAS GERAIS;337
5428;PARA;201
5428;PARAIBA;33
5428;PARANA;161
5428;PERNAMBUCO;340
5428;PIAUI;13
5428;RIO DE JANEIRO;278
5428;RIO GRANDE DO NORTE;57
5428;RIO GRANDE DO SUL;73
5428;RONDONIA;21
5428;RORAIMA;12
5428;SANTA CATARINA;239
5428;SAO PAULO;673
5428;SERGIPE;9
5428;TOCANTINS;12
5436;ALAGOAS;10
5436;BAHIA;19
5436;DISTRITO FEDERAL;5
5436;ESPIRITO SANTO;2
5436;GOIAS;4
5436;MARANHAO;1
5436;MATO GROSSO DO SUL;1
5436;MINAS GERAIS;36
5436;PARAIBA;1
5436;PARANA;4
5436;PERNAMBUCO;3
5436;RIO DE JANEIRO;2
5436;RIO GRANDE DO NORTE;1
5436;RIO GRANDE DO SUL;2
5436;SANTA CATARINA;10
5436;SAO PAULO;28
5436;SERGIPE;2
5444;ACRE;4
5444;ALAGOAS;27
5444;AMAZONAS;2
5444;AMAPA;2
5444;BAHIA;113
5444;CEARA;60
5444;DISTRITO FEDERAL;144
5444;ESPIRITO SANTO;55
5444;GOIAS;42
5444;MARANHAO;10
5444;MATO GROSSO;16
5444;MATO GROSSO DO SUL;11
5444;MINAS GERAIS;264
5444;PARA;14
5444;PARAIBA;20
5444;PARANA;297
5444;PERNAMBUCO;262
5444;PIAUI;11
5444;RIO DE JANEIRO;301
5444;RIO GRANDE DO NORTE;19
5444;RIO GRANDE DO SUL;113
5444;RONDONIA;11
5444;RORAIMA;5
5444;SANTA CATARINA;393
5444;SAO PAULO;1575
5444;SERGIPE;5
5444;TOCANTINS;11
5452;ACRE;453
5452;ALAGOAS;1051
5452;AMAZONAS;1216
5452;AMAPA;140
5452;BAHIA;6136
5452;CEARA;7752
5452;DISTRITO FEDERAL;3182
5452;ESPIRITO SANTO;1682
5452;GOIAS;2087
5452;MARANHAO;1669
5452;MATO GROSSO;554
5452;MATO GROSSO DO SUL;905
5452;MINAS GERAIS;5019
5452;PARA;1488
5452;PARAIBA;1409
5452;PARANA;4467
5452;PERNAMBUCO;4111
5452;PIAUI;142
5452;RIO DE JANEIRO;692
5452;RIO GRANDE DO NORTE;3685
5452;RIO GRANDE DO SUL;1007
5452;RONDONIA;183
5452;RORAIMA;80
5452;SANTA CATARINA;2772
5452;SAO PAULO;13814
5452;SERGIPE;319
5452;TOCANTINS;90
5460;ACRE;30
5460;ALAGOAS;148
5460;AMAZONAS;56
5460;AMAPA;9
5460;BAHIA;464
5460;CEARA;82
5460;DISTRITO FEDERAL;67
5460;ESPIRITO SANTO;200
5460;GOIAS;199
5460;MARANHAO;43
5460;MATO GROSSO;55
5460;MATO GROSSO DO SUL;97
5460;MINAS GERAIS;724
5460;PARA;104
5460;PARAIBA;48
5460;PARANA;671
