UF;Cod_Infração;Quantidade
RIO GRANDE DO SUL;5045;1305
RONDONIA;5045;141
RORAIMA;5045;106
SANTA CATARINA;5045;2774
SAO PAULO;5045;836
SERGIPE;5045;175
TOCANTINS;5045;94
ACRE;5053;6
ALAGOAS;5053;21
AMAZONAS;5053;61
AMAPA;5053;3
BAHIA;5053;132
CEARA;5053;1899
DISTRITO FEDERAL;5053;26
ESPIRITO SANTO;5053;15
GOIAS;5053;35
MARANHAO;5053;21
MATO GROSSO;5053;27
MATO GROSSO DO SUL;5053;52
MINAS GERAIS;5053;168
PARA;5053;18
PARAIBA;5053;128
PARANA;5053;90
PERNAMBUCO;5053;123
PIAUI;5053;41
RIO DE JANEIRO;5053;75
RIO GRANDE DO NORTE;5053;87
RIO GRANDE DO SUL;5053;94
RONDONIA;5053;22
RORAIMA;5053;5
SANTA CATARINA;5053;271
SAO PAULO;5053;139
SERGIPE;5053;19
TOCANTINS;5053;4
ACRE;5061;11
ALAGOAS;5061;5
AMAZONAS;5061;7
AMAPA;5061;3
BAHIA;5061;109
CEARA;5061;162
DISTRITO FEDERAL;5061;18
ESPIRITO SANTO;5061;14
GOIAS;5061;13
MARANHAO;5061;92
MATO GROSSO;5061;138
MATO GROSSO DO SUL;5061;241
MINAS GERAIS;5061;138
PARA;5061;21
PARAIBA;5061;182
PARANA;5061;40
PERNAMBUCO;5061;56
PIAUI;5061;26
RIO DE JANEIRO;5061;37
RIO GRANDE DO NORTE;5061;29
RIO GRANDE DO SUL;5061;82
RONDONIA;5061;11
RORAIMA;5061;12
SANTA CATARINA;5061;232
SAO PAULO;5061;64
SERGIPE;5061;22
TOCANTINS;5061;6
BAHIA;5070;1
CEARA;5070;1
ESPIRITO SANTO;5070;3
GOIAS;5070;1
MINAS GERAIS;5070;4
PARA;5070;1
PARAIBA;5070;1
PARANA;5070;9
PERNAMBUCO;5070;1
RIO GRANDE DO SUL;5070;64
SANTA CATARINA;5070;16
SAO PAULO;5070;19
SERGIPE;5070;2
ACRE;5088;1
AMAZONAS;5088;1
BAHIA;5088;6
CEARA;5088;25
ESPIRITO SANTO;5088;2
GOIAS;5088;1
MATO GROSSO;5088;3
MATO GROSSO DO SUL;5088;3
MINAS GERAIS;5088;16
PARA;5088;1
PARAIBA;5088;3
PARANA;5088;3
PIAUI;5088;2
RIO DE JANEIRO;5088;7
RIO GRANDE DO NORTE;5088;1
RIO GRANDE DO SUL;5088;24
SANTA CATARINA;5088;11
SAO PAULO;5088;8
TOCANTINS;5088;1
ACRE;5096;2
ALAGOAS;5096;1
BAHIA;5096;17
CEARA;5096;59
DISTRITO FEDERAL;5096;8
ESPIRITO SANTO;5096;8
GOIAS;5096;5
MARANHAO;5096;3
MATO GROSSO;5096;16
MATO GROSSO DO SUL;5096;27
MINAS GERAIS;5096;17
PARA;5096;7
PARAIBA;5096;8
PARANA;5096;14
PERNAMBUCO;5096;8
PIAUI;5096;6
RIO DE JANEIRO;5096;22
RIO GRANDE DO NORTE;5096;7
RIO GRANDE DO SUL;5096;115
RONDONIA;5096;3
RORAIMA;5096;4
SANTA CATARINA;5096;100
SAO PAULO;5096;30
SERGIPE;5096;4
TOCANTINS;5096;1
ACRE;5100;1
CEARA;5100;59
ESPIRITO SANTO;5100;1
GOIAS;5100;2
MARANHAO;5100;1
MINAS GERAIS;5100;3
PARAIBA;5100;4
PERNAMBUCO;5100;1
PIAUI;5100;1
RIO DE JANEIRO;5100;3
RIO GRANDE DO NORTE;5100;4
RIO GRANDE DO SUL;5100;4
SANTA CATARINA;5100;3
SAO PAULO;5100;5
ACRE;5118;15
ALAGOAS;5118;80
AMAZONAS;5118;250
AMAPA;5118;76
BAHIA;5118;532
CEARA;5118;7968
DISTRITO FEDERAL;5118;60
ESPIRITO SANTO;5118;174
GOIAS;5118;98
MARANHAO;5118;116
MATO GROSSO;5118;233
MATO GROSSO DO SUL;5118;2995
MINAS GERAIS;5118;958
PARA;5118;131
PARAIBA;5118;591
PARANA;5118;913
PERNAMBUCO;5118;387
PIAUI;5118;224
RIO DE JANEIRO;5118;301
RIO GRANDE DO NORTE;5118;230
RIO GRANDE DO SUL;5118;682
RONDONIA;5118;20
RORAIMA;5118;69
SANTA CATARINA;5118;2328
SAO PAULO;5118;758
SERGIPE;5118;178
TOCANTINS;5118;16
BAHIA;5126;6
CEARA;5126;38
DISTRITO FEDERAL;5126;2
ESPIRITO SANTO;5126;28
GOIAS;5126;1
MATO GROSSO;5126;1
MATO GROSSO DO SUL;5126;30
MINAS GERAIS;5126;38
PARAIBA;5126;5
PARANA;5126;106
PERNAMBUCO;5126;1
RIO DE JANEIRO;5126;12
RIO GRANDE DO SUL;5126;138
RONDONIA;5126;1
SANTA CATARINA;5126;137
SAO PAULO;5126;83
SERGIPE;5126;12
TOCANTINS;5126;1
ALAGOAS;5134;6
AMAZONAS;5134;2
AMAPA;5134;4
BAHIA;5134;19
CEARA;5134;340
DISTRITO FEDERAL;5134;3
ESPIRITO SANTO;5134;13
GOIAS;5134;6
MARANHAO;5134;5
MATO GROSSO;5134;7
MATO GROSSO DO SUL;5134;85
MINAS GERAIS;5134;92
PARA;5134;6
PARAIBA;5134;20
PARANA;5134;40
PERNAMBUCO;5134;29
PIAUI;5134;7
RIO DE JANEIRO;5134;36
RIO GRANDE DO NORTE;5134;16
RIO GRANDE DO SUL;5134;86
RORAIMA;5134;1
SANTA CATARINA;5134;93
SAO PAULO;5134;68
SERGIPE;5134;13
ACRE;5142;6
ALAGOAS;5142;6
AMAZONAS;5142;16
AMAPA;5142;23
BAHIA;5142;115
CEARA;5142;1177
DISTRITO FEDERAL;5142;20
ESPIRITO SANTO;5142;36
GOIAS;5142;32
MARANHAO;5142;10
MATO GROSSO;5142;33
MATO GROSSO DO SUL;5142;233
MINAS GERAIS;5142;128
PARA;5142;32
PARAIBA;5142;43
PARANA;5142;157
PERNAMBUCO;5142;71
PIAUI;5142;35
RIO DE JANEIRO;5142;73
RIO GRANDE DO NORTE;5142;57
RIO GRANDE DO SUL;5142;123
RONDONIA;5142;5
RORAIMA;5142;11
SANTA CATARINA;5142;663
SAO PAULO;5142;234
SERGIPE;5142;39
TOCANTINS;5142;6
ALAGOAS;5150;11
AMAZONAS;5150;4
BAHIA;5150;15
CEARA;5150;922
DISTRITO FEDERAL;5150;8
ESPIRITO SANTO;5150;4
GOIAS;5150;7
MARANHAO;5150;11
MATO GROSSO DO SUL;5150;1
MINAS GERAIS;5150;47
PARA;5150;6
PARAIBA;5150;32
PARANA;5150;17
PERNAMBUCO;5150;29
PIAUI;5150;19
RIO DE JANEIRO;5150;17
RIO GRANDE DO NORTE;5150;34
RIO GRANDE DO SUL;5150;26
RORAIMA;5150;1
SANTA CATARINA;5150;24
SAO PAULO;5150;39
SERGIPE;5150;5
TOCANTINS;5150;1
ACRE;5169;45
ALAGOAS;5169;18
AMAZONAS;5169;423
AMAPA;5169;17
BAHIA;5169;120
CEARA;5169;321
DISTRITO FEDERAL;5169;102
ESPIRITO SANTO;5169;38
GOIAS;5169;86
MARANHAO;5169;422
MATO GROSSO;5169;699
MATO GROSSO DO SUL;5169;1767
MINAS GERAIS;5169;856
PARA;5169;105
PARAIBA;5169;376
PARANA;5169;472
PERNAMBUCO;5169;241
PIAUI;5169;71
RIO DE JANEIRO;5169;40
RIO GRANDE DO NORTE;5169;60
RIO GRANDE DO SUL;5169;280
RONDONIA;5169;61
RORAIMA;5169;84
SANTA CATARINA;5169;948
SAO PAULO;5169;741
SERGIPE;5169;82
TOCANTINS;5169;31
AMAZONAS;5177;1
BAHIA;5177;2
CEARA;5177;6
DISTRITO FEDERAL;5177;2
ESPIRITO SANTO;5177;1
MARANHAO;5177;4
MATO GROSSO;5177;2
MATO GROSSO DO SUL;5177;39
MINAS GERAIS;5177;15
PARA;5177;4
PARAIBA;5177;3
PARANA;5177;19
PERNAMBUCO;5177;2
PIAUI;5177;1
RIO GRANDE DO NORTE;5177;2
RIO GRANDE DO SUL;5177;22
SANTA CATARINA;5177;16
SAO PAULO;5177;12
TOCANTINS;5177;1
ACRE;5185;134
ALAGOAS;5185;222
AMAZONAS;5185;2851
AMAPA;5185;86
BAHIA;5185;5338
CEARA;5185;11187
DISTRITO FEDERAL;5185;919
ESPIRITO SANTO;5185;1321
GOIAS;5185;1341
MARANHAO;5185;1128
MATO GROSSO;5185;15853
MATO GROSSO DO SUL;5185;8732
MINAS GERAIS;5185;15880
PARA;5185;530
PARAIBA;5185;4065
PARANA;5185;9244
PERNAMBUCO;5185;1424
PIAUI;5185;1678
RIO DE JANEIRO;5185;5072
RIO GRANDE DO NORTE;5185;869
RIO GRANDE DO SUL;5185;3978
RONDONIA;5185;628
RORAIMA;5185;2733
SANTA CATARINA;5185;21542
SAO PAULO;5185;86442
SERGIPE;5185;379
TOCANTINS;5185;137
ACRE;5193;60
ALAGOAS;5193;32
AMAZONAS;5193;334
AMAPA;5193;44
BAHIA;5193;465
CEARA;5193;1764
DISTRITO FEDERAL;5193;113
ESPIRITO SANTO;5193;115
GOIAS;5193;154
MARANHAO;5193;156
MATO GROSSO;5193;547
MATO GROSSO DO SUL;5193;499
MINAS GERAIS;5193;872
PARA;5193;253
PARAIBA;5193;290
PARANA;5193;700
PERNAMBUCO;5193;165
PIAUI;5193;175
RIO DE JANEIRO;5193;390
RIO GRANDE DO NORTE;5193;136
RIO GRANDE DO SUL;5193;403
RONDONIA;5193;179
RORAIMA;5193;127
SANTA CATARINA;5193;1154
SAO PAULO;5193;2922
SERGIPE;5193;54
TOCANTINS;5193;26
ACRE;5207;13
ALAGOAS;5207;35
AMAZONAS;5207;59
AMAPA;5207;5
BAHIA;5207;607
CEARA;5207;1213
DISTRITO FEDERAL;5207;147
ESPIRITO SANTO;5207;121
GOIAS;5207;691
MARANHAO;5207;240
MATO GROSSO;5207;987
MATO GROSSO DO SUL;5207;617
MINAS GERAIS;5207;2640
PARA;5207;44
PARAIBA;5207;644
PARANA;5207;551
PERNAMBUCO;5207;475
PIAUI;5207;92
RIO DE JANEIRO;5207;146
RIO GRANDE DO NORTE;5207;180
RIO GRANDE DO SUL;5207;305
RONDONIA;5207;79
RORAIMA;5207;424
SANTA CATARINA;5207;3300
SAO PAULO;5207;15415
SERGIPE;5207;157
TOCANTINS;5207;14
ACRE;5215;2
AMAZONAS;5215;39
AMAPA;5215;1
BAHIA;5215;326
CEARA;5215;118
DISTRITO FEDERAL;5215;6
ESPIRITO SANTO;5215;2
GOIAS;5215;6
MARANHAO;5215;33
MATO GROSSO;5215;26
MATO GROSSO DO SUL;5215;93
MINAS GERAIS;5215;248
PARA;5215;6
PARAIBA;5215;231
PARANA;5215;46
PERNAMBUCO;5215;75
PIAUI;5215;12
RIO DE JANEIRO;5215;15
RIO GRANDE DO NORTE;5215;11
RIO GRANDE DO SUL;5215;52
RONDONIA;5215;2
RORAIMA;5215;12
SANTA CATARINA;5215;157
SAO PAULO;5215;705
SERGIPE;5215;20
TOCANTINS;5215;2
AMAZONAS;5223;1
BAHIA;5223;6
CEARA;5223;14
MARANHAO;5223;2
MATO GROSSO;5223;1
MATO GROSSO DO SUL;5223;1
MINAS GERAIS;5223;4
PARAIBA;5223;1
PARANA;5223;1
PERNAMBUCO;5223;1
PIAUI;5223;2
RIO GRANDE DO SUL;5223;1
RONDONIA;5223;1
SANTA CATARINA;5223;6
SAO PAULO;5223;22
ALAGOAS;5231;1
AMAZONAS;5231;3
AMAPA;5231;1
BAHIA;5231;20
CEARA;5231;20
DISTRITO FEDERAL;5231;6
ESPIRITO SANTO;5231;3
GOIAS;5231;6
MARANHAO;5231;4
MATO GROSSO;5231;20
MATO GROSSO DO SUL;5231;11
MINAS GERAIS;5231;82
PARA;5231;4
PARAIBA;5231;8
PARANA;5231;77
PERNAMBUCO;5231;6
PIAUI;5231;10
RIO DE JANEIRO;5231;12
RIO GRANDE DO NORTE;5231;3
RIO GRANDE DO SUL;5231;22
RONDONIA;5231;3
RORAIMA;5231;2
SANTA CATARINA;5231;147
SAO PAULO;5231;463
SERGIPE;5231;2
TOCANTINS;5231;1
AMAZONAS;5240;1
BAHIA;5240;3
CEARA;5240;3
MARANHAO;5240;5
MATO GROSSO;5240;8
MATO GROSSO DO SUL;5240;2
MINAS GERAIS;5240;6
PARANA;5240;6
PERNAMBUCO;5240;3
RIO GRANDE DO SUL;5240;4
RORAIMA;5240;1
SANTA CATARINA;5240;6
SAO PAULO;5240;33
BAHIA;5258;9
CEARA;5258;5
DISTRITO FEDERAL;5258;1
GOIAS;5258;3
MATO GROSSO;5258;14
MATO GROSSO DO SUL;5258;9
MINAS GERAIS;5258;36
PARA;5258;1
PERNAMBUCO;5258;2
PIAUI;5258;2
RIO DE JANEIRO;5258;1
RIO GRANDE DO SUL;5258;3
SANTA CATARINA;5258;30
SAO PAULO;5258;157
ACRE;5266;1
ALAGOAS;5266;1
BAHIA;5266;19
CEARA;5266;2
MARANHAO;5266;3
MATO GROSSO;5266;2
MATO GROSSO DO SUL;5266;2
MINAS GERAIS;5266;31
PARAIBA;5266;3
PARANA;5266;7
PERNAMBUCO;5266;3
PIAUI;5266;2
RIO DE JANEIRO;5266;3
SANTA CATARINA;5266;23
SAO PAULO;5266;153
SERGIPE;5266;1
ACRE;5274;8
ALAGOAS;5274;5
AMAZONAS;5274;12
BAHIA;5274;171
CEARA;5274;600
DISTRITO FEDERAL;5274;23
ESPIRITO SANTO;5274;16
GOIAS;5274;35
MARANHAO;5274;369
MATO GROSSO;5274;712
MATO GROSSO DO SUL;5274;588
MINAS GERAIS;5274;334
PARA;5274;23
PARAIBA;5274;354
PARANA;5274;118
PERNAMBUCO;5274;264
PIAUI;5274;30
RIO DE JANEIRO;5274;9
RIO GRANDE DO NORTE;5274;21
RIO GRANDE DO SUL;5274;212
RONDONIA;5274;11
RORAIMA;5274;31
SANTA CATARINA;5274;716
SAO PAULO;5274;109
SERGIPE;5274;46
TOCANTINS;5274;11
ACRE;5282;3
AMAZONAS;5282;3
BAHIA;5282;6
CEARA;5282;10
DISTRITO FEDERAL;5282;2
ESPIRITO SANTO;5282;4
GOIAS;5282;2
MARANHAO;5282;2
MATO GROSSO;5282;36
MATO GROSSO DO SUL;5282;55
MINAS GERAIS;5282;45
PARAIBA;5282;13
PARANA;5282;2
PERNAMBUCO;5282;3
PIAUI;5282;1
RIO DE JANEIRO;5282;3
RIO GRANDE DO SUL;5282;7
RONDONIA;5282;3
RORAIMA;5282;3
SANTA CATARINA;5282;48
SAO PAULO;5282;11
SERGIPE;5282;3
BAHIA;5290;2
CEARA;5290;1
ESPIRITO SANTO;5290;1
MARANHAO;5290;1
MATO GROSSO;5290;2
MATO GROSSO DO SUL;5290;2
MINAS GERAIS;5290;5
PARAIBA;5290;1
PARANA;5290;1
PERNAMBUCO;5290;2
RIO GRANDE DO SUL;5290;3
RONDONIA;5290;1
SANTA CATARINA;5290;23
SAO PAULO;5290;5
ACRE;5304;1
BAHIA;5304;1
ESPIRITO SANTO;5304;1
MATO GROSSO;5304;18
MATO GROSSO DO SUL;5304;17
MINAS GERAIS;5304;11
PARA;5304;1
PARAIBA;5304;26
PARANA;5304;4
PERNAMBUCO;5304;4
RIO GRANDE DO NORTE;5304;3
RONDONIA;5304;1
SANTA CATARINA;5304;21
SAO PAULO;5304;4
TOCANTINS;5304;1
ALAGOAS;5312;1
CEARA;5312;1
MATO GROSSO DO SUL;5312;2
RONDONIA;5312;1
SANTA CATARINA;5312;1
ACRE;5320;2
ALAGOAS;5320;1
BAHIA;5320;5
CEARA;5320;3
ESPIRITO SANTO;5320;3
GOIAS;5320;1
MARANHAO;5320;1
MATO GROSSO;5320;2
MATO GROSSO DO SUL;5320;31
MINAS GERAIS;5320;22
PARA;5320;1
PARAIBA;5320;7
PARANA;5320;6
PERNAMBUCO;5320;3
RIO DE JANEIRO;5320;1
RIO GRANDE DO NORTE;5320;2
RIO GRANDE DO SUL;5320;4
RONDONIA;5320;3
RORAIMA;5320;1
SANTA CATARINA;5320;32
SAO PAULO;5320;10
SERGIPE;5320;1
MARANHAO;5339;1
MATO GROSSO;5339;2
MATO GROSSO DO SUL;5339;1
SAO PAULO;5339;2
BAHIA;5347;6
CEARA;5347;7
MATO GROSSO;5347;5
MATO GROSSO DO SUL;5347;1
MINAS GERAIS;5347;17
PARA;5347;1
PARAIBA;5347;1
PARANA;5347;11
PIAUI;5347;2
RIO GRANDE DO NORTE;5347;1
RIO GRANDE DO SUL;5347;18
RONDONIA;5347;2
RORAIMA;5347;1
SANTA CATARINA;5347;42
SAO PAULO;5347;11
AMAZONAS;5355;5
ESPIRITO SANTO;5355;2
MATO GROSSO;5355;2
MINAS GERAIS;5355;4
PERNAMBUCO;5355;2
RIO GRANDE DO SUL;5355;2
RONDONIA;5355;1
SANTA CATARINA;5355;3
SAO PAULO;5355;5
AMAZONAS;5363;1
MINAS GERAIS;5363;3
PARA;5363;2
PARANA;5363;1
PERNAMBUCO;5363;1
PIAUI;5363;1
RIO DE JANEIRO;5363;2
SANTA CATARINA;5363;1
SAO PAULO;5363;5
ACRE;5371;1
ALAGOAS;5371;1
AMAZONAS;5371;8
BAHIA;5371;13
CEARA;5371;11
DISTRITO FEDERAL;5371;1
GOIAS;5371;10
MARANHAO;5371;1
MATO GROSSO;5371;8
MATO GROSSO DO SUL;5371;4
MINAS GERAIS;5371;33
PARA;5371;4
PARAIBA;5371;6
PARANA;5371;23
PERNAMBUCO;5371;2
PIAUI;5371;4
RIO DE JANEIRO;5371;5
RIO GRANDE DO NORTE;5371;3
RIO GRANDE DO SUL;5371;16
RONDONIA;5371;2
SANTA CATARINA;5371;44
SAO PAULO;5371;211
ACRE;5380;1
ALAGOAS;5380;5
AMAZONAS;5380;134
BAHIA;5380;593
CEARA;5380;1675
DISTRITO FEDERAL;5380;29
ESPIRITO SANTO;5380;18
GOIAS;5380;41
MARANHAO;5380;175
MATO GROSSO;5380;443
MATO GROSSO DO SUL;5380;122
MINAS GERAIS;5380;653
PARA;5380;50
PARAIBA;5380;202
PARANA;5380;367
PERNAMBUCO;5380;48
PIAUI;5380;114
RIO DE JANEIRO;5380;24
RIO GRANDE DO NORTE;5380;33
RIO GRANDE DO SUL;5380;63
RONDONIA;5380;26
RORAIMA;5380;21
SANTA CATARINA;5380;733
SAO PAULO;5380;3582
SERGIPE;5380;14
TOCANTINS;5380;11
ALAGOAS;5398;1
AMAZONAS;5398;6
BAHIA;5398;29
CEARA;5398;90
DISTRITO FEDERAL;5398;3
ESPIRITO SANTO;5398;3
GOIAS;5398;3
MARANHAO;5398;11
MATO GROSSO;5398;31
MATO GROSSO DO SUL;5398;7
MINAS GERAIS;5398;90
PARA;5398;1
PARAIBA;5398;41
PARANA;5398;11
PERNAMBUCO;5398;3
PIAUI;5398;3
RIO DE JANEIRO;5398;1
RIO GRANDE DO NORTE;5398;4
RIO GRANDE DO SUL;5398;13
RONDONIA;5398;1
RORAIMA;5398;2
SANTA CATARINA;5398;63
SAO PAULO;5398;242
SERGIPE;5398;1
TOCANTINS;5398;1
ACRE;5401;1
ALAGOAS;5401;2
AMAZONAS;5401;57
BAHIA;5401;104
CEARA;5401;382
DISTRITO FEDERAL;5401;2
ESPIRITO SANTO;5401;1
GOIAS;5401;4
MARANHAO;5401;34
MATO GROSSO;5401;25
MATO GROSSO DO SUL;5401;13
MINAS GERAIS;5401;154
PARA;5401;10
PARAIBA;5401;153
PARANA;5401;34
PERNAMBUCO;5401;25
PIAUI;5401;19
RIO DE JANEIRO;5401;5
RIO GRANDE DO NORTE;5401;27
RIO GRANDE DO SUL;5401;29
RONDONIA;5401;7
RORAIMA;5401;1
SANTA CATARINA;5401;48
SAO PAULO;5401;345
SERGIPE;5401;3
ACRE;5410;3
AMAZONAS;5410;395
AMAPA;5410;2
BAHIA;5410;86
CEARA;5410;205
DISTRITO FEDERAL;5410;12
ESPIRITO SANTO;5410;6
GOIAS;5410;9
MARANHAO;5410;70
MATO GROSSO;5410;273
MATO GROSSO DO SUL;5410;24
MINAS GERAIS;5410;197
PARA;5410;27
PARAIBA;5410;108
PARANA;5410;39
PERNAMBUCO;5410;32
PIAUI;5410;25
RIO DE JANEIRO;5410;6
RIO GRANDE DO NORTE;5410;9
RIO GRANDE DO SUL;5410;27
RONDONIA;5410;13
RORAIMA;5410;10
SANTA CATARINA;5410;264
SAO PAULO;5410;555
SERGIPE;5410;5
TOCANTINS;5410;2
ACRE;5428;3
ALAGOAS;5428;6
AMAZONAS;5428;6
AMAPA;5428;15
BAHIA;5428;108
CEARA;5428;224
DISTRITO FEDERAL;5428;22
ESPIRITO SANTO;5428;48
GOIAS;5428;78
MARANHAO;5428;104
MATO GROSSO;5428;103
MATO GROSSO DO SUL;5428;59
MINAS GERAIS;5428;315
PARA;5428;21
PARAIBA;5428;94
PARANA;5428;171
PERNAMBUCO;5428;169
PIAUI;5428;88
RIO DE JANEIRO;5428;96
RIO GRANDE DO NORTE;5428;65
RIO GRANDE DO SUL;5428;109
RONDONIA;5428;34
RORAIMA;5428;2
SANTA CATARINA;5428;309
SAO PAULO;5428;483
SERGIPE;5428;6
TOCANTINS;5428;14
BAHIA;5436;1
CEARA;5436;3
DISTRITO FEDERAL;5436;1
MATO GROSSO DO SUL;5436;3
MINAS GERAIS;5436;4
PARAIBA;5436;1
SANTA CATARINA;5436;53
SAO PAULO;5436;26
ACRE;5444;9
ALAGOAS;5444;13
AMAZONAS;5444;23
AMAPA;5444;8
BAHIA;5444;97
CEARA;5444;131
DISTRITO FEDERAL;5444;51
ESPIRITO SANTO;5444;34
GOIAS;5444;85
MARANHAO;5444;146
MATO GROSSO;5444;45
MATO GROSSO DO SUL;5444;90
MINAS GERAIS;5444;231
PARA;5444;37
PARAIBA;5444;68
PARANA;5444;170
PERNAMBUCO;5444;114
PIAUI;5444;87
RIO DE JANEIRO;5444;85
RIO GRANDE DO NORTE;5444;69
RIO GRANDE DO SUL;5444;59
RONDONIA;5444;21
RORAIMA;5444;12
SANTA CATARINA;5444;630
SAO PAULO;5444;912
SERGIPE;5444;14
TOCANTINS;5444;5
ACRE;5452;10
ALAGOAS;5452;32
AMAZONAS;5452;1047
AMAPA;5452;19
BAHIA;5452;3833
CEARA;5452;2941
DISTRITO FEDERAL;5452;135
ESPIRITO SANTO;5452;140
GOIAS;5452;188
MARANHAO;5452;501
MATO GROSSO;5452;1380
MATO GROSSO DO SUL;5452;983
MINAS GERAIS;5452;4278
PARA;5452;234
PARAIBA;5452;2690
PARANA;5452;2691
PERNAMBUCO;5452;995
PIAUI;5452;606
RIO DE JANEIRO;5452;244
RIO GRANDE DO NORTE;5452;206
RIO GRANDE DO SUL;5452;574
RONDONIA;5452;60
RORAIMA;5452;65
SANTA CATARINA;5452;4695
SAO PAULO;5452;21487
SERGIPE;5452;64
TOCANTINS;5452;33
ALAGOAS;5460;5
AMAZONAS;5460;42
AMAPA;5460;2
BAHIA;5460;345
CEARA;5460;287
DISTRITO FEDERAL;5460;17
ESPIRITO SANTO;5460;11
GOIAS;5460;15
MARANHAO;5460;50
MATO GROSSO;5460;238
MATO GROSSO DO SUL;5460;108
MINAS GERAIS;5460;789
PARA;5460;8
PARAIBA;5460;135
PARANA;5460;501
PERNAMBUCO;5460;68
PIAUI;5460;33
RIO DE JANEIRO;5460;12
RIO GRANDE DO NORTE;5460;17
RIO GRANDE DO SUL;5460;182
RONDONIA;5460;4
RORAIMA;5460;1
SANTA CATARINA;5460;1107
SAO PAULO;5460;3134
SERGIPE;5460;8
TOCANTINS;5460;5
ACRE;5479;1
ALAGOAS;5479;2
AMAZONAS;5479;156
AMAPA;5479;2
BAHIA;5479;459
CEARA;5479;736
DISTRITO FEDERAL;5479;22
ESPIRITO SANTO;5479;10
GOIAS;5479;6
MARANHAO;5479;51
MATO GROSSO;5479;32
MATO GROSSO DO SUL;5479;31
MINAS GERAIS;5479;122
PARA;5479;3
PARAIBA;5479;312
PARANA;5479;173
PERNAMBUCO;5479;86
PIAUI;5479;127
RIO DE JANEIRO;5479;13
RIO GRANDE DO NORTE;5479;57
RIO GRANDE DO SUL;5479;20
RONDONIA;5479;2
RORAIMA;5479;13
SANTA CATARINA;5479;180
SAO PAULO;5479;252
SERGIPE;5479;13
TOCANTINS;5479;1
ACRE;5487;2
