UF;Cod_Infracao;Quantidade
ACRE;5002;16
ALAGOAS;5002;69
AMAZONAS;5002;147
AMAPA;5002;9
BAHIA;5002;380
CEARA;5002;2281
DISTRITO FEDERAL;5002;266
ESPIRITO SANTO;5002;448
GOIAS;5002;898
MARANHAO;5002;136
MATO GROSSO;5002;594
MATO GROSSO DO SUL;5002;2381
MINAS GERAIS;5002;27948
PARA;5002;145
PARAIBA;5002;56
PARANA;5002;37859
PERNAMBUCO;5002;359
PIAUI;5002;61
RIO DE JANEIRO;5002;1167
RIO GRANDE DO NORTE;5002;194
RIO GRANDE DO SUL;5002;5336
RONDONIA;5002;315
RORAIMA;5002;8
SANTA CATARINA;5002;12775
SAO PAULO;5002;72731
SERGIPE;5002;114
TOCANTINS;5002;77
ACRE;5010;637
ALAGOAS;5010;1080
AMAZONAS;5010;367
AMAPA;5010;211
BAHIA;5010;2557
CEARA;5010;1128
DISTRITO FEDERAL;5010;654
ESPIRITO SANTO;5010;935
GOIAS;5010;2123
MARANHAO;5010;666
MATO GROSSO;5010;2318
MATO GROSSO DO SUL;5010;1255
MINAS GERAIS;5010;11245
PARA;5010;995
PARAIBA;5010;610
PARANA;5010;3637
PERNAMBUCO;5010;4228
PIAUI;5010;171
RIO DE JANEIRO;5010;4052
RIO GRANDE DO NORTE;5010;541
RIO GRANDE DO SUL;5010;1399
RONDONIA;5010;994
RORAIMA;5010;124
SANTA CATARINA;5010;2748
SAO PAULO;5010;11234
SERGIPE;5010;313
TOCANTINS;5010;174
ACRE;5029;3
ALAGOAS;5029;15
AMAZONAS;5029;7
AMAPA;5029;1
BAHIA;5029;15
CEARA;5029;2
DISTRITO FEDERAL;5029;13
ESPIRITO SANTO;5029;41
GOIAS;5029;19
MARANHAO;5029;2
MATO GROSSO;5029;6
MATO GROSSO DO SUL;5029;63
MINAS GERAIS;5029;356
PARA;5029;5
PARAIBA;5029;2
PARANA;5029;790
PERNAMBUCO;5029;81
RIO DE JANEIRO;5029;251
RIO GRANDE DO NORTE;5029;2
RIO GRANDE DO SUL;5029;354
RONDONIA;5029;12
RORAIMA;5029;1
SANTA CATARINA;5029;563
SAO PAULO;5029;522
SERGIPE;5029;1
TOCANTINS;5029;1
ACRE;5037;19
ALAGOAS;5037;43
AMAZONAS;5037;44
AMAPA;5037;6
BAHIA;5037;72
CEARA;5037;56
DISTRITO FEDERAL;5037;41
ESPIRITO SANTO;5037;35
GOIAS;5037;144
MARANHAO;5037;25
MATO GROSSO;5037;38
MATO GROSSO DO SUL;5037;84
MINAS GERAIS;5037;796
PARA;5037;15
PARAIBA;5037;15
PARANA;5037;205
PERNAMBUCO;5037;117
PIAUI;5037;10
RIO DE JANEIRO;5037;347
RIO GRANDE DO NORTE;5037;18
RIO GRANDE DO SUL;5037;266
RONDONIA;5037;19
RORAIMA;5037;1
SANTA CATARINA;5037;103
SAO PAULO;5037;765
SERGIPE;5037;9
TOCANTINS;5037;2
ACRE;5045;358
ALAGOAS;5045;135
AMAZONAS;5045;130
AMAPA;5045;75
BAHIA;5045;756
CEARA;5045;475
DISTRITO FEDERAL;5045;523
ESPIRITO SANTO;5045;299
GOIAS;5045;821
MARANHAO;5045;96
MATO GROSSO;5045;350
MATO GROSSO DO SUL;5045;457
MINAS GERAIS;5045;2297
PARA;5045;158
PARAIBA;5045;85
PARANA;5045;893
PERNAMBUCO;5045;1025
PIAUI;5045;48
RIO DE JANEIRO;5045;1510
RIO GRANDE DO NORTE;5045;104
RIO GRANDE DO SUL;5045;898
RONDONIA;5045;238
RORAIMA;5045;27
SANTA CATARINA;5045;1376
SAO PAULO;5045;7702
SERGIPE;5045;68
TOCANTINS;5045;59
ACRE;5053;3
