UF;Cod_Infração;Quantidade
PARAIBA;5193;50
PARANA;5193;49
PERNAMBUCO;5193;1520
PIAUI;5193;14
RIO DE JANEIRO;5193;19
RIO GRANDE DO NORTE;5193;40
RIO GRANDE DO SUL;5193;845
RONDONIA;5193;33
SANTA CATARINA;5193;66
SAO PAULO;5193;1541
SERGIPE;5193;15
TOCANTINS;5193;12
ACRE;5207;137
ALAGOAS;5207;79
AMAZONAS;5207;6
AMAPA;5207;3
BAHIA;5207;126
CEARA;5207;38
DISTRITO FEDERAL;5207;652
ESPIRITO SANTO;5207;666
GOIAS;5207;4995
MARANHAO;5207;24
MATO GROSSO;5207;783
MATO GROSSO DO SUL;5207;23
MINAS GERAIS;5207;426
PARA;5207;52
PARAIBA;5207;55
PARANA;5207;101
PERNAMBUCO;5207;6853
PIAUI;5207;16
RIO DE JANEIRO;5207;31
RIO GRANDE DO NORTE;5207;30
RIO GRANDE DO SUL;5207;1073
RONDONIA;5207;213
SANTA CATARINA;5207;104
SAO PAULO;5207;11426
SERGIPE;5207;36
TOCANTINS;5207;80
ACRE;5215;26
ALAGOAS;5215;9
AMAZONAS;5215;1
AMAPA;5215;6
BAHIA;5215;54
CEARA;5215;6
DISTRITO FEDERAL;5215;19
ESPIRITO SANTO;5215;37
GOIAS;5215;93
MARANHAO;5215;3
MATO GROSSO;5215;29
MATO GROSSO DO SUL;5215;3
MINAS GERAIS;5215;56
PARA;5215;22
PARAIBA;5215;9
PARANA;5215;25
PERNAMBUCO;5215;309
PIAUI;5215;5
RIO DE JANEIRO;5215;5
RIO GRANDE DO NORTE;5215;24
RIO GRANDE DO SUL;5215;141
RONDONIA;5215;93
SANTA CATARINA;5215;21
SAO PAULO;5215;1450
SERGIPE;5215;15
TOCANTINS;5215;3
ACRE;5223;1
ESPIRITO SANTO;5223;5
GOIAS;5223;11
MINAS GERAIS;5223;1
PARAIBA;5223;1
PERNAMBUCO;5223;18
PIAUI;5223;1
RIO GRANDE DO SUL;5223;7
RONDONIA;5223;2
SAO PAULO;5223;7
TOCANTINS;5223;1
ACRE;5231;2
ALAGOAS;5231;2
BAHIA;5231;5
CEARA;5231;2
DISTRITO FEDERAL;5231;4
ESPIRITO SANTO;5231;28
GOIAS;5231;45
MATO GROSSO;5231;9
MINAS GERAIS;5231;26
PARA;5231;1
PARAIBA;5231;3
PARANA;5231;7
PERNAMBUCO;5231;137
RIO DE JANEIRO;5231;1
RIO GRANDE DO NORTE;5231;1
RIO GRANDE DO SUL;5231;71
RONDONIA;5231;2
SANTA CATARINA;5231;4
SAO PAULO;5231;400
SERGIPE;5231;2
ACRE;5240;2
ALAGOAS;5240;1
DISTRITO FEDERAL;5240;1
GOIAS;5240;3
MATO GROSSO;5240;9
MATO GROSSO DO SUL;5240;1
MINAS GERAIS;5240;2
PARANA;5240;2
PERNAMBUCO;5240;4
PIAUI;5240;1
RIO DE JANEIRO;5240;1
RIO GRANDE DO SUL;5240;11
SAO PAULO;5240;57
SERGIPE;5240;3
ACRE;5258;1
AMAPA;5258;1
BAHIA;5258;4
DISTRITO FEDERAL;5258;3
ESPIRITO SANTO;5258;3
GOIAS;5258;24
MATO GROSSO;5258;20
MATO GROSSO DO SUL;5258;3
MINAS GERAIS;5258;9
PARAIBA;5258;1
PARANA;5258;1
PERNAMBUCO;5258;33
RIO GRANDE DO NORTE;5258;2
RIO GRANDE DO SUL;5258;7
RONDONIA;5258;5
SANTA CATARINA;5258;1
SAO PAULO;5258;88
SERGIPE;5258;4
ACRE;5266;1
ALAGOAS;5266;2
BAHIA;5266;2
MATO GROSSO DO SUL;5266;1
MINAS GERAIS;5266;1
PARA;5266;3
PARAIBA;5266;1
PERNAMBUCO;5266;5
RIO GRANDE DO SUL;5266;16
RONDONIA;5266;5
SANTA CATARINA;5266;1
SAO PAULO;5266;58
SERGIPE;5266;1
ACRE;5274;63
ALAGOAS;5274;27
AMAZONAS;5274;2
AMAPA;5274;20
BAHIA;5274;39
CEARA;5274;11
DISTRITO FEDERAL;5274;93
ESPIRITO SANTO;5274;41
GOIAS;5274;595
MARANHAO;5274;3
MATO GROSSO;5274;585
MATO GROSSO DO SUL;5274;13
MINAS GERAIS;5274;112
PARA;5274;19
PARAIBA;5274;23
PARANA;5274;54
PERNAMBUCO;5274;805
PIAUI;5274;4
RIO DE JANEIRO;5274;11
RIO GRANDE DO NORTE;5274;4
RIO GRANDE DO SUL;5274;334
RONDONIA;5274;319
SANTA CATARINA;5274;88
SAO PAULO;5274;2799
SERGIPE;5274;165
TOCANTINS;5274;6
ACRE;5282;13
ALAGOAS;5282;1
AMAPA;5282;2
BAHIA;5282;1
DISTRITO FEDERAL;5282;5
GOIAS;5282;10
MARANHAO;5282;1
MATO GROSSO;5282;25
MINAS GERAIS;5282;3
PARAIBA;5282;1
PARANA;5282;4
PERNAMBUCO;5282;14
RIO DE JANEIRO;5282;2
RIO GRANDE DO SUL;5282;6
RONDONIA;5282;19
SANTA CATARINA;5282;1
SAO PAULO;5282;28
SERGIPE;5282;12
ACRE;5290;4
AMAPA;5290;1
CEARA;5290;1
DISTRITO FEDERAL;5290;1
ESPIRITO SANTO;5290;1
GOIAS;5290;1
MATO GROSSO;5290;3
MINAS GERAIS;5290;1
PERNAMBUCO;5290;4
RIO GRANDE DO SUL;5290;3
RONDONIA;5290;2
SANTA CATARINA;5290;1
SAO PAULO;5290;5
SERGIPE;5290;3
ACRE;5304;4
ALAGOAS;5304;1
AMAPA;5304;1
DISTRITO FEDERAL;5304;2
MATO GROSSO;5304;9
MATO GROSSO DO SUL;5304;1
MINAS GERAIS;5304;4
PARANA;5304;1
PERNAMBUCO;5304;6
RIO GRANDE DO SUL;5304;2
RONDONIA;5304;8
SANTA CATARINA;5304;1
SAO PAULO;5304;11
MATO GROSSO;5312;3
SAO PAULO;5312;5
ACRE;5320;2
ESPIRITO SANTO;5320;1
GOIAS;5320;7
MATO GROSSO;5320;7
MINAS GERAIS;5320;2
PARANA;5320;3
PERNAMBUCO;5320;5
RIO GRANDE DO SUL;5320;3
RONDONIA;5320;2
SANTA CATARINA;5320;4
SAO PAULO;5320;7
SERGIPE;5320;1
DISTRITO FEDERAL;5339;2
PARA;5339;1
ACRE;5347;3
ALAGOAS;5347;2
AMAPA;5347;1
CEARA;5347;1
ESPIRITO SANTO;5347;13
GOIAS;5347;6
MATO GROSSO;5347;3
MINAS GERAIS;5347;4
PARANA;5347;1
PERNAMBUCO;5347;14
RIO DE JANEIRO;5347;1
RIO GRANDE DO SUL;5347;30
RONDONIA;5347;1
SANTA CATARINA;5347;2
SAO PAULO;5347;14
RIO GRANDE DO SUL;5355;1
SAO PAULO;5355;1
DISTRITO FEDERAL;5363;1
ESPIRITO SANTO;5363;2
PARA;5363;1
PERNAMBUCO;5363;4
RIO GRANDE DO SUL;5363;5
SAO PAULO;5363;2
ACRE;5371;2
BAHIA;5371;5
CEARA;5371;1
ESPIRITO SANTO;5371;7
GOIAS;5371;5
MATO GROSSO;5371;2
MATO GROSSO DO SUL;5371;2
MINAS GERAIS;5371;5
PARAIBA;5371;1
PARANA;5371;2
PERNAMBUCO;5371;9
PIAUI;5371;1
RIO DE JANEIRO;5371;2
RIO GRANDE DO SUL;5371;16
RONDONIA;5371;1
SANTA CATARINA;5371;3
SAO PAULO;5371;152
ACRE;5380;15
ALAGOAS;5380;134
AMAZONAS;5380;2
AMAPA;5380;2
BAHIA;5380;213
CEARA;5380;91
DISTRITO FEDERAL;5380;64
ESPIRITO SANTO;5380;171
GOIAS;5380;1796
MARANHAO;5380;11
MATO GROSSO;5380;290
MATO GROSSO DO SUL;5380;7
MINAS GERAIS;5380;196
PARA;5380;40
PARAIBA;5380;41
PARANA;5380;40
PERNAMBUCO;5380;1609
PIAUI;5380;59
RIO DE JANEIRO;5380;24
RIO GRANDE DO NORTE;5380;17
RIO GRANDE DO SUL;5380;150
RONDONIA;5380;245
SANTA CATARINA;5380;37
SAO PAULO;5380;2952
SERGIPE;5380;24
TOCANTINS;5380;19
ACRE;5398;2
ALAGOAS;5398;3
AMAZONAS;5398;1
BAHIA;5398;13
DISTRITO FEDERAL;5398;1
ESPIRITO SANTO;5398;14
GOIAS;5398;36
MATO GROSSO;5398;20
MATO GROSSO DO SUL;5398;1
MINAS GERAIS;5398;11
PARA;5398;2
PARAIBA;5398;5
PARANA;5398;1
PERNAMBUCO;5398;40
RIO DE JANEIRO;5398;4
RIO GRANDE DO NORTE;5398;1
RIO GRANDE DO SUL;5398;112
RONDONIA;5398;10
SANTA CATARINA;5398;11
SAO PAULO;5398;208
SERGIPE;5398;1
TOCANTINS;5398;2
ACRE;5401;4
ALAGOAS;5401;28
BAHIA;5401;64
CEARA;5401;3
DISTRITO FEDERAL;5401;2
ESPIRITO SANTO;5401;17
GOIAS;5401;47
MARANHAO;5401;1
MATO GROSSO;5401;17
MINAS GERAIS;5401;21
PARA;5401;5
PARAIBA;5401;8
PARANA;5401;7
PERNAMBUCO;5401;166
PIAUI;5401;4
RIO DE JANEIRO;5401;2
RIO GRANDE DO NORTE;5401;8
RIO GRANDE DO SUL;5401;295
RONDONIA;5401;48
SANTA CATARINA;5401;16
SAO PAULO;5401;312
SERGIPE;5401;1
ACRE;5410;4
ALAGOAS;5410;17
AMAZONAS;5410;4
AMAPA;5410;5
BAHIA;5410;21
CEARA;5410;13
DISTRITO FEDERAL;5410;33
ESPIRITO SANTO;5410;126
GOIAS;5410;445
MARANHAO;5410;2
MATO GROSSO;5410;148
MATO GROSSO DO SUL;5410;5
MINAS GERAIS;5410;78
PARA;5410;18
PARAIBA;5410;19
PARANA;5410;15
PERNAMBUCO;5410;547
PIAUI;5410;9
RIO DE JANEIRO;5410;5
RIO GRANDE DO NORTE;5410;15
RIO GRANDE DO SUL;5410;42
RONDONIA;5410;94
SANTA CATARINA;5410;7
SAO PAULO;5410;601
SERGIPE;5410;4
TOCANTINS;5410;13
ACRE;5428;3
ALAGOAS;5428;7
AMAPA;5428;26
BAHIA;5428;18
CEARA;5428;13
DISTRITO FEDERAL;5428;12
ESPIRITO SANTO;5428;30
GOIAS;5428;137
MARANHAO;5428;2
MATO GROSSO;5428;53
MATO GROSSO DO SUL;5428;6
MINAS GERAIS;5428;38
PARA;5428;5
PARAIBA;5428;12
PARANA;5428;20
PERNAMBUCO;5428;635
RIO DE JANEIRO;5428;10
RIO GRANDE DO NORTE;5428;4
RIO GRANDE DO SUL;5428;35
RONDONIA;5428;3
RORAIMA;5428;1
SANTA CATARINA;5428;32
SAO PAULO;5428;155
SERGIPE;5428;4
TOCANTINS;5428;2
ESPIRITO SANTO;5436;1
GOIAS;5436;2
MINAS GERAIS;5436;2
RIO GRANDE DO SUL;5436;3
SAO PAULO;5436;17
ALAGOAS;5444;3
AMAPA;5444;1
BAHIA;5444;33
CEARA;5444;1
DISTRITO FEDERAL;5444;18
ESPIRITO SANTO;5444;6
GOIAS;5444;171
MATO GROSSO;5444;32
MATO GROSSO DO SUL;5444;2
MINAS GERAIS;5444;21
PARA;5444;2
PARAIBA;5444;1
PARANA;5444;21
PERNAMBUCO;5444;243
PIAUI;5444;4
RIO DE JANEIRO;5444;5
RIO GRANDE DO NORTE;5444;2
RIO GRANDE DO SUL;5444;70
RONDONIA;5444;1
SANTA CATARINA;5444;20
SAO PAULO;5444;112
SERGIPE;5444;1
TOCANTINS;5444;3
ACRE;5452;181
ALAGOAS;5452;876
AMAZONAS;5452;47
AMAPA;5452;36
BAHIA;5452;3115
CEARA;5452;648
DISTRITO FEDERAL;5452;370
ESPIRITO SANTO;5452;3870
GOIAS;5452;11095
MARANHAO;5452;90
MATO GROSSO;5452;1303
MATO GROSSO DO SUL;5452;73
MINAS GERAIS;5452;1985
PARA;5452;259
PARAIBA;5452;550
PARANA;5452;299
PERNAMBUCO;5452;22494
PIAUI;5452;418
RIO DE JANEIRO;5452;246
RIO GRANDE DO NORTE;5452;395
RIO GRANDE DO SUL;5452;2980
RONDONIA;5452;173
RORAIMA;5452;8
SANTA CATARINA;5452;330
SAO PAULO;5452;18997
SERGIPE;5452;95
TOCANTINS;5452;218
ACRE;5460;10
ALAGOAS;5460;61
AMAPA;5460;6
BAHIA;5460;151
CEARA;5460;26
DISTRITO FEDERAL;5460;22
ESPIRITO SANTO;5460;420
GOIAS;5460;237
MARANHAO;5460;8
MATO GROSSO;5460;163
MATO GROSSO DO SUL;5460;16
MINAS GERAIS;5460;181
PARA;5460;9
PARAIBA;5460;35
PARANA;5460;29
PERNAMBUCO;5460;1676
PIAUI;5460;12
RIO DE JANEIRO;5460;20
RIO GRANDE DO NORTE;5460;44
RIO GRANDE DO SUL;5460;523
RONDONIA;5460;36
RORAIMA;5460;1
SANTA CATARINA;5460;42
SAO PAULO;5460;2169
SERGIPE;5460;6
TOCANTINS;5460;10
ACRE;5479;9
ALAGOAS;5479;59
AMAZONAS;5479;2
AMAPA;5479;43
BAHIA;5479;334
CEARA;5479;45
DISTRITO FEDERAL;5479;6
ESPIRITO SANTO;5479;314
GOIAS;5479;56
MARANHAO;5479;7
MATO GROSSO;5479;19
MATO GROSSO DO SUL;5479;2
MINAS GERAIS;5479;74
PARA;5479;7
PARAIBA;5479;46
PARANA;5479;5
PERNAMBUCO;5479;1850
PIAUI;5479;10
RIO DE JANEIRO;5479;15
RIO GRANDE DO NORTE;5479;679
RIO GRANDE DO SUL;5479;27
RONDONIA;5479;10
RORAIMA;5479;2
SANTA CATARINA;5479;12
SAO PAULO;5479;229
SERGIPE;5479;6
TOCANTINS;5479;46
ACRE;5487;46
ALAGOAS;5487;160
AMAZONAS;5487;7
AMAPA;5487;67
BAHIA;5487;1271
CEARA;5487;156
DISTRITO FEDERAL;5487;51
ESPIRITO SANTO;5487;574
GOIAS;5487;1048
MARANHAO;5487;40
MATO GROSSO;5487;521
MATO GROSSO DO SUL;5487;27
MINAS GERAIS;5487;416
PARA;5487;116
PARAIBA;5487;155
PARANA;5487;85
PERNAMBUCO;5487;4960
PIAUI;5487;393
RIO DE JANEIRO;5487;56
RIO GRANDE DO NORTE;5487;308
RIO GRANDE DO SUL;5487;491
RONDONIA;5487;136
RORAIMA;5487;2
SANTA CATARINA;5487;83
SAO PAULO;5487;4918
SERGIPE;5487;35
TOCANTINS;5487;30
ALAGOAS;5495;3
BAHIA;5495;7
CEARA;5495;8
ESPIRITO SANTO;5495;19
GOIAS;5495;17
MATO GROSSO;5495;2
MINAS GERAIS;5495;5
PARA;5495;4
PARAIBA;5495;3
PARANA;5495;1
PERNAMBUCO;5495;82
PIAUI;5495;2
RIO DE JANEIRO;5495;3
RIO GRANDE DO NORTE;5495;18
RIO GRANDE DO SUL;5495;12
RONDONIA;5495;6
RORAIMA;5495;1
SAO PAULO;5495;83
TOCANTINS;5495;1
ACRE;5509;14
ALAGOAS;5509;53
AMAZONAS;5509;4
AMAPA;5509;4
BAHIA;5509;626
CEARA;5509;50
DISTRITO FEDERAL;5509;11
ESPIRITO SANTO;5509;644
GOIAS;5509;153
MARANHAO;5509;6
MATO GROSSO;5509;327
MATO GROSSO DO SUL;5509;9
MINAS GERAIS;5509;333
PARA;5509;28
PARAIBA;5509;32
PARANA;5509;38
PERNAMBUCO;5509;1751
PIAUI;5509;11
RIO DE JANEIRO;5509;42
RIO GRANDE DO NORTE;5509;88
RIO GRANDE DO SUL;5509;684
RONDONIA;5509;49
SANTA CATARINA;5509;44
SAO PAULO;5509;3218
SERGIPE;5509;11
TOCANTINS;5509;40
ALAGOAS;5517;1
AMAPA;5517;1
BAHIA;5517;69
ESPIRITO SANTO;5517;1
GOIAS;5517;5
MATO GROSSO;5517;1
MINAS GERAIS;5517;7
PERNAMBUCO;5517;26
PIAUI;5517;1
RIO DE JANEIRO;5517;3
RIO GRANDE DO NORTE;5517;2
RIO GRANDE DO SUL;5517;1
SANTA CATARINA;5517;3
SAO PAULO;5517;65
SERGIPE;5517;1
ACRE;5525;35
ALAGOAS;5525;44
AMAZONAS;5525;9
AMAPA;5525;3
BAHIA;5525;120
CEARA;5525;36
DISTRITO FEDERAL;5525;29
ESPIRITO SANTO;5525;458
GOIAS;5525;550
MARANHAO;5525;6
MATO GROSSO;5525;308
MATO GROSSO DO SUL;5525;14
MINAS GERAIS;5525;284
PARA;5525;25
PARAIBA;5525;55
PARANA;5525;50
PERNAMBUCO;5525;1644
PIAUI;5525;13
RIO DE JANEIRO;5525;32
RIO GRANDE DO NORTE;5525;35
RIO GRANDE DO SUL;5525;405
RONDONIA;5525;77
SANTA CATARINA;5525;82
SAO PAULO;5525;3458
SERGIPE;5525;7
TOCANTINS;5525;4
ACRE;5533;1
MATO GROSSO;5533;1
MINAS GERAIS;5533;1
ACRE;5541;415
ALAGOAS;5541;1018
AMAZONAS;5541;48
AMAPA;5541;85
BAHIA;5541;6558
CEARA;5541;1000
DISTRITO FEDERAL;5541;312
ESPIRITO SANTO;5541;7967
GOIAS;5541;4419
MARANHAO;5541;138
MATO GROSSO;5541;1081
MATO GROSSO DO SUL;5541;103
MINAS GERAIS;5541;11517
PARA;5541;139
PARAIBA;5541;2084
PARANA;5541;564
PERNAMBUCO;5541;44304
PIAUI;5541;338
RIO DE JANEIRO;5541;408
RIO GRANDE DO NORTE;5541;1225
RIO GRANDE DO SUL;5541;14169
RONDONIA;5541;189
RORAIMA;5541;19
SANTA CATARINA;5541;1163
SAO PAULO;5541;21598
SERGIPE;5541;190
TOCANTINS;5541;125
ACRE;5550;99
ALAGOAS;5550;1042
