UF;Cod_Infração;Quantidade
RIO DE JANEIRO;5029;73
RIO GRANDE DO NORTE;5029;11
RIO GRANDE DO SUL;5029;462
RONDONIA;5029;46
SANTA CATARINA;5029;645
SAO PAULO;5029;1394
SERGIPE;5029;18
TOCANTINS;5029;2
ACRE;5037;22
ALAGOAS;5037;107
AMAZONAS;5037;96
AMAPA;5037;54
BAHIA;5037;337
CEARA;5037;223
DISTRITO FEDERAL;5037;105
ESPIRITO SANTO;5037;241
GOIAS;5037;365
MARANHAO;5037;107
MATO GROSSO;5037;251
MATO GROSSO DO SUL;5037;152
MINAS GERAIS;5037;2210
PARA;5037;106
PARAIBA;5037;183
PARANA;5037;524
PERNAMBUCO;5037;185
PIAUI;5037;133
RIO DE JANEIRO;5037;504
RIO GRANDE DO NORTE;5037;136
RIO GRANDE DO SUL;5037;372
RONDONIA;5037;119
RORAIMA;5037;26
SANTA CATARINA;5037;471
SAO PAULO;5037;690
SERGIPE;5037;105
TOCANTINS;5037;34
ACRE;5045;151
ALAGOAS;5045;147
AMAZONAS;5045;204
AMAPA;5045;247
BAHIA;5045;1069
CEARA;5045;429
DISTRITO FEDERAL;5045;743
ESPIRITO SANTO;5045;909
GOIAS;5045;948
MARANHAO;5045;274
MATO GROSSO;5045;1006
MATO GROSSO DO SUL;5045;445
MINAS GERAIS;5045;3870
PARA;5045;465
PARAIBA;5045;463
PARANA;5045;1504
PERNAMBUCO;5045;574
PIAUI;5045;402
RIO DE JANEIRO;5045;1382
RIO GRANDE DO NORTE;5045;461
RIO GRANDE DO SUL;5045;612
RONDONIA;5045;586
RORAIMA;5045;130
SANTA CATARINA;5045;3415
SAO PAULO;5045;3441
SERGIPE;5045;369
TOCANTINS;5045;202
ACRE;5053;10
ALAGOAS;5053;43
AMAZONAS;5053;77
AMAPA;5053;9
BAHIA;5053;303
CEARA;5053;85
DISTRITO FEDERAL;5053;44
ESPIRITO SANTO;5053;116
GOIAS;5053;166
MARANHAO;5053;14
MATO GROSSO;5053;157
MATO GROSSO DO SUL;5053;66
MINAS GERAIS;5053;1722
PARA;5053;35
PARAIBA;5053;149
PARANA;5053;251
PERNAMBUCO;5053;203
PIAUI;5053;18
RIO DE JANEIRO;5053;243
RIO GRANDE DO NORTE;5053;132
RIO GRANDE DO SUL;5053;174
RONDONIA;5053;104
RORAIMA;5053;9
SANTA CATARINA;5053;567
SAO PAULO;5053;464
SERGIPE;5053;48
TOCANTINS;5053;8
ACRE;5061;4
ALAGOAS;5061;58
AMAZONAS;5061;15
AMAPA;5061;24
BAHIA;5061;201
CEARA;5061;82
DISTRITO FEDERAL;5061;60
ESPIRITO SANTO;5061;81
GOIAS;5061;91
MARANHAO;5061;51
MATO GROSSO;5061;179
MATO GROSSO DO SUL;5061;53
MINAS GERAIS;5061;317
PARA;5061;73
PARAIBA;5061;142
PARANA;5061;203
PERNAMBUCO;5061;98
PIAUI;5061;75
RIO DE JANEIRO;5061;133
RIO GRANDE DO NORTE;5061;104
RIO GRANDE DO SUL;5061;131
RONDONIA;5061;49
RORAIMA;5061;16
SANTA CATARINA;5061;399
SAO PAULO;5061;296
SERGIPE;5061;42
TOCANTINS;5061;24
AMAZONAS;5070;1
BAHIA;5070;1
DISTRITO FEDERAL;5070;1
ESPIRITO SANTO;5070;4
GOIAS;5070;2
MATO GROSSO;5070;1
MATO GROSSO DO SUL;5070;3
MINAS GERAIS;5070;18
PARA;5070;1
PARAIBA;5070;3
PARANA;5070;10
RIO DE JANEIRO;5070;6
RIO GRANDE DO NORTE;5070;1
RIO GRANDE DO SUL;5070;25
RONDONIA;5070;1
RORAIMA;5070;1
SANTA CATARINA;5070;15
SAO PAULO;5070;51
SERGIPE;5070;1
ALAGOAS;5088;4
AMAZONAS;5088;4
AMAPA;5088;4
BAHIA;5088;14
CEARA;5088;10
DISTRITO FEDERAL;5088;3
ESPIRITO SANTO;5088;4
GOIAS;5088;10
MARANHAO;5088;5
MATO GROSSO;5088;15
MATO GROSSO DO SUL;5088;7
MINAS GERAIS;5088;51
PARA;5088;8
PARAIBA;5088;5
PARANA;5088;19
PERNAMBUCO;5088;6
PIAUI;5088;2
RIO DE JANEIRO;5088;19
RIO GRANDE DO NORTE;5088;8
RIO GRANDE DO SUL;5088;24
RONDONIA;5088;3
RORAIMA;5088;2
SANTA CATARINA;5088;34
SAO PAULO;5088;26
SERGIPE;5088;1
TOCANTINS;5088;1
ACRE;5096;1
ALAGOAS;5096;7
AMAZONAS;5096;3
AMAPA;5096;9
BAHIA;5096;56
CEARA;5096;12
DISTRITO FEDERAL;5096;19
ESPIRITO SANTO;5096;31
GOIAS;5096;24
MARANHAO;5096;11
MATO GROSSO;5096;40
MATO GROSSO DO SUL;5096;19
MINAS GERAIS;5096;61
PARA;5096;15
PARAIBA;5096;15
PARANA;5096;48
PERNAMBUCO;5096;19
PIAUI;5096;12
RIO DE JANEIRO;5096;42
RIO GRANDE DO NORTE;5096;15
RIO GRANDE DO SUL;5096;24
RONDONIA;5096;13
RORAIMA;5096;5
SANTA CATARINA;5096;152
SAO PAULO;5096;133
SERGIPE;5096;16
TOCANTINS;5096;2
BAHIA;5100;2
DISTRITO FEDERAL;5100;1
GOIAS;5100;3
MARANHAO;5100;1
MATO GROSSO;5100;2
MINAS GERAIS;5100;11
PARAIBA;5100;4
PARANA;5100;7
PERNAMBUCO;5100;3
RIO DE JANEIRO;5100;1
RIO GRANDE DO NORTE;5100;2
RIO GRANDE DO SUL;5100;4
RONDONIA;5100;1
SANTA CATARINA;5100;12
SAO PAULO;5100;15
SERGIPE;5100;1
TOCANTINS;5100;2
ACRE;5118;8
ALAGOAS;5118;463
AMAZONAS;5118;667
AMAPA;5118;199
BAHIA;5118;1337
CEARA;5118;1388
DISTRITO FEDERAL;5118;283
ESPIRITO SANTO;5118;888
GOIAS;5118;655
MARANHAO;5118;302
MATO GROSSO;5118;783
MATO GROSSO DO SUL;5118;270
MINAS GERAIS;5118;5468
PARA;5118;558
PARAIBA;5118;1077
PARANA;5118;3735
PERNAMBUCO;5118;1585
PIAUI;5118;844
RIO DE JANEIRO;5118;1885
RIO GRANDE DO NORTE;5118;990
RIO GRANDE DO SUL;5118;1554
RONDONIA;5118;164
RORAIMA;5118;258
SANTA CATARINA;5118;4439
SAO PAULO;5118;2376
SERGIPE;5118;981
TOCANTINS;5118;89
AMAZONAS;5126;5
AMAPA;5126;1
BAHIA;5126;12
CEARA;5126;8
DISTRITO FEDERAL;5126;1
ESPIRITO SANTO;5126;67
GOIAS;5126;8
MARANHAO;5126;4
MATO GROSSO;5126;4
MATO GROSSO DO SUL;5126;13
MINAS GERAIS;5126;181
PARA;5126;2
PARAIBA;5126;13
PARANA;5126;286
PERNAMBUCO;5126;11
PIAUI;5126;3
RIO DE JANEIRO;5126;17
RIO GRANDE DO NORTE;5126;1
RIO GRANDE DO SUL;5126;139
RONDONIA;5126;5
SANTA CATARINA;5126;181
SAO PAULO;5126;323
SERGIPE;5126;6
TOCANTINS;5126;2
ACRE;5134;2
ALAGOAS;5134;18
AMAZONAS;5134;17
AMAPA;5134;12
BAHIA;5134;79
CEARA;5134;93
DISTRITO FEDERAL;5134;16
ESPIRITO SANTO;5134;89
GOIAS;5134;76
MARANHAO;5134;12
MATO GROSSO;5134;47
MATO GROSSO DO SUL;5134;21
MINAS GERAIS;5134;496
PARA;5134;23
PARAIBA;5134;65
PARANA;5134;156
PERNAMBUCO;5134;81
PIAUI;5134;19
RIO DE JANEIRO;5134;134
RIO GRANDE DO NORTE;5134;41
RIO GRANDE DO SUL;5134;156
RONDONIA;5134;14
RORAIMA;5134;6
SANTA CATARINA;5134;163
SAO PAULO;5134;236
SERGIPE;5134;45
TOCANTINS;5134;5
ACRE;5142;4
ALAGOAS;5142;25
AMAZONAS;5142;42
AMAPA;5142;46
BAHIA;5142;194
CEARA;5142;123
DISTRITO FEDERAL;5142;73
ESPIRITO SANTO;5142;229
GOIAS;5142;124
MARANHAO;5142;19
MATO GROSSO;5142;124
MATO GROSSO DO SUL;5142;55
MINAS GERAIS;5142;728
PARA;5142;98
PARAIBA;5142;123
PARANA;5142;399
PERNAMBUCO;5142;189
PIAUI;5142;49
RIO DE JANEIRO;5142;329
RIO GRANDE DO NORTE;5142;83
RIO GRANDE DO SUL;5142;177
RONDONIA;5142;17
RORAIMA;5142;28
SANTA CATARINA;5142;695
SAO PAULO;5142;1031
SERGIPE;5142;133
TOCANTINS;5142;14
ACRE;5150;1
ALAGOAS;5150;9
AMAZONAS;5150;4
BAHIA;5150;53
CEARA;5150;33
DISTRITO FEDERAL;5150;2
ESPIRITO SANTO;5150;17
GOIAS;5150;15
MARANHAO;5150;1
MATO GROSSO;5150;16
MATO GROSSO DO SUL;5150;4
MINAS GERAIS;5150;167
PARA;5150;2
PARAIBA;5150;28
PARANA;5150;40
PERNAMBUCO;5150;51
PIAUI;5150;2
RIO DE JANEIRO;5150;46
RIO GRANDE DO NORTE;5150;29
RIO GRANDE DO SUL;5150;35
RONDONIA;5150;4
RORAIMA;5150;1
SANTA CATARINA;5150;61
SAO PAULO;5150;84
SERGIPE;5150;7
TOCANTINS;5150;2
ACRE;5169;34
ALAGOAS;5169;63
AMAZONAS;5169;263
AMAPA;5169;59
BAHIA;5169;184
CEARA;5169;130
DISTRITO FEDERAL;5169;404
ESPIRITO SANTO;5169;162
GOIAS;5169;249
MARANHAO;5169;141
MATO GROSSO;5169;551
MATO GROSSO DO SUL;5169;207
MINAS GERAIS;5169;3000
PARA;5169;235
PARAIBA;5169;71
PARANA;5169;1356
PERNAMBUCO;5169;88
PIAUI;5169;193
RIO DE JANEIRO;5169;119
RIO GRANDE DO NORTE;5169;116
RIO GRANDE DO SUL;5169;377
RONDONIA;5169;281
RORAIMA;5169;89
SANTA CATARINA;5169;1203
SAO PAULO;5169;924
SERGIPE;5169;75
TOCANTINS;5169;70
ALAGOAS;5177;1
AMAZONAS;5177;2
BAHIA;5177;5
CEARA;5177;5
DISTRITO FEDERAL;5177;12
ESPIRITO SANTO;5177;10
GOIAS;5177;6
MATO GROSSO;5177;11
MATO GROSSO DO SUL;5177;3
MINAS GERAIS;5177;100
PARA;5177;9
PARAIBA;5177;7
PARANA;5177;77
PERNAMBUCO;5177;6
PIAUI;5177;5
RIO DE JANEIRO;5177;13
RIO GRANDE DO NORTE;5177;9
RIO GRANDE DO SUL;5177;31
RONDONIA;5177;2
SANTA CATARINA;5177;55
SAO PAULO;5177;45
SERGIPE;5177;2
TOCANTINS;5177;2
ACRE;5185;332
ALAGOAS;5185;1607
AMAZONAS;5185;2940
AMAPA;5185;204
BAHIA;5185;10432
CEARA;5185;1373
DISTRITO FEDERAL;5185;2618
ESPIRITO SANTO;5185;8527
GOIAS;5185;7243
MARANHAO;5185;884
MATO GROSSO;5185;4859
MATO GROSSO DO SUL;5185;2928
MINAS GERAIS;5185;48181
PARA;5185;1142
PARAIBA;5185;2923
PARANA;5185;38689
PERNAMBUCO;5185;3516
PIAUI;5185;1212
RIO DE JANEIRO;5185;36125
RIO GRANDE DO NORTE;5185;2179
RIO GRANDE DO SUL;5185;14191
RONDONIA;5185;4319
RORAIMA;5185;349
SANTA CATARINA;5185;52156
SAO PAULO;5185;122334
SERGIPE;5185;1095
TOCANTINS;5185;953
ACRE;5193;133
ALAGOAS;5193;104
AMAZONAS;5193;551
AMAPA;5193;168
BAHIA;5193;623
CEARA;5193;212
DISTRITO FEDERAL;5193;479
ESPIRITO SANTO;5193;440
GOIAS;5193;514
MARANHAO;5193;233
MATO GROSSO;5193;883
MATO GROSSO DO SUL;5193;461
MINAS GERAIS;5193;2307
PARA;5193;570
PARAIBA;5193;363
PARANA;5193;2766
PERNAMBUCO;5193;373
PIAUI;5193;160
RIO DE JANEIRO;5193;1273
RIO GRANDE DO NORTE;5193;291
RIO GRANDE DO SUL;5193;862
RONDONIA;5193;849
RORAIMA;5193;203
SANTA CATARINA;5193;2255
SAO PAULO;5193;3226
SERGIPE;5193;191
TOCANTINS;5193;133
ACRE;5207;42
ALAGOAS;5207;269
AMAZONAS;5207;83
AMAPA;5207;20
BAHIA;5207;2435
CEARA;5207;1432
DISTRITO FEDERAL;5207;404
ESPIRITO SANTO;5207;1570
GOIAS;5207;4481
MARANHAO;5207;179
MATO GROSSO;5207;989
MATO GROSSO DO SUL;5207;283
MINAS GERAIS;5207;7332
PARA;5207;177
PARAIBA;5207;431
PARANA;5207;3292
PERNAMBUCO;5207;1026
PIAUI;5207;105
RIO DE JANEIRO;5207;963
RIO GRANDE DO NORTE;5207;1052
RIO GRANDE DO SUL;5207;736
RONDONIA;5207;615
RORAIMA;5207;22
SANTA CATARINA;5207;9562
SAO PAULO;5207;26624
SERGIPE;5207;212
TOCANTINS;5207;157
ACRE;5215;1
ALAGOAS;5215;15
AMAZONAS;5215;41
AMAPA;5215;2
BAHIA;5215;47
CEARA;5215;22
DISTRITO FEDERAL;5215;14
ESPIRITO SANTO;5215;23
GOIAS;5215;13
MARANHAO;5215;3
MATO GROSSO;5215;9
MATO GROSSO DO SUL;5215;10
MINAS GERAIS;5215;436
PARA;5215;22
PARAIBA;5215;42
PARANA;5215;250
PERNAMBUCO;5215;57
PIAUI;5215;34
RIO DE JANEIRO;5215;173
RIO GRANDE DO NORTE;5215;11
RIO GRANDE DO SUL;5215;61
RONDONIA;5215;9
RORAIMA;5215;2
SANTA CATARINA;5215;212
SAO PAULO;5215;497
SERGIPE;5215;3
ALAGOAS;5223;1
BAHIA;5223;2
CEARA;5223;1
DISTRITO FEDERAL;5223;1
MINAS GERAIS;5223;10
PARA;5223;1
PARANA;5223;5
PERNAMBUCO;5223;2
RIO DE JANEIRO;5223;10
RIO GRANDE DO NORTE;5223;4
RIO GRANDE DO SUL;5223;4
SANTA CATARINA;5223;8
SAO PAULO;5223;19
TOCANTINS;5223;1
ACRE;5231;5
ALAGOAS;5231;13
AMAZONAS;5231;11
AMAPA;5231;4
BAHIA;5231;55
CEARA;5231;28
DISTRITO FEDERAL;5231;21
ESPIRITO SANTO;5231;26
GOIAS;5231;32
MARANHAO;5231;5
MATO GROSSO;5231;22
MATO GROSSO DO SUL;5231;25
MINAS GERAIS;5231;167
PARA;5231;10
PARAIBA;5231;12
PARANA;5231;324
PERNAMBUCO;5231;16
PIAUI;5231;13
RIO DE JANEIRO;5231;87
RIO GRANDE DO NORTE;5231;20
RIO GRANDE DO SUL;5231;67
RONDONIA;5231;23
RORAIMA;5231;5
SANTA CATARINA;5231;220
SAO PAULO;5231;325
SERGIPE;5231;11
TOCANTINS;5231;4
AMAZONAS;5240;7
BAHIA;5240;1
DISTRITO FEDERAL;5240;1
GOIAS;5240;3
MINAS GERAIS;5240;2
PARANA;5240;32
PERNAMBUCO;5240;7
RIO DE JANEIRO;5240;7
RIO GRANDE DO NORTE;5240;4
RIO GRANDE DO SUL;5240;19
SANTA CATARINA;5240;27
SAO PAULO;5240;21
SERGIPE;5240;1
TOCANTINS;5240;3
BAHIA;5258;3
ESPIRITO SANTO;5258;1
MINAS GERAIS;5258;41
PARAIBA;5258;1
PARANA;5258;1
PIAUI;5258;1
RIO DE JANEIRO;5258;1
SANTA CATARINA;5258;73
SAO PAULO;5258;121
TOCANTINS;5258;2
AMAZONAS;5266;5
BAHIA;5266;6
CEARA;5266;5
DISTRITO FEDERAL;5266;1
GOIAS;5266;6
MATO GROSSO;5266;1
MATO GROSSO DO SUL;5266;1
MINAS GERAIS;5266;20
PARA;5266;2
PARAIBA;5266;1
PARANA;5266;20
RIO DE JANEIRO;5266;1
RIO GRANDE DO NORTE;5266;1
RIO GRANDE DO SUL;5266;4
RONDONIA;5266;4
RORAIMA;5266;1
SANTA CATARINA;5266;102
SAO PAULO;5266;106
SERGIPE;5266;1
TOCANTINS;5266;1
ALAGOAS;5274;8
AMAZONAS;5274;42
AMAPA;5274;7
BAHIA;5274;44
CEARA;5274;23
DISTRITO FEDERAL;5274;27
ESPIRITO SANTO;5274;35
GOIAS;5274;41
MARANHAO;5274;5
MATO GROSSO;5274;18
MATO GROSSO DO SUL;5274;11
MINAS GERAIS;5274;441
PARA;5274;21
PARAIBA;5274;27
PARANA;5274;566
PERNAMBUCO;5274;73
PIAUI;5274;27
RIO DE JANEIRO;5274;56
RIO GRANDE DO NORTE;5274;38
RIO GRANDE DO SUL;5274;95
RONDONIA;5274;30
RORAIMA;5274;1
SANTA CATARINA;5274;847
SAO PAULO;5274;236
SERGIPE;5274;13
TOCANTINS;5274;4
ACRE;5282;3
ALAGOAS;5282;4
AMAPA;5282;1
BAHIA;5282;20
CEARA;5282;8
DISTRITO FEDERAL;5282;5
ESPIRITO SANTO;5282;11
GOIAS;5282;9
MARANHAO;5282;2
MATO GROSSO;5282;1
MATO GROSSO DO SUL;5282;2
MINAS GERAIS;5282;38
PARA;5282;3
PARAIBA;5282;4
PARANA;5282;40
PERNAMBUCO;5282;5
PIAUI;5282;2
RIO DE JANEIRO;5282;4
RIO GRANDE DO NORTE;5282;4
RIO GRANDE DO SUL;5282;13
RONDONIA;5282;4
SANTA CATARINA;5282;75
SAO PAULO;5282;26
SERGIPE;5282;4
TOCANTINS;5282;1
ALAGOAS;5290;1
AMAZONAS;5290;1
BAHIA;5290;5
CEARA;5290;1
ESPIRITO SANTO;5290;5
GOIAS;5290;4
MATO GROSSO;5290;1
MATO GROSSO DO SUL;5290;1
MINAS GERAIS;5290;5
PARAIBA;5290;1
PARANA;5290;14
PERNAMBUCO;5290;3
RIO DE JANEIRO;5290;1
RIO GRANDE DO NORTE;5290;1
RIO GRANDE DO SUL;5290;5
RONDONIA;5290;1
SANTA CATARINA;5290;47
SAO PAULO;5290;13
ACRE;5304;1
BAHIA;5304;5
CEARA;5304;2
DISTRITO FEDERAL;5304;4
ESPIRITO SANTO;5304;8
GOIAS;5304;6
MARANHAO;5304;2
MINAS GERAIS;5304;22
PARAIBA;5304;8
PARANA;5304;22
PERNAMBUCO;5304;5
PIAUI;5304;1
RIO DE JANEIRO;5304;10
RIO GRANDE DO NORTE;5304;2
RIO GRANDE DO SUL;5304;12
RONDONIA;5304;1
SANTA CATARINA;5304;30
SAO PAULO;5304;16
GOIAS;5312;2
MINAS GERAIS;5312;1
PARA;5312;1
PERNAMBUCO;5312;1
RIO GRANDE DO SUL;5312;2
SANTA CATARINA;5312;7
SAO PAULO;5312;2
ALAGOAS;5320;2
BAHIA;5320;15
CEARA;5320;3
DISTRITO FEDERAL;5320;4
ESPIRITO SANTO;5320;12
GOIAS;5320;11
MATO GROSSO;5320;5
MATO GROSSO DO SUL;5320;5
MINAS GERAIS;5320;39
PARA;5320;4
PARAIBA;5320;4
PARANA;5320;58
PERNAMBUCO;5320;16
PIAUI;5320;4
RIO DE JANEIRO;5320;4
RIO GRANDE DO NORTE;5320;12
RIO GRANDE DO SUL;5320;12
RONDONIA;5320;2
SANTA CATARINA;5320;121
SAO PAULO;5320;23
MINAS GERAIS;5339;1
PARA;5339;1
ALAGOAS;5347;2
AMAZONAS;5347;1
BAHIA;5347;5
DISTRITO FEDERAL;5347;4
ESPIRITO SANTO;5347;8
GOIAS;5347;3
MARANHAO;5347;3
MATO GROSSO;5347;4
MATO GROSSO DO SUL;5347;5
MINAS GERAIS;5347;43
PARA;5347;3
PARAIBA;5347;6
PARANA;5347;59
PERNAMBUCO;5347;18
PIAUI;5347;6
RIO DE JANEIRO;5347;15
RIO GRANDE DO NORTE;5347;3
RIO GRANDE DO SUL;5347;26
RONDONIA;5347;4
SANTA CATARINA;5347;61
SAO PAULO;5347;29
SERGIPE;5347;2
TOCANTINS;5347;1
ALAGOAS;5355;1
AMAZONAS;5355;1
BAHIA;5355;6
CEARA;5355;3
DISTRITO FEDERAL;5355;2
ESPIRITO SANTO;5355;9
GOIAS;5355;13
MATO GROSSO;5355;10
MATO GROSSO DO SUL;5355;4
MINAS GERAIS;5355;16
PARA;5355;4
PARAIBA;5355;4
PARANA;5355;9
PERNAMBUCO;5355;2
PIAUI;5355;1
RIO DE JANEIRO;5355;7
RIO GRANDE DO NORTE;5355;4
RIO GRANDE DO SUL;5355;12
RONDONIA;5355;5
SANTA CATARINA;5355;13
SAO PAULO;5355;16
SERGIPE;5355;1
ESPIRITO SANTO;5363;1
MATO GROSSO;5363;1
MINAS GERAIS;5363;4
PARA;5363;1
PARANA;5363;3
RIO DE JANEIRO;5363;8
RIO GRANDE DO SUL;5363;2
SANTA CATARINA;5363;2
SAO PAULO;5363;2
ALAGOAS;5371;6
AMAZONAS;5371;13
AMAPA;5371;3
BAHIA;5371;25
CEARA;5371;13
DISTRITO FEDERAL;5371;21
ESPIRITO SANTO;5371;17
GOIAS;5371;51
MARANHAO;5371;7
MATO GROSSO;5371;26
MATO GROSSO DO SUL;5371;27
MINAS GERAIS;5371;149
PARA;5371;16
PARAIBA;5371;15
PARANA;5371;109
PERNAMBUCO;5371;24
PIAUI;5371;8
RIO DE JANEIRO;5371;26
RIO GRANDE DO NORTE;5371;14
RIO GRANDE DO SUL;5371;62
RONDONIA;5371;27
RORAIMA;5371;9
SANTA CATARINA;5371;131
SAO PAULO;5371;228
SERGIPE;5371;6
TOCANTINS;5371;4
ACRE;5380;1
ALAGOAS;5380;117
AMAZONAS;5380;101
AMAPA;5380;2
BAHIA;5380;62
CEARA;5380;34
DISTRITO FEDERAL;5380;22
ESPIRITO SANTO;5380;18
GOIAS;5380;9
MARANHAO;5380;6
MATO GROSSO;5380;9
MATO GROSSO DO SUL;5380;4
MINAS GERAIS;5380;464
PARA;5380;51
PARAIBA;5380;65
PARANA;5380;981
PERNAMBUCO;5380;20
PIAUI;5380;65
RIO DE JANEIRO;5380;810
RIO GRANDE DO NORTE;5380;52
RIO GRANDE DO SUL;5380;31
RONDONIA;5380;47
RORAIMA;5380;1
SANTA CATARINA;5380;563
SAO PAULO;5380;1362
SERGIPE;5380;4
TOCANTINS;5380;9
ALAGOAS;5398;1
AMAZONAS;5398;18
BAHIA;5398;4
CEARA;5398;2
DISTRITO FEDERAL;5398;4
ESPIRITO SANTO;5398;3
GOIAS;5398;1
MATO GROSSO;5398;1
MATO GROSSO DO SUL;5398;2
MINAS GERAIS;5398;62
PARA;5398;1
PARAIBA;5398;10
PARANA;5398;85
PIAUI;5398;3
RIO DE JANEIRO;5398;45
RIO GRANDE DO NORTE;5398;2
RIO GRANDE DO SUL;5398;8
RONDONIA;5398;2
SANTA CATARINA;5398;70
SAO PAULO;5398;96
ALAGOAS;5401;7
AMAZONAS;5401;29
BAHIA;5401;59
CEARA;5401;12
DISTRITO FEDERAL;5401;2
ESPIRITO SANTO;5401;4
GOIAS;5401;8
MATO GROSSO;5401;2
MINAS GERAIS;5401;122
PARA;5401;7
PARAIBA;5401;30
PARANA;5401;73
PIAUI;5401;4
RIO DE JANEIRO;5401;28
RIO GRANDE DO NORTE;5401;3
RIO GRANDE DO SUL;5401;19
RONDONIA;5401;6
SANTA CATARINA;5401;46
SAO PAULO;5401;165
SERGIPE;5401;1
ALAGOAS;5410;3
AMAZONAS;5410;444
BAHIA;5410;12
CEARA;5410;21
DISTRITO FEDERAL;5410;15
ESPIRITO SANTO;5410;10
GOIAS;5410;5
MARANHAO;5410;2
MATO GROSSO;5410;2
MATO GROSSO DO SUL;5410;2
MINAS GERAIS;5410;221
PARA;5410;53
PARAIBA;5410;29
PARANA;5410;285
PERNAMBUCO;5410;8
PIAUI;5410;10
RIO DE JANEIRO;5410;509
RIO GRANDE DO NORTE;5410;30
RIO GRANDE DO SUL;5410;13
RONDONIA;5410;6
RORAIMA;5410;2
SANTA CATARINA;5410;366
SAO PAULO;5410;378
TOCANTINS;5410;7
ACRE;5428;27
ALAGOAS;5428;37
AMAZONAS;5428;35
AMAPA;5428;6
BAHIA;5428;287
CEARA;5428;298
DISTRITO FEDERAL;5428;53
ESPIRITO SANTO;5428;298
GOIAS;5428;205
MARANHAO;5428;135
MATO GROSSO;5428;169
MATO GROSSO DO SUL;5428;141
MINAS GERAIS;5428;1558
PARA;5428;181
PARAIBA;5428;100
PARANA;5428;950
PERNAMBUCO;5428;820
PIAUI;5428;253
RIO DE JANEIRO;5428;1145
RIO GRANDE DO NORTE;5428;589
RIO GRANDE DO SUL;5428;286
RONDONIA;5428;356
RORAIMA;5428;24
SANTA CATARINA;5428;861
SAO PAULO;5428;1479
SERGIPE;5428;35
TOCANTINS;5428;73
ALAGOAS;5436;1
AMAZONAS;5436;1
BAHIA;5436;3
MINAS GERAIS;5436;42
PARANA;5436;2
RIO DE JANEIRO;5436;9
RIO GRANDE DO SUL;5436;2
SANTA CATARINA;5436;228
SAO PAULO;5436;33
TOCANTINS;5436;4
ACRE;5444;99
ALAGOAS;5444;170
AMAZONAS;5444;80
AMAPA;5444;32
BAHIA;5444;729
CEARA;5444;662
DISTRITO FEDERAL;5444;157
ESPIRITO SANTO;5444;237
GOIAS;5444;270
MARANHAO;5444;430
MATO GROSSO;5444;156
MATO GROSSO DO SUL;5444;98
MINAS GERAIS;5444;1370
PARA;5444;710
PARAIBA;5444;185
PARANA;5444;801
PERNAMBUCO;5444;1024
PIAUI;5444;254
RIO DE JANEIRO;5444;907
RIO GRANDE DO NORTE;5444;677
RIO GRANDE DO SUL;5444;530
RONDONIA;5444;227
RORAIMA;5444;107
SANTA CATARINA;5444;2711
SAO PAULO;5444;2534
SERGIPE;5444;77
TOCANTINS;5444;68
ACRE;5452;16
ALAGOAS;5452;620
AMAZONAS;5452;1122
AMAPA;5452;6
BAHIA;5452;523
CEARA;5452;251
DISTRITO FEDERAL;5452;305
ESPIRITO SANTO;5452;580
GOIAS;5452;174
MARANHAO;5452;71
MATO GROSSO;5452;104
MATO GROSSO DO SUL;5452;78
MINAS GERAIS;5452;4838
PARA;5452;669
PARAIBA;5452;1660
PARANA;5452;15417
