UF;COD_INFRACAO;QUANTIDADE
DISTRITO FEDERAL;5088;2
ESPIRITO SANTO;5088;1
GOIAS;5088;1
MARANHAO;5088;1
MATO GROSSO;5088;2
MATO GROSSO DO SUL;5088;4
MINAS GERAIS;5088;7
PARA;5088;3
PARANA;5088;25
PERNAMBUCO;5088;1
RIO DE JANEIRO;5088;4
RIO GRANDE DO SUL;5088;8
SANTA CATARINA;5088;5
SAO PAULO;5088;24
ACRE;5096;10
ALAGOAS;5096;4
AMAZONAS;5096;1
AMAPA;5096;2
BAHIA;5096;18
CEARA;5096;29
DISTRITO FEDERAL;5096;2
ESPIRITO SANTO;5096;5
GOIAS;5096;3
MARANHAO;5096;1
MATO GROSSO DO SUL;5096;10
MINAS GERAIS;5096;31
PARA;5096;6
PARAIBA;5096;2
PARANA;5096;50
PERNAMBUCO;5096;7
PIAUI;5096;2
RIO DE JANEIRO;5096;7
RIO GRANDE DO NORTE;5096;2
RIO GRANDE DO SUL;5096;18
SANTA CATARINA;5096;49
SAO PAULO;5096;83
SERGIPE;5096;1
TOCANTINS;5096;1
AMAZONAS;5100;1
BAHIA;5100;1
CEARA;5100;6
MATO GROSSO DO SUL;5100;1
MINAS GERAIS;5100;2
PARAIBA;5100;1
PARANA;5100;2
PIAUI;5100;1
RIO GRANDE DO NORTE;5100;1
SANTA CATARINA;5100;1
SAO PAULO;5100;6
ACRE;5118;980
ALAGOAS;5118;466
AMAZONAS;5118;133
AMAPA;5118;1204
BAHIA;5118;441
CEARA;5118;593
DISTRITO FEDERAL;5118;149
ESPIRITO SANTO;5118;688
GOIAS;5118;83
MARANHAO;5118;50
MATO GROSSO;5118;94
MATO GROSSO DO SUL;5118;533
MINAS GERAIS;5118;1337
PARA;5118;513
PARAIBA;5118;194
PARANA;5118;1767
PERNAMBUCO;5118;648
PIAUI;5118;60
RIO DE JANEIRO;5118;464
RIO GRANDE DO NORTE;5118;66
RIO GRANDE DO SUL;5118;491
RONDONIA;5118;110
RORAIMA;5118;19
SANTA CATARINA;5118;1007
SAO PAULO;5118;3246
SERGIPE;5118;44
TOCANTINS;5118;20
ACRE;5126;19
ALAGOAS;5126;5
AMAZONAS;5126;1
AMAPA;5126;10
BAHIA;5126;5
CEARA;5126;3
DISTRITO FEDERAL;5126;5
ESPIRITO SANTO;5126;43
GOIAS;5126;2
MATO GROSSO;5126;2
MATO GROSSO DO SUL;5126;4
MINAS GERAIS;5126;52
PARA;5126;6
PARAIBA;5126;2
PARANA;5126;52
PERNAMBUCO;5126;2
RIO DE JANEIRO;5126;14
RIO GRANDE DO NORTE;5126;1
RIO GRANDE DO SUL;5126;41
SANTA CATARINA;5126;68
SAO PAULO;5126;336
ACRE;5134;26
ALAGOAS;5134;7
AMAZONAS;5134;1
AMAPA;5134;50
BAHIA;5134;16
CEARA;5134;36
DISTRITO FEDERAL;5134;8
ESPIRITO SANTO;5134;14
GOIAS;5134;9
MARANHAO;5134;4
MATO GROSSO;5134;4
MATO GROSSO DO SUL;5134;14
MINAS GERAIS;5134;88
PARA;5134;7
PARAIBA;5134;9
PARANA;5134;55
PERNAMBUCO;5134;10
PIAUI;5134;5
RIO DE JANEIRO;5134;25
RIO GRANDE DO NORTE;5134;6
RIO GRANDE DO SUL;5134;41
RONDONIA;5134;3
RORAIMA;5134;2
SANTA CATARINA;5134;38
SAO PAULO;5134;194
SERGIPE;5134;3
TOCANTINS;5134;1
ACRE;5142;109
ALAGOAS;5142;6
AMAZONAS;5142;6
AMAPA;5142;138
BAHIA;5142;92
CEARA;5142;177
DISTRITO FEDERAL;5142;22
ESPIRITO SANTO;5142;59
GOIAS;5142;17
MARANHAO;5142;5
MATO GROSSO;5142;6
MATO GROSSO DO SUL;5142;79
MINAS GERAIS;5142;266
PARA;5142;14
PARAIBA;5142;15
PARANA;5142;231
PERNAMBUCO;5142;52
PIAUI;5142;5
RIO DE JANEIRO;5142;26
RIO GRANDE DO NORTE;5142;8
RIO GRANDE DO SUL;5142;88
RONDONIA;5142;14
RORAIMA;5142;1
SANTA CATARINA;5142;261
SAO PAULO;5142;780
SERGIPE;5142;8
TOCANTINS;5142;2
ACRE;5150;2
AMAZONAS;5150;5
AMAPA;5150;1
BAHIA;5150;5
CEARA;5150;62
DISTRITO FEDERAL;5150;1
GOIAS;5150;3
MATO GROSSO;5150;2
MATO GROSSO DO SUL;5150;3
MINAS GERAIS;5150;40
PARA;5150;1
PARAIBA;5150;7
PARANA;5150;3
PERNAMBUCO;5150;7
PIAUI;5150;2
RIO DE JANEIRO;5150;2
RIO GRANDE DO NORTE;5150;7
RIO GRANDE DO SUL;5150;20
SANTA CATARINA;5150;8
SAO PAULO;5150;37
SERGIPE;5150;5
ACRE;5169;14
ALAGOAS;5169;121
AMAZONAS;5169;132
AMAPA;5169;455
BAHIA;5169;134
CEARA;5169;34
DISTRITO FEDERAL;5169;577
ESPIRITO SANTO;5169;119
GOIAS;5169;273
MARANHAO;5169;88
MATO GROSSO;5169;351
MATO GROSSO DO SUL;5169;241
MINAS GERAIS;5169;1753
PARA;5169;295
PARAIBA;5169;42
PARANA;5169;516
PERNAMBUCO;5169;269
PIAUI;5169;28
RIO DE JANEIRO;5169;214
RIO GRANDE DO NORTE;5169;61
RIO GRANDE DO SUL;5169;180
RONDONIA;5169;155
RORAIMA;5169;97
SANTA CATARINA;5169;222
SAO PAULO;5169;1587
SERGIPE;5169;59
TOCANTINS;5169;25
ACRE;5177;74
ALAGOAS;5177;2
AMAPA;5177;21
DISTRITO FEDERAL;5177;6
ESPIRITO SANTO;5177;1
GOIAS;5177;3
MARANHAO;5177;1
MATO GROSSO;5177;1
MATO GROSSO DO SUL;5177;4
MINAS GERAIS;5177;59
PARA;5177;4
PARAIBA;5177;1
PARANA;5177;39
PERNAMBUCO;5177;4
RIO DE JANEIRO;5177;3
RIO GRANDE DO NORTE;5177;1
RIO GRANDE DO SUL;5177;10
RONDONIA;5177;1
SANTA CATARINA;5177;4
SAO PAULO;5177;52
ACRE;5185;1356
ALAGOAS;5185;1179
AMAZONAS;5185;7459
AMAPA;5185;877
BAHIA;5185;9926
CEARA;5185;2441
DISTRITO FEDERAL;5185;18116
ESPIRITO SANTO;5185;2217
GOIAS;5185;7602
MARANHAO;5185;3570
MATO GROSSO;5185;3360
MATO GROSSO DO SUL;5185;3808
MINAS GERAIS;5185;14197
PARA;5185;3138
PARAIBA;5185;2968
PARANA;5185;12999
PERNAMBUCO;5185;3781
PIAUI;5185;680
RIO DE JANEIRO;5185;17685
RIO GRANDE DO NORTE;5185;2359
RIO GRANDE DO SUL;5185;4493
RONDONIA;5185;343
RORAIMA;5185;399
SANTA CATARINA;5185;11185
SAO PAULO;5185;82135
SERGIPE;5185;370
TOCANTINS;5185;238
ACRE;5193;113
ALAGOAS;5193;187
AMAZONAS;5193;156
AMAPA;5193;76
BAHIA;5193;352
CEARA;5193;199
DISTRITO FEDERAL;5193;412
ESPIRITO SANTO;5193;160
GOIAS;5193;436
MARANHAO;5193;290
MATO GROSSO;5193;470
MATO GROSSO DO SUL;5193;241
MINAS GERAIS;5193;898
PARA;5193;450
PARAIBA;5193;127
PARANA;5193;1152
PERNAMBUCO;5193;260
PIAUI;5193;55
RIO DE JANEIRO;5193;1278
RIO GRANDE DO NORTE;5193;87
RIO GRANDE DO SUL;5193;410
RONDONIA;5193;74
RORAIMA;5193;23
SANTA CATARINA;5193;569
SAO PAULO;5193;3440
SERGIPE;5193;55
TOCANTINS;5193;30
ACRE;5207;107
ALAGOAS;5207;433
AMAZONAS;5207;80
AMAPA;5207;22
BAHIA;5207;549
CEARA;5207;149
DISTRITO FEDERAL;5207;3152
ESPIRITO SANTO;5207;221
GOIAS;5207;1558
MARANHAO;5207;78
MATO GROSSO;5207;66
MATO GROSSO DO SUL;5207;114
MINAS GERAIS;5207;754
PARA;5207;77
PARAIBA;5207;82
PARANA;5207;312
PERNAMBUCO;5207;343
PIAUI;5207;34
RIO DE JANEIRO;5207;779
RIO GRANDE DO NORTE;5207;116
RIO GRANDE DO SUL;5207;211
RONDONIA;5207;34
RORAIMA;5207;7
SANTA CATARINA;5207;566
SAO PAULO;5207;4507
SERGIPE;5207;33
TOCANTINS;5207;35
ALAGOAS;5215;20
AMAZONAS;5215;61
AMAPA;5215;9
BAHIA;5215;177
CEARA;5215;31
DISTRITO FEDERAL;5215;32
ESPIRITO SANTO;5215;41
GOIAS;5215;64
MARANHAO;5215;55
MATO GROSSO;5215;21
MATO GROSSO DO SUL;5215;16
MINAS GERAIS;5215;213
PARA;5215;117
PARAIBA;5215;29
PARANA;5215;100
PERNAMBUCO;5215;62
PIAUI;5215;1
RIO DE JANEIRO;5215;537
RIO GRANDE DO NORTE;5215;16
RIO GRANDE DO SUL;5215;26
RONDONIA;5215;9
RORAIMA;5215;6
SANTA CATARINA;5215;50
SAO PAULO;5215;977
SERGIPE;5215;16
TOCANTINS;5215;4
AMAZONAS;5223;1
BAHIA;5223;4
CEARA;5223;4
DISTRITO FEDERAL;5223;3
ESPIRITO SANTO;5223;1
GOIAS;5223;4
MARANHAO;5223;2
MINAS GERAIS;5223;10
PARA;5223;1
PARAIBA;5223;1
PARANA;5223;5
PERNAMBUCO;5223;6
PIAUI;5223;2
RIO DE JANEIRO;5223;4
RIO GRANDE DO SUL;5223;6
SANTA CATARINA;5223;4
SAO PAULO;5223;3
ACRE;5231;4
ALAGOAS;5231;9
AMAZONAS;5231;2
AMAPA;5231;2
BAHIA;5231;7
CEARA;5231;4
DISTRITO FEDERAL;5231;62
ESPIRITO SANTO;5231;15
GOIAS;5231;35
MARANHAO;5231;6
MATO GROSSO;5231;6
MATO GROSSO DO SUL;5231;4
MINAS GERAIS;5231;55
PARA;5231;5
PARAIBA;5231;2
PARANA;5231;57
PERNAMBUCO;5231;22
RIO DE JANEIRO;5231;35
RIO GRANDE DO NORTE;5231;4
RIO GRANDE DO SUL;5231;21
SANTA CATARINA;5231;57
SAO PAULO;5231;181
SERGIPE;5231;3
TOCANTINS;5231;3
ALAGOAS;5240;7
AMAZONAS;5240;2
BAHIA;5240;4
CEARA;5240;2
DISTRITO FEDERAL;5240;1
ESPIRITO SANTO;5240;1
MARANHAO;5240;1
MATO GROSSO DO SUL;5240;1
MINAS GERAIS;5240;8
PARA;5240;11
PARANA;5240;11
PERNAMBUCO;5240;2
RIO DE JANEIRO;5240;9
RIO GRANDE DO SUL;5240;2
RORAIMA;5240;1
SANTA CATARINA;5240;8
SAO PAULO;5240;36
ACRE;5258;1
ALAGOAS;5258;5
AMAZONAS;5258;1
BAHIA;5258;14
CEARA;5258;1
DISTRITO FEDERAL;5258;6
ESPIRITO SANTO;5258;6
GOIAS;5258;21
MARANHAO;5258;7
MATO GROSSO;5258;12
MATO GROSSO DO SUL;5258;7
MINAS GERAIS;5258;43
PARA;5258;9
PERNAMBUCO;5258;3
RIO DE JANEIRO;5258;41
SANTA CATARINA;5258;13
SAO PAULO;5258;150
SERGIPE;5258;1
ALAGOAS;5266;3
BAHIA;5266;53
CEARA;5266;2
GOIAS;5266;3
MATO GROSSO DO SUL;5266;1
MINAS GERAIS;5266;14
PARA;5266;1
PARANA;5266;13
PERNAMBUCO;5266;2
RIO DE JANEIRO;5266;53
RIO GRANDE DO SUL;5266;4
SANTA CATARINA;5266;2
SAO PAULO;5266;95
ALAGOAS;5274;118
AMAZONAS;5274;10
AMAPA;5274;104
BAHIA;5274;280
CEARA;5274;53
DISTRITO FEDERAL;5274;54
ESPIRITO SANTO;5274;65
GOIAS;5274;117
MARANHAO;5274;69
MATO GROSSO;5274;66
MATO GROSSO DO SUL;5274;64
MINAS GERAIS;5274;347
PARA;5274;61
PARAIBA;5274;40
PARANA;5274;341
PERNAMBUCO;5274;241
PIAUI;5274;4
RIO DE JANEIRO;5274;135
RIO GRANDE DO NORTE;5274;27
RIO GRANDE DO SUL;5274;84
RONDONIA;5274;14
RORAIMA;5274;48
SANTA CATARINA;5274;217
SAO PAULO;5274;1443
SERGIPE;5274;21
TOCANTINS;5274;1
ALAGOAS;5282;2
AMAPA;5282;13
BAHIA;5282;5
CEARA;5282;3
DISTRITO FEDERAL;5282;4
ESPIRITO SANTO;5282;11
GOIAS;5282;4
MARANHAO;5282;1
MATO GROSSO DO SUL;5282;3
MINAS GERAIS;5282;37
PARA;5282;2
PARAIBA;5282;1
PARANA;5282;13
PERNAMBUCO;5282;4
PIAUI;5282;1
RIO DE JANEIRO;5282;5
RIO GRANDE DO NORTE;5282;1
RIO GRANDE DO SUL;5282;1
RORAIMA;5282;13
SANTA CATARINA;5282;12
SAO PAULO;5282;19
SERGIPE;5282;2
AMAPA;5290;1
BAHIA;5290;1
CEARA;5290;2
DISTRITO FEDERAL;5290;1
ESPIRITO SANTO;5290;7
MATO GROSSO DO SUL;5290;1
MINAS GERAIS;5290;5
PARA;5290;1
PARANA;5290;3
PIAUI;5290;1
RIO DE JANEIRO;5290;1
RIO GRANDE DO NORTE;5290;1
RIO GRANDE DO SUL;5290;2
RORAIMA;5290;3
SANTA CATARINA;5290;7
SAO PAULO;5290;6
SERGIPE;5290;1
AMAPA;5304;1
CEARA;5304;3
DISTRITO FEDERAL;5304;1
ESPIRITO SANTO;5304;4
GOIAS;5304;1
MATO GROSSO DO SUL;5304;1
MINAS GERAIS;5304;15
PARAIBA;5304;2
PARANA;5304;2
PIAUI;5304;1
RIO DE JANEIRO;5304;2
RIO GRANDE DO SUL;5304;1
SANTA CATARINA;5304;6
SAO PAULO;5304;13
AMAPA;5312;5
BAHIA;5312;1
SAO PAULO;5312;2
ALAGOAS;5320;3
BAHIA;5320;2
DISTRITO FEDERAL;5320;1
ESPIRITO SANTO;5320;5
GOIAS;5320;3
MATO GROSSO DO SUL;5320;4
MINAS GERAIS;5320;13
PARAIBA;5320;3
PARANA;5320;15
PERNAMBUCO;5320;2
RIO DE JANEIRO;5320;1
RIO GRANDE DO NORTE;5320;4
RIO GRANDE DO SUL;5320;1
SANTA CATARINA;5320;14
SAO PAULO;5320;7
PARANA;5339;1
RIO DE JANEIRO;5339;1
ACRE;5347;1
ALAGOAS;5347;1
AMAPA;5347;1
BAHIA;5347;6
DISTRITO FEDERAL;5347;2
ESPIRITO SANTO;5347;4
GOIAS;5347;7
MATO GROSSO;5347;3
MATO GROSSO DO SUL;5347;1
MINAS GERAIS;5347;20
PARAIBA;5347;8
PARANA;5347;22
PERNAMBUCO;5347;1
PIAUI;5347;1
RIO DE JANEIRO;5347;7
RIO GRANDE DO SUL;5347;14
SANTA CATARINA;5347;14
SAO PAULO;5347;22
TOCANTINS;5347;1
ACRE;5355;1
AMAZONAS;5355;1
ESPIRITO SANTO;5355;1
MARANHAO;5355;1
MATO GROSSO;5355;1
MINAS GERAIS;5355;3
PARA;5355;2
PARANA;5355;2
PERNAMBUCO;5355;1
RORAIMA;5355;1
SANTA CATARINA;5355;2
SAO PAULO;5355;6
TOCANTINS;5355;1
ALAGOAS;5363;1
AMAZONAS;5363;2
MARANHAO;5363;3
MINAS GERAIS;5363;1
PARA;5363;1
PARANA;5363;1
RIO DE JANEIRO;5363;1
SANTA CATARINA;5363;2
SAO PAULO;5363;9
ALAGOAS;5371;2
AMAZONAS;5371;9
AMAPA;5371;2
BAHIA;5371;12
CEARA;5371;6
DISTRITO FEDERAL;5371;33
ESPIRITO SANTO;5371;3
GOIAS;5371;11
MARANHAO;5371;6
MATO GROSSO;5371;4
MATO GROSSO DO SUL;5371;1
MINAS GERAIS;5371;44
PARA;5371;3
PARAIBA;5371;5
PARANA;5371;26
PERNAMBUCO;5371;4
PIAUI;5371;2
RIO DE JANEIRO;5371;11
RIO GRANDE DO NORTE;5371;6
RIO GRANDE DO SUL;5371;16
RONDONIA;5371;3
RORAIMA;5371;1
SANTA CATARINA;5371;27
SAO PAULO;5371;189
SERGIPE;5371;1
TOCANTINS;5371;1
ACRE;5380;75
ALAGOAS;5380;113
AMAZONAS;5380;124
AMAPA;5380;5
BAHIA;5380;441
CEARA;5380;734
DISTRITO FEDERAL;5380;351
ESPIRITO SANTO;5380;138
GOIAS;5380;878
MARANHAO;5380;187
MATO GROSSO;5380;69
MATO GROSSO DO SUL;5380;113
MINAS GERAIS;5380;640
PARA;5380;246
PARAIBA;5380;311
PARANA;5380;293
PERNAMBUCO;5380;242
PIAUI;5380;51
RIO DE JANEIRO;5380;2365
RIO GRANDE DO NORTE;5380;208
RIO GRANDE DO SUL;5380;109
RONDONIA;5380;9
RORAIMA;5380;4
SANTA CATARINA;5380;211
SAO PAULO;5380;2153
SERGIPE;5380;46
TOCANTINS;5380;16
ACRE;5398;17
ALAGOAS;5398;6
AMAZONAS;5398;10
AMAPA;5398;2
BAHIA;5398;40
CEARA;5398;14
DISTRITO FEDERAL;5398;6
ESPIRITO SANTO;5398;6
GOIAS;5398;20
MARANHAO;5398;18
MATO GROSSO;5398;5
MATO GROSSO DO SUL;5398;13
MINAS GERAIS;5398;51
PARA;5398;6
PARAIBA;5398;13
PARANA;5398;19
PERNAMBUCO;5398;9
PIAUI;5398;3
RIO DE JANEIRO;5398;45
RIO GRANDE DO NORTE;5398;26
RIO GRANDE DO SUL;5398;25
RORAIMA;5398;3
SANTA CATARINA;5398;30
SAO PAULO;5398;132
SERGIPE;5398;1
TOCANTINS;5398;1
ACRE;5401;82
ALAGOAS;5401;7
AMAZONAS;5401;74
AMAPA;5401;29
BAHIA;5401;192
CEARA;5401;159
DISTRITO FEDERAL;5401;20
ESPIRITO SANTO;5401;29
GOIAS;5401;49
MARANHAO;5401;42
MATO GROSSO;5401;10
MATO GROSSO DO SUL;5401;21
MINAS GERAIS;5401;200
PARA;5401;47
PARAIBA;5401;84
PARANA;5401;44
PERNAMBUCO;5401;33
PIAUI;5401;15
RIO DE JANEIRO;5401;99
RIO GRANDE DO NORTE;5401;101
RIO GRANDE DO SUL;5401;38
RONDONIA;5401;2
SANTA CATARINA;5401;28
SAO PAULO;5401;257
SERGIPE;5401;30
TOCANTINS;5401;5
ACRE;5410;23
ALAGOAS;5410;25
AMAZONAS;5410;131
AMAPA;5410;4
BAHIA;5410;744
CEARA;5410;448
DISTRITO FEDERAL;5410;1391
ESPIRITO SANTO;5410;115
GOIAS;5410;198
MARANHAO;5410;90
MATO GROSSO;5410;46
MATO GROSSO DO SUL;5410;36
MINAS GERAIS;5410;260
PARA;5410;79
PARAIBA;5410;144
PARANA;5410;109
PERNAMBUCO;5410;60
PIAUI;5410;33
RIO DE JANEIRO;5410;946
RIO GRANDE DO NORTE;5410;303
RIO GRANDE DO SUL;5410;36
RONDONIA;5410;4
RORAIMA;5410;13
SANTA CATARINA;5410;86
SAO PAULO;5410;388
SERGIPE;5410;12
TOCANTINS;5410;3
ACRE;5428;14
ALAGOAS;5428;22
AMAZONAS;5428;4
AMAPA;5428;70
BAHIA;5428;97
CEARA;5428;33
DISTRITO FEDERAL;5428;529
ESPIRITO SANTO;5428;100
GOIAS;5428;114
MARANHAO;5428;9
MATO GROSSO;5428;33
MATO GROSSO DO SUL;5428;30
MINAS GERAIS;5428;222
PARA;5428;349
PARAIBA;5428;25
PARANA;5428;175
PERNAMBUCO;5428;158
PIAUI;5428;21
RIO DE JANEIRO;5428;200
RIO GRANDE DO NORTE;5428;18
RIO GRANDE DO SUL;5428;36
RONDONIA;5428;14
RORAIMA;5428;3
SANTA CATARINA;5428;119
SAO PAULO;5428;332
SERGIPE;5428;3
TOCANTINS;5428;6
BAHIA;5436;3
DISTRITO FEDERAL;5436;2
ESPIRITO SANTO;5436;2
GOIAS;5436;1
MARANHAO;5436;2
MATO GROSSO DO SUL;5436;3
MINAS GERAIS;5436;34
PARA;5436;3
PARANA;5436;1
PERNAMBUCO;5436;6
RIO DE JANEIRO;5436;17
RIO GRANDE DO NORTE;5436;1
SANTA CATARINA;5436;14
SAO PAULO;5436;29
ACRE;5444;3
ALAGOAS;5444;119
AMAZONAS;5444;2
AMAPA;5444;10
BAHIA;5444;59
CEARA;5444;95
DISTRITO FEDERAL;5444;513
ESPIRITO SANTO;5444;72
GOIAS;5444;87
MARANHAO;5444;14
MATO GROSSO;5444;7
MATO GROSSO DO SUL;5444;4
MINAS GERAIS;5444;154
PARA;5444;46
PARAIBA;5444;21
PARANA;5444;74
PERNAMBUCO;5444;172
PIAUI;5444;18
RIO DE JANEIRO;5444;248
RIO GRANDE DO NORTE;5444;12
RIO GRANDE DO SUL;5444;66
RONDONIA;5444;4
RORAIMA;5444;4
SANTA CATARINA;5444;247
SAO PAULO;5444;638
SERGIPE;5444;13
TOCANTINS;5444;27
ACRE;5452;461
ALAGOAS;5452;376
AMAZONAS;5452;1064
AMAPA;5452;82
BAHIA;5452;6544
CEARA;5452;6761
DISTRITO FEDERAL;5452;4615
ESPIRITO SANTO;5452;2154
GOIAS;5452;5223
MARANHAO;5452;970
MATO GROSSO;5452;561
MATO GROSSO DO SUL;5452;1131
MINAS GERAIS;5452;5633
PARA;5452;845
PARAIBA;5452;1942
PARANA;5452;4865
PERNAMBUCO;5452;2654
PIAUI;5452;422
RIO DE JANEIRO;5452;20318
RIO GRANDE DO NORTE;5452;2054
RIO GRANDE DO SUL;5452;955
RONDONIA;5452;66
RORAIMA;5452;96
SANTA CATARINA;5452;2026
SAO PAULO;5452;14809
SERGIPE;5452;285
TOCANTINS;5452;101
ACRE;5460;25
ALAGOAS;5460;33
AMAZONAS;5460;50
AMAPA;5460;6
BAHIA;5460;215
CEARA;5460;82
DISTRITO FEDERAL;5460;72
ESPIRITO SANTO;5460;184
GOIAS;5460;162
MARANHAO;5460;84
MATO GROSSO;5460;63
MATO GROSSO DO SUL;5460;86
MINAS GERAIS;5460;664
PARA;5460;48
PARAIBA;5460;83
PARANA;5460;765
PERNAMBUCO;5460;162
PIAUI;5460;23
RIO DE JANEIRO;5460;1027
RIO GRANDE DO NORTE;5460;104
RIO GRANDE DO SUL;5460;318
RONDONIA;5460;6
RORAIMA;5460;11
SANTA CATARINA;5460;376
SAO PAULO;5460;2055
SERGIPE;5460;43
TOCANTINS;5460;13
ACRE;5479;23
ALAGOAS;5479;95
AMAZONAS;5479;121
AMAPA;5479;8
BAHIA;5479;304
CEARA;5479;235
DISTRITO FEDERAL;5479;820
