UF;Cod_Infracao;Quantidade
ACRE;5002;1
ALAGOAS;5002;5
AMAZONAS;5002;5
BAHIA;5002;23
CEARA;5002;9
DISTRITO FEDERAL;5002;12
ESPIRITO SANTO;5002;29
GOIAS;5002;23
MARANHAO;5002;12
MATO GROSSO;5002;39
MATO GROSSO DO SUL;5002;89
MINAS GERAIS;5002;536
PARA;5002;16
PARAIBA;5002;1
PARANA;5002;435
PERNAMBUCO;5002;17
PIAUI;5002;2
RIO DE JANEIRO;5002;81
RIO GRANDE DO NORTE;5002;4
RIO GRANDE DO SUL;5002;1709
RONDONIA;5002;3
SANTA CATARINA;5002;180
SAO PAULO;5002;4715
SERGIPE;5002;6
TOCANTINS;5002;5
ALAGOAS;5010;576
AMAZONAS;5010;11
AMAPA;5010;11
BAHIA;5010;186
CEARA;5010;159
DISTRITO FEDERAL;5010;10
ESPIRITO SANTO;5010;9
GOIAS;5010;11
MARANHAO;5010;9
MATO GROSSO;5010;24
MATO GROSSO DO SUL;5010;57
MINAS GERAIS;5010;12876
PARA;5010;16
PARAIBA;5010;13
PARANA;5010;871
PERNAMBUCO;5010;103
PIAUI;5010;2
RIO DE JANEIRO;5010;15
RIO GRANDE DO NORTE;5010;6
RIO GRANDE DO SUL;5010;4297
RONDONIA;5010;4
RORAIMA;5010;27
SANTA CATARINA;5010;633
SAO PAULO;5010;195
SERGIPE;5010;341
TOCANTINS;5010;36
ALAGOAS;5029;7
AMAPA;5029;1
BAHIA;5029;1
CEARA;5029;1
GOIAS;5029;1
MATO GROSSO;5029;1
MATO GROSSO DO SUL;5029;5
MINAS GERAIS;5029;380
PARANA;5029;81
RIO DE JANEIRO;5029;4
RIO GRANDE DO SUL;5029;857
SANTA CATARINA;5029;40
SAO PAULO;5029;46
SERGIPE;5029;5
ALAGOAS;5037;17
AMAPA;5037;2
BAHIA;5037;3
CEARA;5037;5
DISTRITO FEDERAL;5037;2
ESPIRITO SANTO;5037;3
GOIAS;5037;1
MATO GROSSO;5037;2
MATO GROSSO DO SUL;5037;6
MINAS GERAIS;5037;1196
PARA;5037;3
PARANA;5037;43
PERNAMBUCO;5037;2
RIO DE JANEIRO;5037;1
RIO GRANDE DO NORTE;5037;2
RIO GRANDE DO SUL;5037;362
RONDONIA;5037;1
RORAIMA;5037;1
SANTA CATARINA;5037;19
SAO PAULO;5037;22
SERGIPE;5037;13
ALAGOAS;5045;73
AMAZONAS;5045;1
AMAPA;5045;1
BAHIA;5045;27
CEARA;5045;23
DISTRITO FEDERAL;5045;11
ESPIRITO SANTO;5045;4
GOIAS;5045;6
MARANHAO;5045;2
MATO GROSSO;5045;4
MATO GROSSO DO SUL;5045;17
MINAS GERAIS;5045;1391
PARA;5045;10
PARAIBA;5045;1
PARANA;5045;288
PERNAMBUCO;5045;6
PIAUI;5045;1
RIO DE JANEIRO;5045;7
RIO GRANDE DO NORTE;5045;2
RIO GRANDE DO SUL;5045;878
RONDONIA;5045;1
RORAIMA;5045;5
SANTA CATARINA;5045;179
SAO PAULO;5045;100
SERGIPE;5045;46
TOCANTINS;5045;8
ALAGOAS;5053;17
AMAZONAS;5053;3
