Cod_Infracao;UF;Quantidade
5045;ESPIRITO SANTO;472
5045;GOIAS;1825
5045;MARANHAO;170
5045;MATO GROSSO;345
5045;MATO GROSSO DO SUL;426
5045;MINAS GERAIS;2500
5045;PARA;356
5045;PARAIBA;177
5045;PARANA;800
5045;PERNAMBUCO;484
5045;PIAUI;139
5045;RIO DE JANEIRO;861
5045;RIO GRANDE DO NORTE;149
5045;RIO GRANDE DO SUL;3656
5045;RONDONIA;257
5045;RORAIMA;57
5045;SANTA CATARINA;1556
5045;SAO PAULO;6349
5045;SERGIPE;206
5045;TOCANTINS;136
5053;ACRE;9
5053;ALAGOAS;18
5053;AMAZONAS;37
5053;AMAPA;4
5053;BAHIA;461
5053;CEARA;352
5053;DISTRITO FEDERAL;48
5053;ESPIRITO SANTO;27
5053;GOIAS;407
5053;MARANHAO;6
5053;MATO GROSSO;36
5053;MATO GROSSO DO SUL;30
5053;MINAS GERAIS;264
5053;PARA;57
5053;PARAIBA;42
5053;PARANA;76
5053;PERNAMBUCO;102
5053;PIAUI;26
5053;RIO DE JANEIRO;46
5053;RIO GRANDE DO NORTE;29
5053;RIO GRANDE DO SUL;206
5053;RONDONIA;6
5053;RORAIMA;3
5053;SANTA CATARINA;154
5053;SAO PAULO;285
5053;SERGIPE;18
5053;TOCANTINS;17
5061;ACRE;13
5061;ALAGOAS;7
5061;AMAZONAS;10
5061;AMAPA;3
5061;BAHIA;321
5061;CEARA;76
5061;DISTRITO FEDERAL;42
5061;ESPIRITO SANTO;37
5061;GOIAS;26
5061;MARANHAO;8
5061;MATO GROSSO;32
5061;MATO GROSSO DO SUL;21
5061;MINAS GERAIS;145
5061;PARA;26
5061;PARAIBA;24
5061;PARANA;89
5061;PERNAMBUCO;31
5061;PIAUI;8
5061;RIO DE JANEIRO;54
5061;RIO GRANDE DO NORTE;13
5061;RIO GRANDE DO SUL;137
5061;RONDONIA;28
5061;RORAIMA;4
5061;SANTA CATARINA;112
5061;SAO PAULO;383
5061;SERGIPE;14
5061;TOCANTINS;6
5070;BAHIA;1
5070;CEARA;1
5070;ESPIRITO SANTO;1
5070;MATO GROSSO DO SUL;3
5070;MINAS GERAIS;6
5070;PARANA;16
5070;PERNAMBUCO;1
5070;RIO DE JANEIRO;1
5070;RIO GRANDE DO SUL;28
5070;SANTA CATARINA;20
5070;SAO PAULO;15
5088;ACRE;1
5088;BAHIA;14
5088;CEARA;9
5088;ESPIRITO SANTO;1
5088;GOIAS;4
5088;MATO GROSSO;1
5088;MATO GROSSO DO SUL;3
5088;MINAS GERAIS;15
5088;PARA;1
5088;PARAIBA;1
5088;PARANA;7
5088;PERNAMBUCO;2
5088;RIO DE JANEIRO;3
5088;RIO GRANDE DO NORTE;1
5088;RIO GRANDE DO SUL;44
5088;RONDONIA;1
5088;RORAIMA;1
5088;SANTA CATARINA;6
5088;SAO PAULO;21
5096;ACRE;2
5096;AMAZONAS;1
5096;AMAPA;1
5096;BAHIA;39
5096;CEARA;77
5096;DISTRITO FEDERAL;5
5096;ESPIRITO SANTO;5
5096;GOIAS;15
5096;MARANHAO;3
5096;MATO GROSSO;5
5096;MATO GROSSO DO SUL;10
5096;MINAS GERAIS;21
5096;PARA;6
5096;PARAIBA;4
5096;PARANA;33
5096;PERNAMBUCO;14
5096;PIAUI;4
5096;RIO DE JANEIRO;15
5096;RIO GRANDE DO NORTE;2
5096;RIO GRANDE DO SUL;213
5096;RONDONIA;3
5096;RORAIMA;2
5096;SANTA CATARINA;65
5096;SAO PAULO;141
5096;SERGIPE;3
5096;TOCANTINS;1
5100;BAHIA;2
5100;CEARA;30
5100;GOIAS;1
5100;MINAS GERAIS;1
5100;PARA;1
5100;PARAIBA;1
5100;PARANA;1
5100;PERNAMBUCO;3
5100;PIAUI;1
5100;RIO GRANDE DO NORTE;2
5100;RIO GRANDE DO SUL;4
5100;SANTA CATARINA;3
5100;SAO PAULO;4
5118;ACRE;246
5118;ALAGOAS;88
5118;AMAZONAS;257
5118;AMAPA;113
5118;BAHIA;646
5118;CEARA;1550
5118;DISTRITO FEDERAL;131
5118;ESPIRITO SANTO;663
5118;GOIAS;134
5118;MARANHAO;102
5118;MATO GROSSO;84
5118;MATO GROSSO DO SUL;449
5118;MINAS GERAIS;1516
5118;PARA;318
5118;PARAIBA;212
5118;PARANA;1747
5118;PERNAMBUCO;354
5118;PIAUI;75
5118;RIO DE JANEIRO;460
5118;RIO GRANDE DO NORTE;122
5118;RIO GRANDE DO SUL;1809
5118;RONDONIA;321
5118;RORAIMA;46
5118;SANTA CATARINA;1490
5118;SAO PAULO;3126
5118;SERGIPE;125
5118;TOCANTINS;29
5126;ALAGOAS;1
5126;AMAZONAS;3
5126;AMAPA;3
5126;BAHIA;2
5126;CEARA;12
5126;DISTRITO FEDERAL;5
5126;ESPIRITO SANTO;21
5126;MARANHAO;3
5126;MATO GROSSO DO SUL;19
5126;MINAS GERAIS;52
5126;PARA;3
5126;PARAIBA;1
5126;PARANA;121
5126;PERNAMBUCO;4
5126;RIO DE JANEIRO;16
5126;RIO GRANDE DO NORTE;1
5126;RIO GRANDE DO SUL;148
5126;RONDONIA;4
5126;SANTA CATARINA;162
5126;SAO PAULO;115
5126;SERGIPE;1
5134;ACRE;3
5134;ALAGOAS;5
5134;AMAZONAS;1
5134;AMAPA;6
5134;BAHIA;28
5134;CEARA;61
5134;DISTRITO FEDERAL;4
5134;ESPIRITO SANTO;24
5134;GOIAS;9
5134;MARANHAO;2
5134;MATO GROSSO;11
5134;MATO GROSSO DO SUL;12
5134;MINAS GERAIS;121
5134;PARA;6
5134;PARAIBA;6
5134;PARANA;66
5134;PERNAMBUCO;11
5134;PIAUI;7
5134;RIO DE JANEIRO;32
5134;RIO GRANDE DO NORTE;8
5134;RIO GRANDE DO SUL;149
5134;RONDONIA;2
5134;RORAIMA;3
5134;SANTA CATARINA;48
5134;SAO PAULO;180
5134;SERGIPE;7
5134;TOCANTINS;2
5142;ACRE;84
5142;ALAGOAS;8
5142;AMAZONAS;11
5142;AMAPA;31
5142;BAHIA;186
5142;CEARA;420
5142;DISTRITO FEDERAL;46
5142;ESPIRITO SANTO;127
5142;GOIAS;37
5142;MARANHAO;13
5142;MATO GROSSO;12
5142;MATO GROSSO DO SUL;81
5142;MINAS GERAIS;295
5142;PARA;37
5142;PARAIBA;30
5142;PARANA;259
5142;PERNAMBUCO;53
5142;PIAUI;32
5142;RIO DE JANEIRO;93
5142;RIO GRANDE DO NORTE;37
5142;RIO GRANDE DO SUL;414
5142;RONDONIA;85
5142;RORAIMA;5
5142;SANTA CATARINA;339
5142;SAO PAULO;1174
5142;SERGIPE;43
5142;TOCANTINS;4
5150;ACRE;1
5150;ALAGOAS;2
5150;AMAPA;1
5150;BAHIA;8
5150;CEARA;166
5150;ESPIRITO SANTO;6
5150;GOIAS;5
5150;MARANHAO;3
5150;MATO GROSSO DO SUL;1
5150;MINAS GERAIS;37
5150;PARA;4
5150;PARAIBA;9
5150;PARANA;13
5150;PERNAMBUCO;12
5150;PIAUI;4
5150;RIO DE JANEIRO;12
5150;RIO GRANDE DO NORTE;9
5150;RIO GRANDE DO SUL;76
5150;SANTA CATARINA;22
5150;SAO PAULO;43
5150;SERGIPE;2
5150;TOCANTINS;1
5169;ACRE;136
5169;ALAGOAS;33
5169;AMAZONAS;146
5169;AMAPA;26
5169;BAHIA;122
5169;CEARA;53
5169;DISTRITO FEDERAL;94
5169;ESPIRITO SANTO;107
5169;GOIAS;265
5169;MARANHAO;55
5169;MATO GROSSO;639
5169;MATO GROSSO DO SUL;207
5169;MINAS GERAIS;2054
5169;PARA;235
5169;PARAIBA;47
5169;PARANA;564
5169;PERNAMBUCO;172
5169;PIAUI;22
5169;RIO DE JANEIRO;67
5169;RIO GRANDE DO NORTE;95
5169;RIO GRANDE DO SUL;426
5169;RONDONIA;478
5169;RORAIMA;12
5169;SANTA CATARINA;265
5169;SAO PAULO;1335
5169;SERGIPE;45
5169;TOCANTINS;23
5177;ACRE;16
5177;ALAGOAS;1
5177;BAHIA;5
5177;CEARA;2
5177;DISTRITO FEDERAL;1
5177;GOIAS;1
5177;MATO GROSSO;9
5177;MATO GROSSO DO SUL;4
5177;MINAS GERAIS;45
5177;PARA;4
5177;PARANA;27
5177;PERNAMBUCO;1
5177;RIO GRANDE DO NORTE;1
5177;RIO GRANDE DO SUL;24
5177;RONDONIA;1
5177;SANTA CATARINA;6
5177;SAO PAULO;40
5177;SERGIPE;1
5185;ACRE;298
5185;ALAGOAS;2189
5185;AMAZONAS;3696
5185;AMAPA;306
5185;BAHIA;6514
5185;CEARA;3648
5185;DISTRITO FEDERAL;5981
5185;ESPIRITO SANTO;2146
5185;GOIAS;5623
5185;MARANHAO;1094
5185;MATO GROSSO;5237
5185;MATO GROSSO DO SUL;5576
5185;MINAS GERAIS;17810
5185;PARA;1479
5185;PARAIBA;2704
5185;PARANA;14808
5185;PERNAMBUCO;2561
5185;PIAUI;3169
5185;RIO DE JANEIRO;9000
5185;RIO GRANDE DO NORTE;1529
5185;RIO GRANDE DO SUL;12622
5185;RONDONIA;1054
5185;RORAIMA;2225
5185;SANTA CATARINA;15078
5185;SAO PAULO;91446
5185;SERGIPE;317
5185;TOCANTINS;434
5193;ACRE;28
5193;ALAGOAS;104
5193;AMAZONAS;139
5193;AMAPA;37
5193;BAHIA;693
5193;CEARA;465
5193;DISTRITO FEDERAL;289
5193;ESPIRITO SANTO;198
5193;GOIAS;470
5193;MARANHAO;115
5193;MATO GROSSO;430
5193;MATO GROSSO DO SUL;301
5193;MINAS GERAIS;1068
5193;PARA;251
5193;PARAIBA;150
5193;PARANA;1599
5193;PERNAMBUCO;231
5193;PIAUI;104
5193;RIO DE JANEIRO;387
5193;RIO GRANDE DO NORTE;97
5193;RIO GRANDE DO SUL;1029
5193;RONDONIA;68
5193;RORAIMA;83
5193;SANTA CATARINA;714
5193;SAO PAULO;3864
5193;SERGIPE;62
5193;TOCANTINS;61
5207;ACRE;45
5207;ALAGOAS;126
5207;AMAZONAS;75
5207;AMAPA;11
5207;BAHIA;621
5207;CEARA;192
5207;DISTRITO FEDERAL;206
5207;ESPIRITO SANTO;134
5207;GOIAS;565
5207;MARANHAO;19
5207;MATO GROSSO;102
5207;MATO GROSSO DO SUL;92
5207;MINAS GERAIS;735
5207;PARA;63
5207;PARAIBA;77
5207;PARANA;405
5207;PERNAMBUCO;151
5207;PIAUI;23
5207;RIO DE JANEIRO;172
5207;RIO GRANDE DO NORTE;133
5207;RIO GRANDE DO SUL;394
5207;RONDONIA;97
5207;RORAIMA;153
5207;SANTA CATARINA;748
5207;SAO PAULO;3479
5207;SERGIPE;88
5207;TOCANTINS;28
5215;ACRE;16
5215;ALAGOAS;39
5215;AMAZONAS;49
5215;AMAPA;3
5215;BAHIA;136
5215;CEARA;36
5215;DISTRITO FEDERAL;8
5215;ESPIRITO SANTO;20
5215;GOIAS;26
5215;MARANHAO;27
5215;MATO GROSSO;18
5215;MATO GROSSO DO SUL;26
5215;MINAS GERAIS;288
5215;PARA;74
5215;PARAIBA;45
5215;PARANA;130
5215;PERNAMBUCO;43
5215;PIAUI;5
5215;RIO DE JANEIRO;138
5215;RIO GRANDE DO NORTE;14
5215;RIO GRANDE DO SUL;72
5215;RONDONIA;29
5215;SANTA CATARINA;85
5215;SAO PAULO;1107
5215;SERGIPE;3
5215;TOCANTINS;2
5223;ALAGOAS;2
5223;BAHIA;4
5223;CEARA;2
5223;ESPIRITO SANTO;4
5223;GOIAS;1
5223;MARANHAO;2
5223;MATO GROSSO;1
5223;MATO GROSSO DO SUL;1
5223;MINAS GERAIS;13
5223;PARA;1
5223;PARANA;5
5223;PERNAMBUCO;1
5223;RIO DE JANEIRO;1
5223;RIO GRANDE DO NORTE;1
5223;RIO GRANDE DO SUL;4
5223;SANTA CATARINA;1
5223;SAO PAULO;13
5231;ACRE;1
5231;ALAGOAS;6
5231;AMAZONAS;1
5231;AMAPA;1
5231;BAHIA;19
5231;CEARA;6
5231;DISTRITO FEDERAL;25
5231;ESPIRITO SANTO;10
5231;GOIAS;17
5231;MARANHAO;6
5231;MATO GROSSO;8
5231;MATO GROSSO DO SUL;10
5231;MINAS GERAIS;65
5231;PARA;9
5231;PARAIBA;5
5231;PARANA;103
5231;PERNAMBUCO;12
5231;PIAUI;3
5231;RIO DE JANEIRO;20
5231;RIO GRANDE DO NORTE;6
5231;RIO GRANDE DO SUL;31
5231;RONDONIA;2
5231;RORAIMA;2
5231;SANTA CATARINA;76
5231;SAO PAULO;326
5231;SERGIPE;1
5231;TOCANTINS;1
5240;BAHIA;5
5240;CEARA;3
5240;GOIAS;1
5240;MATO GROSSO;2
5240;MINAS GERAIS;9
5240;PARA;7
5240;PARANA;8
5240;PERNAMBUCO;1
5240;RIO DE JANEIRO;1
5240;RIO GRANDE DO SUL;7
5240;SANTA CATARINA;8
5240;SAO PAULO;41
5240;SERGIPE;3
5258;ALAGOAS;4
5258;AMAZONAS;1
5258;BAHIA;20
5258;CEARA;1
5258;DISTRITO FEDERAL;3
5258;ESPIRITO SANTO;5
5258;GOIAS;8
5258;MARANHAO;1
5258;MATO GROSSO;3
5258;MATO GROSSO DO SUL;3
5258;MINAS GERAIS;47
5258;PARA;1
5258;PARAIBA;1
5258;PERNAMBUCO;4
5258;RIO DE JANEIRO;14
5258;RIO GRANDE DO SUL;6
5258;RONDONIA;2
5258;SANTA CATARINA;12
5258;SAO PAULO;76
5266;ACRE;1
5266;ALAGOAS;1
5266;BAHIA;44
5266;CEARA;1
5266;DISTRITO FEDERAL;4
5266;ESPIRITO SANTO;12
5266;GOIAS;4
5266;MARANHAO;2
5266;MATO GROSSO DO SUL;1
5266;MINAS GERAIS;15
5266;PARANA;23
5266;PERNAMBUCO;7
5266;PIAUI;1
5266;RIO DE JANEIRO;17
5266;RIO GRANDE DO SUL;39
5266;RONDONIA;3
5266;SANTA CATARINA;179
5266;SAO PAULO;107
5274;ACRE;23
5274;ALAGOAS;40
5274;AMAZONAS;36
5274;AMAPA;9
5274;BAHIA;293
5274;CEARA;163
5274;DISTRITO FEDERAL;28
5274;ESPIRITO SANTO;72
5274;GOIAS;66
5274;MARANHAO;7
5274;MATO GROSSO;128
5274;MATO GROSSO DO SUL;86
5274;MINAS GERAIS;465
5274;PARA;41
5274;PARAIBA;36
5274;PARANA;317
5274;PERNAMBUCO;178
5274;PIAUI;7
5274;RIO DE JANEIRO;67
5274;RIO GRANDE DO NORTE;23
5274;RIO GRANDE DO SUL;299
5274;RONDONIA;86
5274;RORAIMA;3
5274;SANTA CATARINA;329
5274;SAO PAULO;1496
5274;SERGIPE;39
5274;TOCANTINS;9
5282;ACRE;7
5282;AMAPA;1
5282;BAHIA;5
5282;CEARA;1
5282;DISTRITO FEDERAL;2
5282;ESPIRITO SANTO;5
5282;GOIAS;3
5282;MATO GROSSO;3
5282;MATO GROSSO DO SUL;6
5282;MINAS GERAIS;34
5282;PARA;1
5282;PARAIBA;1
5282;PARANA;17
5282;PERNAMBUCO;4
5282;PIAUI;3
5282;RIO DE JANEIRO;2
5282;RIO GRANDE DO NORTE;1
5282;RIO GRANDE DO SUL;8
5282;RONDONIA;4
5282;SANTA CATARINA;18
5282;SAO PAULO;21
5282;SERGIPE;3
5290;ACRE;4
5290;AMAPA;1
5290;CEARA;1
5290;GOIAS;1
5290;MINAS GERAIS;7
5290;PARA;1
5290;PARANA;8
5290;PERNAMBUCO;2
5290;RIO DE JANEIRO;1
5290;RIO GRANDE DO NORTE;1
5290;RIO GRANDE DO SUL;1
5290;RONDONIA;1
5290;SANTA CATARINA;14
5290;SAO PAULO;5
5304;ACRE;4
5304;AMAPA;1
5304;BAHIA;1
5304;ESPIRITO SANTO;1
5304;GOIAS;2
5304;MARANHAO;1
5304;MATO GROSSO;4
5304;MATO GROSSO DO SUL;2
5304;MINAS GERAIS;17
5304;PARAIBA;1
5304;PARANA;9
5304;RIO DE JANEIRO;4
5304;RIO GRANDE DO SUL;1
5304;RONDONIA;2
5304;SANTA CATARINA;7
5304;SAO PAULO;14
5304;SERGIPE;1
5304;TOCANTINS;1
5312;AMAPA;1
5312;DISTRITO FEDERAL;1
5312;MATO GROSSO;1
5312;PIAUI;1
5312;SAO PAULO;1
5320;ALAGOAS;2
5320;BAHIA;6
5320;ESPIRITO SANTO;8
5320;GOIAS;1
5320;MATO GROSSO DO SUL;4
5320;MINAS GERAIS;15
5320;PARAIBA;1
5320;PARANA;9
5320;PERNAMBUCO;4
5320;PIAUI;3
5320;RIO DE JANEIRO;1
5320;RIO GRANDE DO NORTE;2
5320;RIO GRANDE DO SUL;4
5320;SANTA CATARINA;16
5320;SAO PAULO;9
5320;SERGIPE;1
5339;SAO PAULO;2
5347;ALAGOAS;2
5347;BAHIA;2
5347;CEARA;1
5347;DISTRITO FEDERAL;6
5347;ESPIRITO SANTO;2
5347;GOIAS;3
5347;MATO GROSSO;2
5347;MATO GROSSO DO SUL;1
5347;MINAS GERAIS;13
5347;PARA;1
5347;PARANA;9
5347;PERNAMBUCO;1
5347;RIO DE JANEIRO;2
5347;RIO GRANDE DO SUL;28
5347;RONDONIA;2
5347;RORAIMA;1
5347;SANTA CATARINA;13
5347;SAO PAULO;16
5347;TOCANTINS;1
5355;ALAGOAS;1
5355;BAHIA;1
5355;DISTRITO FEDERAL;7
5355;GOIAS;2
5355;MARANHAO;2
5355;MATO GROSSO;1
5355;MINAS GERAIS;1
5355;PARA;1
5355;PARANA;2
5355;RIO DE JANEIRO;4
5355;RIO GRANDE DO NORTE;1
5355;RIO GRANDE DO SUL;1
5355;RONDONIA;1
5355;SANTA CATARINA;1
5355;SAO PAULO;4
5355;SERGIPE;1
5363;BAHIA;1
5363;GOIAS;1
5363;MARANHAO;2
5363;MINAS GERAIS;2
5363;RIO DE JANEIRO;1
5363;SAO PAULO;4
5371;ACRE;2
5371;AMAZONAS;4
5371;BAHIA;22
5371;CEARA;5
5371;DISTRITO FEDERAL;5
5371;ESPIRITO SANTO;5
5371;GOIAS;8
5371;MARANHAO;1
5371;MATO GROSSO;5
5371;MATO GROSSO DO SUL;4
5371;MINAS GERAIS;40
5371;PARA;3
5371;PARAIBA;2
5371;PARANA;19
5371;PERNAMBUCO;4
5371;RIO DE JANEIRO;7
5371;RIO GRANDE DO NORTE;1
5371;RIO GRANDE DO SUL;20
5371;SANTA CATARINA;13
5371;SAO PAULO;137
5371;TOCANTINS;2
5380;ACRE;16
5380;ALAGOAS;216
5380;AMAZONAS;101
5380;AMAPA;10
5380;BAHIA;497
5380;CEARA;941
5380;DISTRITO FEDERAL;171
5380;ESPIRITO SANTO;89
5380;GOIAS;374
5380;MARANHAO;125
5380;MATO GROSSO;109
5380;MATO GROSSO DO SUL;113
5380;MINAS GERAIS;800
5380;PARA;119
5380;PARAIBA;135
5380;PARANA;397
5380;PERNAMBUCO;376
5380;PIAUI;64
5380;RIO DE JANEIRO;502
5380;RIO GRANDE DO NORTE;133
5380;RIO GRANDE DO SUL;171
5380;RONDONIA;30
5380;RORAIMA;7
5380;SANTA CATARINA;391
5380;SAO PAULO;2992
5380;SERGIPE;46
5380;TOCANTINS;8
5398;ACRE;5
5398;ALAGOAS;4
5398;AMAZONAS;4
5398;BAHIA;42
5398;CEARA;24
5398;DISTRITO FEDERAL;5
5398;ESPIRITO SANTO;10
5398;GOIAS;10
5398;MARANHAO;73
5398;MATO GROSSO;4
5398;MATO GROSSO DO SUL;9
5398;MINAS GERAIS;69
5398;PARA;7
5398;PARAIBA;21
5398;PARANA;32
5398;PERNAMBUCO;14
5398;PIAUI;3
5398;RIO DE JANEIRO;15
5398;RIO GRANDE DO NORTE;7
5398;RIO GRANDE DO SUL;33
5398;RONDONIA;3
5398;RORAIMA;1
5398;SANTA CATARINA;31
5398;SAO PAULO;153
5398;SERGIPE;3
5398;TOCANTINS;1
5401;ACRE;27
5401;ALAGOAS;20
5401;AMAZONAS;56
5401;AMAPA;1
5401;BAHIA;443
5401;CEARA;317
5401;DISTRITO FEDERAL;15
5401;ESPIRITO SANTO;47
5401;GOIAS;14
5401;MARANHAO;51
5401;MATO GROSSO;23
5401;MATO GROSSO DO SUL;17
5401;MINAS GERAIS;173
5401;PARA;18
5401;PARAIBA;77
5401;PARANA;38
5401;PERNAMBUCO;43
5401;PIAUI;17
5401;RIO DE JANEIRO;13
5401;RIO GRANDE DO NORTE;66
5401;RIO GRANDE DO SUL;57
5401;RONDONIA;11
5401;SANTA CATARINA;34
5401;SAO PAULO;330
5401;SERGIPE;14
5401;TOCANTINS;2
5410;ACRE;10
5410;ALAGOAS;34
5410;AMAZONAS;108
5410;AMAPA;7
5410;BAHIA;494
5410;CEARA;1121
5410;DISTRITO FEDERAL;1038
5410;ESPIRITO SANTO;76
5410;GOIAS;107
5410;MARANHAO;63
5410;MATO GROSSO;47
5410;MATO GROSSO DO SUL;59
5410;MINAS GERAIS;430
5410;PARA;157
5410;PARAIBA;63
5410;PARANA;130
5410;PERNAMBUCO;161
5410;PIAUI;90
5410;RIO DE JANEIRO;485
5410;RIO GRANDE DO NORTE;164
5410;RIO GRANDE DO SUL;64
5410;RONDONIA;15
5410;RORAIMA;13
5410;SANTA CATARINA;130
5410;SAO PAULO;453
5410;SERGIPE;20
5410;TOCANTINS;13
5428;ACRE;2
5428;ALAGOAS;17
5428;AMAZONAS;25
5428;AMAPA;9
5428;BAHIA;219
5428;CEARA;89
5428;DISTRITO FEDERAL;59
5428;ESPIRITO SANTO;77
5428;GOIAS;113
5428;MARANHAO;6
5428;MATO GROSSO;92
5428;MATO GROSSO DO SUL;19
5428;MINAS GERAIS;400
5428;PARA;55
5428;PARAIBA;32
5428;PARANA;188
5428;PERNAMBUCO;322
5428;PIAUI;22
5428;RIO DE JANEIRO;343
5428;RIO GRANDE DO NORTE;78
5428;RIO GRANDE DO SUL;103
5428;RONDONIA;13
5428;RORAIMA;4
5428;SANTA CATARINA;222
5428;SAO PAULO;604
5428;SERGIPE;15
5428;TOCANTINS;12
5436;ALAGOAS;2
5436;BAHIA;1
5436;CEARA;2
5436;DISTRITO FEDERAL;15
5436;ESPIRITO SANTO;1
5436;GOIAS;1
5436;MATO GROSSO DO SUL;2
5436;MINAS GERAIS;12
5436;PARANA;6
5436;PERNAMBUCO;1
5436;RIO DE JANEIRO;4
5436;RIO GRANDE DO SUL;5
5436;RONDONIA;1
5436;SANTA CATARINA;13
5436;SAO PAULO;22
5436;SERGIPE;1
5444;ACRE;10
5444;ALAGOAS;19
5444;AMAZONAS;96
5444;AMAPA;9
5444;BAHIA;241
5444;CEARA;114
5444;DISTRITO FEDERAL;27
5444;ESPIRITO SANTO;317
5444;GOIAS;116
5444;MARANHAO;16
5444;MATO GROSSO;215
5444;MATO GROSSO DO SUL;65
5444;MINAS GERAIS;359
5444;PARA;215
5444;PARAIBA;26
5444;PARANA;181
5444;PERNAMBUCO;371
5444;PIAUI;24
5444;RIO DE JANEIRO;575
5444;RIO GRANDE DO NORTE;56
5444;RIO GRANDE DO SUL;195
5444;RONDONIA;94
5444;RORAIMA;232
5444;SANTA CATARINA;570
5444;SAO PAULO;919
5444;SERGIPE;15
5444;TOCANTINS;60
5452;ACRE;327
5452;ALAGOAS;539
5452;AMAZONAS;625
5452;AMAPA;74
5452;BAHIA;2412
5452;CEARA;5602
5452;DISTRITO FEDERAL;1840
5452;ESPIRITO SANTO;1713
5452;GOIAS;2369
5452;MARANHAO;640
5452;MATO GROSSO;1148
5452;MATO GROSSO DO SUL;1146
5452;MINAS GERAIS;5851
5452;PARA;1236
5452;PARAIBA;1494
5452;PARANA;5078
5452;PERNAMBUCO;2567
5452;PIAUI;799
5452;RIO DE JANEIRO;4937
5452;RIO GRANDE DO NORTE;1075
5452;RIO GRANDE DO SUL;1554
5452;RONDONIA;171
5452;RORAIMA;59
5452;SANTA CATARINA;2796
5452;SAO PAULO;17666
5452;SERGIPE;160
5452;TOCANTINS;126
5460;ACRE;18
5460;ALAGOAS;85
5460;AMAZONAS;36
5460;AMAPA;13
5460;BAHIA;250
5460;CEARA;108
5460;DISTRITO FEDERAL;63
5460;ESPIRITO SANTO;137
5460;GOIAS;73
5460;MARANHAO;21
5460;MATO GROSSO;55
5460;MATO GROSSO DO SUL;96
5460;MINAS GERAIS;852
5460;PARA;22
5460;PARAIBA;82
5460;PARANA;734
5460;PERNAMBUCO;131
5460;PIAUI;15
5460;RIO DE JANEIRO;269
5460;RIO GRANDE DO NORTE;65
5460;RIO GRANDE DO SUL;398
5460;RONDONIA;24
5460;RORAIMA;15
5460;SANTA CATARINA;385
5460;SAO PAULO;2335
