UF;Cod_Infracao;Quantidade
PARAIBA;5088;1
PARANA;5088;5
PERNAMBUCO;5088;3
PIAUI;5088;1
RIO DE JANEIRO;5088;8
RIO GRANDE DO NORTE;5088;2
RIO GRANDE DO SUL;5088;19
SANTA CATARINA;5088;7
SAO PAULO;5088;17
SERGIPE;5088;1
TOCANTINS;5088;1
ACRE;5096;4
ALAGOAS;5096;1
AMAZONAS;5096;3
AMAPA;5096;2
BAHIA;5096;16
CEARA;5096;19
DISTRITO FEDERAL;5096;6
ESPIRITO SANTO;5096;7
GOIAS;5096;5
MARANHAO;5096;3
MATO GROSSO;5096;6
MATO GROSSO DO SUL;5096;8
MINAS GERAIS;5096;14
PARA;5096;7
PARAIBA;5096;3
PARANA;5096;32
PERNAMBUCO;5096;13
PIAUI;5096;1
RIO DE JANEIRO;5096;14
RIO GRANDE DO NORTE;5096;1
RIO GRANDE DO SUL;5096;65
RONDONIA;5096;6
SANTA CATARINA;5096;44
SAO PAULO;5096;91
SERGIPE;5096;2
TOCANTINS;5096;1
AMAPA;5100;1
BAHIA;5100;2
CEARA;5100;10
DISTRITO FEDERAL;5100;1
GOIAS;5100;3
MATO GROSSO DO SUL;5100;1
PARA;5100;1
PARAIBA;5100;1
PERNAMBUCO;5100;2
RIO GRANDE DO NORTE;5100;1
RIO GRANDE DO SUL;5100;1
SANTA CATARINA;5100;2
SAO PAULO;5100;6
SERGIPE;5100;1
ACRE;5118;220
ALAGOAS;5118;100
AMAZONAS;5118;77
AMAPA;5118;114
BAHIA;5118;418
CEARA;5118;466
DISTRITO FEDERAL;5118;75
ESPIRITO SANTO;5118;697
GOIAS;5118;89
MARANHAO;5118;59
MATO GROSSO;5118;115
MATO GROSSO DO SUL;5118;399
MINAS GERAIS;5118;1508
PARA;5118;381
PARAIBA;5118;78
PARANA;5118;1465
PERNAMBUCO;5118;439
PIAUI;5118;68
RIO DE JANEIRO;5118;821
RIO GRANDE DO NORTE;5118;76
RIO GRANDE DO SUL;5118;544
RONDONIA;5118;414
RORAIMA;5118;13
SANTA CATARINA;5118;1011
SAO PAULO;5118;2955
SERGIPE;5118;56
TOCANTINS;5118;25
ACRE;5126;3
AMAZONAS;5126;3
AMAPA;5126;2
BAHIA;5126;2
CEARA;5126;2
DISTRITO FEDERAL;5126;1
ESPIRITO SANTO;5126;41
GOIAS;5126;4
MARANHAO;5126;1
MATO GROSSO;5126;2
MATO GROSSO DO SUL;5126;7
MINAS GERAIS;5126;58
PARA;5126;2
PARAIBA;5126;2
PARANA;5126;65
PERNAMBUCO;5126;10
PIAUI;5126;2
RIO DE JANEIRO;5126;22
RIO GRANDE DO SUL;5126;37
RONDONIA;5126;3
RORAIMA;5126;1
SANTA CATARINA;5126;142
SAO PAULO;5126;160
SERGIPE;5126;1
ACRE;5134;3
ALAGOAS;5134;1
AMAZONAS;5134;3
AMAPA;5134;1
BAHIA;5134;24
CEARA;5134;21
DISTRITO FEDERAL;5134;5
ESPIRITO SANTO;5134;23
GOIAS;5134;9
MARANHAO;5134;6
MATO GROSSO;5134;1
MATO GROSSO DO SUL;5134;15
MINAS GERAIS;5134;106
PARA;5134;9
PARAIBA;5134;3
PARANA;5134;40
PERNAMBUCO;5134;14
PIAUI;5134;3
RIO DE JANEIRO;5134;44
RIO GRANDE DO NORTE;5134;7
RIO GRANDE DO SUL;5134;60
RONDONIA;5134;1
SANTA CATARINA;5134;26
SAO PAULO;5134;149
SERGIPE;5134;3
TOCANTINS;5134;1
ACRE;5142;73
ALAGOAS;5142;6
AMAZONAS;5142;17
AMAPA;5142;19
BAHIA;5142;120
CEARA;5142;159
DISTRITO FEDERAL;5142;29
ESPIRITO SANTO;5142;114
GOIAS;5142;17
MARANHAO;5142;8
MATO GROSSO;5142;5
MATO GROSSO DO SUL;5142;67
MINAS GERAIS;5142;283
PARA;5142;32
PARAIBA;5142;16
PARANA;5142;206
PERNAMBUCO;5142;76
PIAUI;5142;13
RIO DE JANEIRO;5142;85
RIO GRANDE DO NORTE;5142;12
RIO GRANDE DO SUL;5142;123
RONDONIA;5142;34
RORAIMA;5142;1
SANTA CATARINA;5142;244
SAO PAULO;5142;849
SERGIPE;5142;21
TOCANTINS;5142;3
ACRE;5150;2
BAHIA;5150;14
CEARA;5150;28
ESPIRITO SANTO;5150;3
GOIAS;5150;8
MATO GROSSO;5150;1
MATO GROSSO DO SUL;5150;1
MINAS GERAIS;5150;29
PARA;5150;1
PARAIBA;5150;5
PARANA;5150;9
PERNAMBUCO;5150;12
PIAUI;5150;2
RIO DE JANEIRO;5150;6
RIO GRANDE DO NORTE;5150;6
RIO GRANDE DO SUL;5150;15
SANTA CATARINA;5150;10
SAO PAULO;5150;48
SERGIPE;5150;4
ACRE;5169;6
ALAGOAS;5169;44
AMAZONAS;5169;30
AMAPA;5169;64
BAHIA;5169;82
CEARA;5169;36
DISTRITO FEDERAL;5169;125
ESPIRITO SANTO;5169;154
GOIAS;5169;139
MARANHAO;5169;42
MATO GROSSO;5169;383
MATO GROSSO DO SUL;5169;158
MINAS GERAIS;5169;2326
PARA;5169;442
PARAIBA;5169;39
PARANA;5169;551
PERNAMBUCO;5169;265
PIAUI;5169;17
RIO DE JANEIRO;5169;136
RIO GRANDE DO NORTE;5169;100
RIO GRANDE DO SUL;5169;230
RONDONIA;5169;334
RORAIMA;5169;3
SANTA CATARINA;5169;260
SAO PAULO;5169;1437
SERGIPE;5169;40
TOCANTINS;5169;22
ACRE;5177;32
ALAGOAS;5177;1
BAHIA;5177;2
CEARA;5177;1
DISTRITO FEDERAL;5177;4
MATO GROSSO;5177;1
MATO GROSSO DO SUL;5177;4
MINAS GERAIS;5177;69
PARA;5177;6
PARAIBA;5177;1
PARANA;5177;25
RIO DE JANEIRO;5177;1
RIO GRANDE DO NORTE;5177;1
RIO GRANDE DO SUL;5177;11
SANTA CATARINA;5177;8
SAO PAULO;5177;39
ACRE;5185;434
ALAGOAS;5185;905
AMAZONAS;5185;2767
AMAPA;5185;389
BAHIA;5185;4171
CEARA;5185;1916
DISTRITO FEDERAL;5185;2700
ESPIRITO SANTO;5185;2545
GOIAS;5185;3758
MARANHAO;5185;1655
MATO GROSSO;5185;5023
MATO GROSSO DO SUL;5185;4226
MINAS GERAIS;5185;14865
PARA;5185;2067
PARAIBA;5185;2053
PARANA;5185;11232
PERNAMBUCO;5185;2885
PIAUI;5185;860
RIO DE JANEIRO;5185;12812
RIO GRANDE DO NORTE;5185;1439
RIO GRANDE DO SUL;5185;3601
RONDONIA;5185;1125
RORAIMA;5185;232
SANTA CATARINA;5185;10196
SAO PAULO;5185;74152
SERGIPE;5185;831
TOCANTINS;5185;600
ACRE;5193;61
ALAGOAS;5193;85
AMAZONAS;5193;95
AMAPA;5193;40
BAHIA;5193;293
CEARA;5193;131
DISTRITO FEDERAL;5193;116
ESPIRITO SANTO;5193;200
GOIAS;5193;161
MARANHAO;5193;150
MATO GROSSO;5193;545
MATO GROSSO DO SUL;5193;254
MINAS GERAIS;5193;975
PARA;5193;276
PARAIBA;5193;134
PARANA;5193;1198
PERNAMBUCO;5193;330
PIAUI;5193;65
RIO DE JANEIRO;5193;756
RIO GRANDE DO NORTE;5193;92
RIO GRANDE DO SUL;5193;351
RONDONIA;5193;107
RORAIMA;5193;22
SANTA CATARINA;5193;557
SAO PAULO;5193;2689
SERGIPE;5193;38
TOCANTINS;5193;36
ACRE;5207;57
ALAGOAS;5207;115
AMAZONAS;5207;52
AMAPA;5207;4
BAHIA;5207;329
CEARA;5207;95
DISTRITO FEDERAL;5207;279
ESPIRITO SANTO;5207;171
GOIAS;5207;2058
MARANHAO;5207;32
MATO GROSSO;5207;111
MATO GROSSO DO SUL;5207;88
MINAS GERAIS;5207;886
PARA;5207;57
PARAIBA;5207;30
PARANA;5207;378
PERNAMBUCO;5207;207
PIAUI;5207;20
RIO DE JANEIRO;5207;221
RIO GRANDE DO NORTE;5207;107
RIO GRANDE DO SUL;5207;200
RONDONIA;5207;105
RORAIMA;5207;3
SANTA CATARINA;5207;498
SAO PAULO;5207;3354
SERGIPE;5207;47
TOCANTINS;5207;57
ACRE;5215;2
ALAGOAS;5215;17
AMAZONAS;5215;36
AMAPA;5215;5
BAHIA;5215;149
CEARA;5215;12
DISTRITO FEDERAL;5215;9
ESPIRITO SANTO;5215;30
GOIAS;5215;40
MARANHAO;5215;22
MATO GROSSO;5215;23
MATO GROSSO DO SUL;5215;16
MINAS GERAIS;5215;286
PARA;5215;75
PARAIBA;5215;20
PARANA;5215;114
PERNAMBUCO;5215;47
PIAUI;5215;6
RIO DE JANEIRO;5215;210
RIO GRANDE DO NORTE;5215;27
RIO GRANDE DO SUL;5215;32
RONDONIA;5215;41
RORAIMA;5215;2
SANTA CATARINA;5215;75
SAO PAULO;5215;943
SERGIPE;5215;18
TOCANTINS;5215;4
BAHIA;5223;6
CEARA;5223;1
DISTRITO FEDERAL;5223;2
GOIAS;5223;15
MINAS GERAIS;5223;3
PARAIBA;5223;1
PARANA;5223;3
PERNAMBUCO;5223;4
RIO DE JANEIRO;5223;1
RIO GRANDE DO NORTE;5223;1
RIO GRANDE DO SUL;5223;2
RONDONIA;5223;1
SANTA CATARINA;5223;1
SAO PAULO;5223;5
SERGIPE;5223;2
ACRE;5231;5
ALAGOAS;5231;5
AMAZONAS;5231;2
AMAPA;5231;1
BAHIA;5231;14
CEARA;5231;3
DISTRITO FEDERAL;5231;15
ESPIRITO SANTO;5231;12
GOIAS;5231;94
MARANHAO;5231;1
MATO GROSSO;5231;8
MATO GROSSO DO SUL;5231;10
MINAS GERAIS;5231;51
PARA;5231;8
PARANA;5231;55
PERNAMBUCO;5231;4
PIAUI;5231;3
RIO DE JANEIRO;5231;24
RIO GRANDE DO NORTE;5231;2
RIO GRANDE DO SUL;5231;25
RONDONIA;5231;5
RORAIMA;5231;2
SANTA CATARINA;5231;47
SAO PAULO;5231;186
SERGIPE;5231;3
TOCANTINS;5231;1
AMAPA;5240;2
BAHIA;5240;7
CEARA;5240;2
DISTRITO FEDERAL;5240;1
ESPIRITO SANTO;5240;1
MATO GROSSO;5240;3
MATO GROSSO DO SUL;5240;3
PARA;5240;26
PARAIBA;5240;2
PARANA;5240;7
RIO DE JANEIRO;5240;2
RIO GRANDE DO SUL;5240;3
RONDONIA;5240;1
SANTA CATARINA;5240;5
SAO PAULO;5240;39
ALAGOAS;5258;9
BAHIA;5258;5
CEARA;5258;1
DISTRITO FEDERAL;5258;1
ESPIRITO SANTO;5258;8
GOIAS;5258;33
MARANHAO;5258;2
MATO GROSSO;5258;1
MATO GROSSO DO SUL;5258;4
MINAS GERAIS;5258;24
PARA;5258;2
PARAIBA;5258;1
PARANA;5258;3
PERNAMBUCO;5258;2
RIO DE JANEIRO;5258;18
RIO GRANDE DO NORTE;5258;5
RIO GRANDE DO SUL;5258;2
RONDONIA;5258;2
RORAIMA;5258;1
SANTA CATARINA;5258;13
SAO PAULO;5258;114
SERGIPE;5258;1
TOCANTINS;5258;1
ALAGOAS;5266;1
BAHIA;5266;75
CEARA;5266;2
DISTRITO FEDERAL;5266;1
ESPIRITO SANTO;5266;3
GOIAS;5266;11
MATO GROSSO DO SUL;5266;3
MINAS GERAIS;5266;11
PARAIBA;5266;1
PARANA;5266;10
PERNAMBUCO;5266;30
PIAUI;5266;1
RIO DE JANEIRO;5266;75
RIO GRANDE DO NORTE;5266;1
RIO GRANDE DO SUL;5266;1
RONDONIA;5266;3
SANTA CATARINA;5266;10
SAO PAULO;5266;121
TOCANTINS;5266;1
ACRE;5274;2
ALAGOAS;5274;40
AMAZONAS;5274;9
AMAPA;5274;16
BAHIA;5274;383
CEARA;5274;59
DISTRITO FEDERAL;5274;31
ESPIRITO SANTO;5274;70
GOIAS;5274;81
MARANHAO;5274;6
MATO GROSSO;5274;99
MATO GROSSO DO SUL;5274;73
MINAS GERAIS;5274;446
PARA;5274;52
PARAIBA;5274;12
PARANA;5274;311
PERNAMBUCO;5274;210
PIAUI;5274;9
RIO DE JANEIRO;5274;79
RIO GRANDE DO NORTE;5274;31
RIO GRANDE DO SUL;5274;157
RONDONIA;5274;107
SANTA CATARINA;5274;233
SAO PAULO;5274;1806
SERGIPE;5274;31
TOCANTINS;5274;11
ALAGOAS;5282;1
AMAPA;5282;3
BAHIA;5282;4
CEARA;5282;3
ESPIRITO SANTO;5282;4
GOIAS;5282;3
MARANHAO;5282;2
MATO GROSSO;5282;3
MATO GROSSO DO SUL;5282;4
MINAS GERAIS;5282;40
PARA;5282;3
PARAIBA;5282;2
PARANA;5282;14
PERNAMBUCO;5282;3
RIO DE JANEIRO;5282;6
RIO GRANDE DO NORTE;5282;2
RIO GRANDE DO SUL;5282;3
RONDONIA;5282;8
SANTA CATARINA;5282;19
SAO PAULO;5282;25
ALAGOAS;5290;1
BAHIA;5290;1
ESPIRITO SANTO;5290;4
GOIAS;5290;1
MATO GROSSO;5290;1
MATO GROSSO DO SUL;5290;2
MINAS GERAIS;5290;8
PARANA;5290;4
PERNAMBUCO;5290;1
RIO DE JANEIRO;5290;1
RONDONIA;5290;1
SANTA CATARINA;5290;3
SAO PAULO;5290;9
AMAPA;5304;1
BAHIA;5304;2
CEARA;5304;2
DISTRITO FEDERAL;5304;1
ESPIRITO SANTO;5304;3
GOIAS;5304;1
MATO GROSSO;5304;4
MATO GROSSO DO SUL;5304;1
MINAS GERAIS;5304;14
PARAIBA;5304;1
PARANA;5304;8
PERNAMBUCO;5304;1
RIO DE JANEIRO;5304;2
RIO GRANDE DO NORTE;5304;2
RIO GRANDE DO SUL;5304;2
RONDONIA;5304;4
SANTA CATARINA;5304;11
SAO PAULO;5304;10
TOCANTINS;5304;1
MINAS GERAIS;5312;2
RIO GRANDE DO SUL;5312;1
SANTA CATARINA;5312;1
SAO PAULO;5312;2
BAHIA;5320;3
CEARA;5320;1
ESPIRITO SANTO;5320;5
GOIAS;5320;1
MATO GROSSO;5320;3
MATO GROSSO DO SUL;5320;5
MINAS GERAIS;5320;12
PARANA;5320;12
PERNAMBUCO;5320;1
RIO DE JANEIRO;5320;2
RIO GRANDE DO NORTE;5320;3
RIO GRANDE DO SUL;5320;3
SANTA CATARINA;5320;8
SAO PAULO;5320;13
MINAS GERAIS;5339;1
RIO DE JANEIRO;5339;1
SANTA CATARINA;5339;1
BAHIA;5347;11
CEARA;5347;2
DISTRITO FEDERAL;5347;1
ESPIRITO SANTO;5347;8
GOIAS;5347;6
MATO GROSSO;5347;3
MATO GROSSO DO SUL;5347;2
MINAS GERAIS;5347;15
PARA;5347;1
PARAIBA;5347;4
PARANA;5347;18
PERNAMBUCO;5347;1
RIO DE JANEIRO;5347;2
RIO GRANDE DO SUL;5347;21
SANTA CATARINA;5347;17
SAO PAULO;5347;20
SERGIPE;5347;3
MATO GROSSO;5355;1
MINAS GERAIS;5355;1
PARA;5355;1
PERNAMBUCO;5355;1
RIO DE JANEIRO;5355;2
RIO GRANDE DO SUL;5355;1
RONDONIA;5355;1
SANTA CATARINA;5355;1
SAO PAULO;5355;6
ALAGOAS;5363;1
AMAPA;5363;2
BAHIA;5363;1
ESPIRITO SANTO;5363;1
MARANHAO;5363;1
MATO GROSSO DO SUL;5363;1
MINAS GERAIS;5363;1
PARANA;5363;1
RIO DE JANEIRO;5363;4
SAO PAULO;5363;4
SERGIPE;5363;1
ACRE;5371;1
ALAGOAS;5371;3
AMAZONAS;5371;4
BAHIA;5371;10
CEARA;5371;1
DISTRITO FEDERAL;5371;11
ESPIRITO SANTO;5371;2
GOIAS;5371;20
MARANHAO;5371;1
MATO GROSSO;5371;1
MATO GROSSO DO SUL;5371;2
MINAS GERAIS;5371;28
PARA;5371;3
PARAIBA;5371;1
PARANA;5371;7
PERNAMBUCO;5371;1
PIAUI;5371;1
RIO DE JANEIRO;5371;7
RIO GRANDE DO SUL;5371;9
SANTA CATARINA;5371;10
SAO PAULO;5371;105
ACRE;5380;23
ALAGOAS;5380;140
AMAZONAS;5380;52
AMAPA;5380;13
BAHIA;5380;394
CEARA;5380;746
DISTRITO FEDERAL;5380;109
ESPIRITO SANTO;5380;169
GOIAS;5380;2103
MARANHAO;5380;57
MATO GROSSO;5380;196
MATO GROSSO DO SUL;5380;98
MINAS GERAIS;5380;703
PARA;5380;233
PARAIBA;5380;82
PARANA;5380;385
PERNAMBUCO;5380;209
PIAUI;5380;117
RIO DE JANEIRO;5380;1307
RIO GRANDE DO NORTE;5380;111
RIO GRANDE DO SUL;5380;90
RONDONIA;5380;77
RORAIMA;5380;3
SANTA CATARINA;5380;260
SAO PAULO;5380;1913
SERGIPE;5380;110
TOCANTINS;5380;26
ACRE;5398;3
ALAGOAS;5398;1
AMAZONAS;5398;2
BAHIA;5398;42
CEARA;5398;26
DISTRITO FEDERAL;5398;4
ESPIRITO SANTO;5398;16
GOIAS;5398;51
MARANHAO;5398;2
MATO GROSSO;5398;5
MATO GROSSO DO SUL;5398;4
MINAS GERAIS;5398;60
PARA;5398;3
PARAIBA;5398;2
PARANA;5398;19
PERNAMBUCO;5398;9
PIAUI;5398;1
RIO DE JANEIRO;5398;25
RIO GRANDE DO NORTE;5398;10
RIO GRANDE DO SUL;5398;20
RONDONIA;5398;6
RORAIMA;5398;2
SANTA CATARINA;5398;41
SAO PAULO;5398;102
SERGIPE;5398;4
TOCANTINS;5398;1
ACRE;5401;13
ALAGOAS;5401;17
AMAZONAS;5401;26
AMAPA;5401;2
BAHIA;5401;197
CEARA;5401;206
DISTRITO FEDERAL;5401;11
ESPIRITO SANTO;5401;29
GOIAS;5401;66
MARANHAO;5401;9
MATO GROSSO;5401;5
MATO GROSSO DO SUL;5401;11
MINAS GERAIS;5401;132
PARA;5401;41
PARAIBA;5401;34
PARANA;5401;41
PERNAMBUCO;5401;16
PIAUI;5401;12
RIO DE JANEIRO;5401;28
RIO GRANDE DO NORTE;5401;77
RIO GRANDE DO SUL;5401;25
RONDONIA;5401;16
RORAIMA;5401;2
SANTA CATARINA;5401;58
SAO PAULO;5401;166
SERGIPE;5401;21
TOCANTINS;5401;9
ACRE;5410;5
ALAGOAS;5410;17
AMAZONAS;5410;40
AMAPA;5410;33
BAHIA;5410;959
CEARA;5410;159
DISTRITO FEDERAL;5410;150
ESPIRITO SANTO;5410;97
GOIAS;5410;441
MARANHAO;5410;43
MATO GROSSO;5410;23
MATO GROSSO DO SUL;5410;60
MINAS GERAIS;5410;218
PARA;5410;116
PARAIBA;5410;19
PARANA;5410;122
PERNAMBUCO;5410;64
PIAUI;5410;63
RIO DE JANEIRO;5410;489
RIO GRANDE DO NORTE;5410;96
RIO GRANDE DO SUL;5410;26
RONDONIA;5410;32
RORAIMA;5410;1
SANTA CATARINA;5410;105
SAO PAULO;5410;298
SERGIPE;5410;18
TOCANTINS;5410;14
ACRE;5428;9
ALAGOAS;5428;9
AMAZONAS;5428;18
AMAPA;5428;13
BAHIA;5428;62
CEARA;5428;15
DISTRITO FEDERAL;5428;33
ESPIRITO SANTO;5428;123
GOIAS;5428;72
MARANHAO;5428;8
MATO GROSSO;5428;22
MATO GROSSO DO SUL;5428;39
MINAS GERAIS;5428;241
PARA;5428;48
PARAIBA;5428;27
PARANA;5428;123
PERNAMBUCO;5428;303
PIAUI;5428;23
RIO DE JANEIRO;5428;331
RIO GRANDE DO NORTE;5428;31
RIO GRANDE DO SUL;5428;50
RONDONIA;5428;15
RORAIMA;5428;2
SANTA CATARINA;5428;180
SAO PAULO;5428;410
SERGIPE;5428;2
TOCANTINS;5428;10
ALAGOAS;5436;3
BAHIA;5436;8
ESPIRITO SANTO;5436;4
GOIAS;5436;9
MATO GROSSO DO SUL;5436;3
MINAS GERAIS;5436;25
PARA;5436;2
PARANA;5436;6
PERNAMBUCO;5436;1
RIO DE JANEIRO;5436;18
RIO GRANDE DO NORTE;5436;1
RIO GRANDE DO SUL;5436;2
SANTA CATARINA;5436;12
SAO PAULO;5436;22
TOCANTINS;5436;1
ACRE;5444;1
ALAGOAS;5444;49
AMAZONAS;5444;4
AMAPA;5444;3
BAHIA;5444;87
CEARA;5444;74
DISTRITO FEDERAL;5444;199
ESPIRITO SANTO;5444;34
GOIAS;5444;316
MARANHAO;5444;6
MATO GROSSO;5444;17
MATO GROSSO DO SUL;5444;23
MINAS GERAIS;5444;255
PARA;5444;29
PARAIBA;5444;15
PARANA;5444;69
PERNAMBUCO;5444;186
PIAUI;5444;17
RIO DE JANEIRO;5444;521
RIO GRANDE DO NORTE;5444;45
RIO GRANDE DO SUL;5444;34
RONDONIA;5444;18
SANTA CATARINA;5444;216
SAO PAULO;5444;752
SERGIPE;5444;6
TOCANTINS;5444;16
ACRE;5452;565
ALAGOAS;5452;475
AMAZONAS;5452;340
AMAPA;5452;100
BAHIA;5452;3379
CEARA;5452;3993
DISTRITO FEDERAL;5452;977
ESPIRITO SANTO;5452;1955
GOIAS;5452;19433
MARANHAO;5452;732
MATO GROSSO;5452;1055
MATO GROSSO DO SUL;5452;843
MINAS GERAIS;5452;4648
PARA;5452;1459
PARAIBA;5452;1038
PARANA;5452;4898
PERNAMBUCO;5452;1820
PIAUI;5452;1112
RIO DE JANEIRO;5452;11641
RIO GRANDE DO NORTE;5452;1813
RIO GRANDE DO SUL;5452;961
RONDONIA;5452;169
RORAIMA;5452;61
SANTA CATARINA;5452;2637
SAO PAULO;5452;12459
SERGIPE;5452;768
TOCANTINS;5452;262
ACRE;5460;42
ALAGOAS;5460;67
AMAZONAS;5460;51
AMAPA;5460;11
BAHIA;5460;201
CEARA;5460;99
DISTRITO FEDERAL;5460;38
ESPIRITO SANTO;5460;163
GOIAS;5460;480
MARANHAO;5460;41
MATO GROSSO;5460;56
MATO GROSSO DO SUL;5460;84
MINAS GERAIS;5460;688
PARA;5460;51
PARAIBA;5460;58
PARANA;5460;914
PERNAMBUCO;5460;146
PIAUI;5460;24
RIO DE JANEIRO;5460;490
RIO GRANDE DO NORTE;5460;49
RIO GRANDE DO SUL;5460;348
RONDONIA;5460;24
RORAIMA;5460;11
SANTA CATARINA;5460;481
SAO PAULO;5460;1823
SERGIPE;5460;62
TOCANTINS;5460;14
